,valAccuracy,layerForm,nlayers,testAccuracy,nstart,activationFn,learningrate,dropoutFn,dR
0,0.49386503696441647,cone,2,0.5231539607048035,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
1,0.5061349272727966,cone,2,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
2,0.9874233365058898,cone,2,0.991239070892334,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
3,0.9907974541187288,cone,2,0.9899874925613403,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
4,0.996012157201767,cone,2,0.9887359738349915,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
5,0.9874232769012452,cone,2,0.9837297201156616,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
6,0.986809778213501,cone,2,0.9837297201156616,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
7,0.953374218940735,cone,2,0.9549437165260315,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
8,0.5061349391937257,cone,2,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
9,0.5061349391937257,cone,2,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
10,0.9886502444744112,cone,2,0.9899876117706299,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
11,0.5116564333438873,cone,2,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
12,0.9895705223083497,cone,2,0.9887359142303467,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
13,0.9898772656917573,cone,2,0.9862328767776489,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
14,0.9861963212490082,cone,2,0.9849813580513,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
15,0.9653374016284945,cone,2,0.9712140560150146,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
16,0.5061349332332612,cone,2,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
17,0.5061349511146546,cone,2,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
18,0.5131901502609253,cone,2,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
19,0.4963190138339996,cone,2,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
20,0.9932514548301695,cone,2,0.9924906492233276,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
21,0.9957053899765014,cone,2,0.9837297201156616,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
22,0.9846625924110413,cone,2,0.9912391901016235,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
23,0.9785275459289553,cone,2,0.973717212677002,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
24,0.5061349391937257,cone,3,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
25,0.5061349630355835,cone,3,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
26,0.9911042153835298,cone,3,0.9924906492233276,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
27,0.9822085738182067,cone,3,0.9874844551086426,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
28,0.9999998807907106,cone,3,0.9924906492233276,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
29,0.9877300262451172,cone,3,0.9862328767776489,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
30,0.9846626102924347,cone,3,0.9874844551086426,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
31,0.9478527903556823,cone,3,0.9549437761306763,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
32,0.5061349630355835,cone,3,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
33,0.506134957075119,cone,3,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
34,0.49386503100395196,cone,3,0.5231539607048035,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
35,0.5061349272727966,cone,3,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
36,0.9892637073993684,cone,3,0.9874844551086426,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
37,0.9935582160949707,cone,3,0.9874844551086426,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
38,0.9907974600791933,cone,3,0.9899874925613403,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
39,0.9607362151145934,cone,3,0.9624531269073486,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
40,0.5061349272727966,cone,3,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
41,0.5061349868774413,cone,3,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
42,0.5061349391937255,cone,3,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
43,0.5061349451541901,cone,3,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
44,0.9932514548301696,cone,3,0.9924906492233276,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
45,0.9950918972492218,cone,3,0.9862328767776489,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
46,0.9938649177551269,cone,3,0.9887359142303467,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
47,0.970858871936798,cone,3,0.9724656343460083,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
48,0.5061349272727966,cone,4,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
49,0.5061349451541901,cone,4,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
50,0.9920244455337524,cone,4,0.9874844551086426,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
51,0.506134957075119,cone,4,0.47684603929519653,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
52,0.990797531604767,cone,4,0.9912391901016235,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
53,0.9858895182609558,cone,4,0.9799749851226807,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
54,0.9880367755889893,cone,4,0.987484335899353,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
55,0.9153374791145326,cone,4,0.9299123883247375,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
56,0.5061349272727966,cone,4,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
57,0.5061349272727966,cone,4,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
58,0.5061349332332612,cone,4,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
59,0.5061349272727966,cone,4,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
60,0.9889570355415345,cone,4,0.9887360334396362,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
61,0.9886502623558046,cone,4,0.9874844551086426,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
62,0.9907974958419802,cone,4,0.9874844551086426,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
63,0.9696318745613097,cone,4,0.9699625372886658,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
64,0.5061349272727966,cone,4,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
65,0.506134957075119,cone,4,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
66,0.5193251192569733,cone,4,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
67,0.5061349272727966,cone,4,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
68,0.9972391426563264,cone,4,0.9924906492233276,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
69,0.994171667098999,cone,4,0.9887360334396362,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
70,0.9938648939132689,cone,4,0.9899874925613403,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
71,0.9723926186561583,cone,4,0.9699625372886658,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
72,0.4999999552965165,cone,8,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
73,0.5061349332332612,cone,8,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
74,0.5742330938577652,cone,8,0.5231539607048035,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
75,0.5061349332332612,cone,8,0.47684603929519653,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
76,0.9938649535179137,cone,8,0.991239070892334,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
77,0.5082821935415268,cone,8,0.5219023823738098,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
78,0.9788343548774721,cone,8,0.9887360334396362,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
79,0.4938650131225586,cone,8,0.5231539607048035,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
80,0.4999999850988388,cone,8,0.5231539607048035,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
81,0.5061349391937257,cone,8,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
82,0.5061349272727966,cone,8,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
83,0.5061349272727966,cone,8,0.4768460988998413,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
84,0.9938649535179137,cone,8,0.991239070892334,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
85,0.970858895778656,cone,8,0.9662078619003296,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
86,0.9938649177551269,cone,8,0.9899876117706299,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
87,0.6696318864822388,cone,8,0.6795995831489563,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
88,0.502453961968422,cone,8,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
89,0.5061349332332612,cone,8,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
90,0.4938650429248809,cone,8,0.5231539607048035,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
91,0.5061349630355835,cone,8,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
92,0.9999998807907106,cone,8,0.9899876117706299,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
93,0.4938650429248809,cone,8,0.5231539607048035,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
94,0.9935581445693968,cone,8,0.9862328767776489,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
95,0.5248466074466706,cone,8,0.5556946396827698,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
96,0.5012269914150238,cone,16,0.5231539607048035,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
97,0.5061349511146546,cone,16,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
98,0.6214724093675614,cone,16,0.6871088743209839,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
99,0.5061349272727966,cone,16,0.47684603929519653,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
100,0.9868098318576811,cone,16,0.9874844551086426,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
101,0.494171753525734,cone,16,0.5231539607048035,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
102,0.9843558430671691,cone,16,0.9762203693389893,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
103,0.49417177140712737,cone,16,0.5231539607048035,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
104,0.5061349272727966,cone,16,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
105,0.5061349272727966,cone,16,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
106,0.5036809623241425,cone,16,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
107,0.5061349332332612,cone,16,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
108,0.9907975435256958,cone,16,0.9899874925613403,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
109,0.49846621453762063,cone,16,0.5231539607048035,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
110,0.9812883496284487,cone,16,0.9849812984466553,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
111,0.4972392648458481,cone,16,0.5231539607048035,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
112,0.5061349391937257,cone,16,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
113,0.5061349451541901,cone,16,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
114,0.5024539679288864,cone,16,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
115,0.5061349511146546,cone,16,0.47684603929519653,1024,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
116,0.9938649296760559,cone,16,0.9912391901016235,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
117,0.4950920313596725,cone,16,0.5231539607048035,1024,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
118,0.9785276055336,cone,16,0.9849812984466553,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
119,0.4938650429248809,cone,16,0.5231539607048035,1024,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
120,0.5061349272727966,cone,32,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
121,0.5061349272727966,cone,32,0.47684603929519653,256,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
122,0.5358895689249038,cone,32,0.47684603929519653,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
123,0.5061349749565124,cone,32,0.47684603929519653,256,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
124,0.9895704507827758,cone,32,0.987484335899353,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
125,0.4972392678260803,cone,32,0.5231539607048035,256,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
126,0.9696318447589876,cone,32,0.9774718880653381,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
127,0.4978527665138245,cone,32,0.5118898749351501,256,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
128,0.5061349451541901,cone,32,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
129,0.5061349272727966,cone,32,0.47684603929519653,512,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
130,0.4996932238340378,cone,32,0.5231539607048035,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.0
131,0.5061349272727966,cone,32,0.47684603929519653,512,3,1.0,<function dropout at 0x7fdb8b6fda60>,0.5
132,0.933435583114624,cone,32,0.9511890411376953,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.0
133,0.5061349272727966,cone,32,0.47684603929519653,512,3,0.1,<function dropout at 0x7fdb8b6fda60>,0.5
134,0.9815951466560365,cone,32,0.9849811792373657,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.0
135,0.5024539798498153,cone,32,0.47684603929519653,512,3,0.01,<function dropout at 0x7fdb8b6fda60>,0.5
136,0.5049079388380051,cone,32,0.5231539607048035,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.0
137,0.5061349332332612,cone,32,0.47684603929519653,1024,3,10.0,<function dropout at 0x7fdb8b6fda60>,0.5
