,valAccuracy,nlayers,layerForm,dR,nstart,dropoutFn,learningrate,activationFn,testAccuracy
19,0.7107143640518188,2,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7054793834686279
20,0.6964286565780641,2,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
21,0.6964286565780641,2,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
22,0.6910714507102965,2,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
23,0.6696428954601289,2,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.6917808055877686
24,0.6964286565780641,3,cone,0.0,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
25,0.6964286565780641,3,cone,0.0,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
26,0.6964286029338836,3,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7260274291038513
27,0.7142857313156127,3,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
28,0.6964286565780641,3,cone,0.0,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
29,0.6964286565780641,3,cone,0.0,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
30,0.7089285969734191,3,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7260274291038513
31,0.7339286267757416,3,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191781401634216
32,0.6964286565780641,3,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
33,0.6964286565780641,3,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
34,0.6964286148548127,3,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7602739930152893
35,0.7375000536441803,3,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7260274291038513
36,0.6964286565780641,3,cone,0.5,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
37,0.6964286565780641,3,cone,0.5,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
38,0.7000000834465028,3,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
39,0.6535714328289032,3,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.6506849527359009
40,0.6964286565780641,3,cone,0.5,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
41,0.6964286565780641,3,cone,0.5,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
42,0.7160714924335481,3,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
43,0.6857143163681031,3,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7054794430732727
44,0.6964286565780641,3,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
45,0.6964286565780641,3,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
46,0.705357199907303,3,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
47,0.6928571701049806,3,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.6712328791618347
48,0.3035714328289032,4,cone,0.0,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.28082191944122314
49,0.6339286416769029,4,cone,0.0,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.28082191944122314
50,0.723214304447174,4,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7328767776489258
51,0.6928571820259094,4,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7123287320137024
52,0.6964286565780641,4,cone,0.0,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
53,0.6964286565780641,4,cone,0.0,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
54,0.6892857551574708,4,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7054794430732727
55,0.7178571701049804,4,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7397260665893555
56,0.6964286565780641,4,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
57,0.6964286565780641,4,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
58,0.7017857372760773,4,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7260273694992065
59,0.7410714805126191,4,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780209541321
60,0.6964286565780641,4,cone,0.5,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
61,0.6964286565780641,4,cone,0.5,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
62,0.6964286565780641,4,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
63,0.6964286565780641,4,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
64,0.6964286565780641,4,cone,0.5,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
65,0.6964286565780641,4,cone,0.5,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
66,0.6982143640518189,4,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
67,0.6785714626312256,4,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.732876718044281
68,0.6964286565780641,4,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
69,0.6964286565780641,4,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
70,0.6964286565780641,4,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
71,0.6964286565780641,4,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780209541321
72,0.6178572118282318,8,cone,0.0,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
73,0.6964286565780641,8,cone,0.0,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
74,0.7125000357627869,8,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
75,0.7517857730388643,8,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7054794430732727
76,0.6964286565780641,8,cone,0.0,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
77,0.6964286565780641,8,cone,0.0,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
78,0.6821429014205933,8,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
79,0.7000000357627869,8,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.732876718044281
80,0.617857211828232,8,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
81,0.6964286565780641,8,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
82,0.7000000417232514,8,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
83,0.6821428894996644,8,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7739726305007935
84,0.6964286565780641,8,cone,0.5,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
85,0.6964286565780641,8,cone,0.5,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
86,0.6964286565780641,8,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
87,0.6964286565780641,8,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780209541321
88,0.6964286565780641,8,cone,0.5,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
89,0.6964286565780641,8,cone,0.5,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
90,0.6964286565780641,8,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
91,0.6982143700122835,8,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
92,0.6964286565780641,8,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
93,0.6964286565780641,8,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
94,0.6964286565780641,8,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
95,0.7035715103149415,8,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
96,0.657142934203148,16,cone,0.0,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
97,0.6964286565780641,16,cone,0.0,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
98,0.6892857491970062,16,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.6712328791618347
99,0.7214286148548127,16,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.767123281955719
100,0.5392857670783997,16,cone,0.0,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.28082191944122314
101,0.6964286565780641,16,cone,0.0,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
102,0.6964286565780641,16,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
103,0.7107143104076385,16,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
104,0.6964286565780641,16,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
105,0.6875000774860384,16,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
106,0.7017857491970062,16,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
107,0.7178571701049804,16,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7534246444702148
108,0.6964286565780641,16,cone,0.5,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
109,0.6964286565780641,16,cone,0.5,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
110,0.6982143640518189,16,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
111,0.6964286565780641,16,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
112,0.6964286565780641,16,cone,0.5,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
113,0.6964286565780641,16,cone,0.5,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
114,0.6964286565780641,16,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
115,0.6964286565780641,16,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
116,0.6964286565780641,16,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
117,0.6964286565780641,16,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
118,0.6964286565780641,16,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
119,0.6964286208152771,16,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.6917808055877686
120,0.6178572118282318,32,cone,0.0,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
121,0.6964286565780641,32,cone,0.0,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
122,0.7017857909202577,32,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
123,0.7053571760654448,32,cone,0.0,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7054794430732727
124,0.6964286565780641,32,cone,0.0,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
125,0.6964286565780641,32,cone,0.0,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
126,0.6875000298023224,32,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.664383590221405
127,0.7250000417232513,32,cone,0.0,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.664383590221405
128,0.657142934203148,32,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
129,0.6964286565780641,32,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
130,0.6982143640518189,32,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
131,0.6982143580913545,32,cone,0.0,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
132,0.6964286565780641,32,cone,0.5,256,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780805587769
133,0.6964286565780641,32,cone,0.5,256,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780805587769
134,0.6964286565780641,32,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780805587769
135,0.6964286565780641,32,cone,0.5,256,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780209541321
136,0.6964286565780641,32,cone,0.5,512,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
137,0.6964286565780641,32,cone,0.5,512,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
138,0.6964286565780641,32,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
139,0.6964286565780641,32,cone,0.5,512,<function dropout at 0x7f68438f0a60>,0.01,3,0.7123287916183472
140,0.6964286565780641,32,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,10.0,3,0.7191780209541321
141,0.6964286565780641,32,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,1.0,3,0.7191780209541321
142,0.6946429371833802,32,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.1,3,0.7191780209541321
143,0.6714286208152772,32,cone,0.5,1024,<function dropout at 0x7f68438f0a60>,0.01,3,0.7191780805587769
