,activationFn,dropoutFn,nlayers,nstart,dR,layerForm,testAccuracy,valAccuracy,learningrate
35,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.0,cone,0.5967742204666138,0.7153846442699432,0.01
36,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
37,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.5,cone,0.5483870506286621,0.5384615659713744,1.0
38,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.5,cone,0.6827957630157471,0.7153846621513366,0.1
39,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.5,cone,0.5322580337524414,0.7000000536441803,0.01
40,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.0,cone,0.5483870506286621,0.5384615659713744,10.0
41,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.0,cone,0.4516129195690155,0.5076923370361328,1.0
42,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.0,cone,0.5806451439857483,0.761538529396057,0.1
43,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.0,cone,0.5268816947937012,0.761538529396057,0.01
44,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
45,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
46,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.5,cone,0.6075268983840942,0.6923077106475829,0.1
47,3,<function dropout at 0x7f6a75fa2a60>,3,1024,0.5,cone,0.6236559152603149,0.6307692527770995,0.01
48,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
49,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.0,cone,0.4516128897666931,0.46923080086708063,1.0
50,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.0,cone,0.5967742204666138,0.7076923370361327,0.1
51,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.0,cone,0.5698924660682678,0.6153846979141235,0.01
52,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
53,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
54,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.5,cone,0.5645161271095276,0.5615385055541993,0.1
55,3,<function dropout at 0x7f6a75fa2a60>,4,256,0.5,cone,0.5215053558349609,0.6076923310756682,0.01
56,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
57,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
58,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.0,cone,0.5967742204666138,0.7692308425903319,0.1
59,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.0,cone,0.6451612710952759,0.6923077106475829,0.01
60,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
61,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
62,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.5,cone,0.5591397881507874,0.5923077583312988,0.1
63,3,<function dropout at 0x7f6a75fa2a60>,4,512,0.5,cone,0.48924729228019714,0.6153846383094786,0.01
64,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
65,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
66,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.0,cone,0.6075268387794495,0.6923077106475829,0.1
67,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.0,cone,0.6881719827651978,0.6923077106475829,0.01
68,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
69,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
70,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
71,3,<function dropout at 0x7f6a75fa2a60>,4,1024,0.5,cone,0.5107526779174805,0.6923077106475829,0.01
72,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
73,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
74,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.0,cone,0.5860214829444885,0.6923077106475829,0.1
75,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.0,cone,0.6720430254936218,0.6923077106475829,0.01
76,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.5,cone,0.5483870506286621,0.5384615659713744,10.0
77,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
78,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
79,3,<function dropout at 0x7f6a75fa2a60>,8,256,0.5,cone,0.5698924660682678,0.5846154451370238,0.01
80,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.0,cone,0.5483871102333069,0.5230769515037536,10.0
81,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
82,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.0,cone,0.5591397285461426,0.7153846502304076,0.1
83,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.0,cone,0.6344086527824402,0.6153846979141235,0.01
84,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
85,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
86,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
87,3,<function dropout at 0x7f6a75fa2a60>,8,512,0.5,cone,0.5483871102333069,0.5384615659713744,0.01
88,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
89,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
90,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.0,cone,0.5913978815078735,0.6692308068275451,0.1
91,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.0,cone,0.6505376696586609,0.6923077106475829,0.01
92,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.5,cone,0.5483870506286621,0.5384615659713744,10.0
93,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
94,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
95,3,<function dropout at 0x7f6a75fa2a60>,8,1024,0.5,cone,0.526881754398346,0.6000000715255738,0.01
96,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
97,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
98,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.0,cone,0.5537634491920471,0.6000000715255737,0.1
99,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.0,cone,0.5645161271095276,0.6923077106475829,0.01
100,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
101,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
102,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.5,cone,0.4516128897666931,0.4923077225685119,0.1
103,3,<function dropout at 0x7f6a75fa2a60>,16,256,0.5,cone,0.6129032373428345,0.5692308068275451,0.01
104,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.0,cone,0.5483871102333069,0.5153846442699432,10.0
105,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
106,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.0,cone,0.6075268983840942,0.6076923608779907,0.1
107,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.0,cone,0.5430107712745667,0.6384616017341613,0.01
108,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
109,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
110,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
111,3,<function dropout at 0x7f6a75fa2a60>,16,512,0.5,cone,0.5483871102333069,0.5384615659713744,0.01
112,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
113,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.0,cone,0.4516128897666931,0.4615384936332702,1.0
114,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.0,cone,0.5913978219032288,0.6923077106475829,0.1
115,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.0,cone,0.6075268983840942,0.6923077106475829,0.01
116,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
117,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
118,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
119,3,<function dropout at 0x7f6a75fa2a60>,16,1024,0.5,cone,0.45698922872543335,0.5461538791656493,0.01
120,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.0,cone,0.5483871102333069,0.5230769515037536,10.0
121,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
122,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.0,cone,0.6451612710952759,0.6846154093742369,0.1
123,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.0,cone,0.5537634491920471,0.6153846979141235,0.01
124,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
125,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
126,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
127,3,<function dropout at 0x7f6a75fa2a60>,32,256,0.5,cone,0.5483870506286621,0.5461538791656493,0.01
128,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.0,cone,0.5483871102333069,0.5153846442699431,10.0
129,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
130,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.0,cone,0.5107526779174805,0.761538529396057,0.1
131,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.0,cone,0.6290322542190552,0.7538462162017822,0.01
132,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
133,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.5,cone,0.4516128897666931,0.530769258737564,1.0
134,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
135,3,<function dropout at 0x7f6a75fa2a60>,32,512,0.5,cone,0.5483871102333069,0.5538461804389953,0.01
136,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
137,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
138,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.0,cone,0.4677419364452362,0.6000000476837158,0.1
139,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.0,cone,0.6129032373428345,0.6153846979141235,0.01
140,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
141,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.5,cone,0.5483870506286621,0.5384615659713744,1.0
142,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.5,cone,0.5483871102333069,0.5384615659713744,0.1
143,3,<function dropout at 0x7f6a75fa2a60>,32,1024,0.5,cone,0.5483871102333069,0.5384615659713744,0.01
