,activationFn,dropoutFn,nlayers,nstart,dR,layerForm,testAccuracy,valAccuracy,learningrate
0,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.0,cone,0.5483870506286621,0.5538461804389953,10.0
1,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.0,cone,0.4516129195690155,0.4615384936332702,1.0
2,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.0,cone,0.602150559425354,0.7384616017341613,0.1
3,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.0,cone,0.6236559152603149,0.7692308425903319,0.01
4,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.5,cone,0.5483870506286621,0.5384615659713744,10.0
5,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.5,cone,0.5483870506286621,0.5461538791656493,1.0
6,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.5,cone,0.6290322542190552,0.6692308068275451,0.1
7,3,<function dropout at 0x7f6a75fa2a60>,2,256,0.5,cone,0.6129031777381897,0.7461539030075073,0.01
8,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
9,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
10,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.0,cone,0.602150559425354,0.7153846561908721,0.1
11,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.0,cone,0.6290322542190552,0.6769231259822844,0.01
12,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
13,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
14,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.5,cone,0.6236559152603149,0.7307692766189574,0.1
15,3,<function dropout at 0x7f6a75fa2a60>,2,512,0.5,cone,0.6182795763015747,0.6461539030075073,0.01
16,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.0,cone,0.5483870506286621,0.5461538791656493,10.0
17,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.0,cone,0.5483870506286621,0.5384615659713744,1.0
18,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.0,cone,0.5376344323158264,0.6923077106475829,0.1
19,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.0,cone,0.5806451439857483,0.7461539030075073,0.01
20,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.5,cone,0.5483870506286621,0.5384615659713744,10.0
21,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.5,cone,0.5483871102333069,0.5384615659713744,1.0
22,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.5,cone,0.5860215425491333,0.7307692885398863,0.1
23,3,<function dropout at 0x7f6a75fa2a60>,2,1024,0.5,cone,0.5537634491920471,0.7230769634246825,0.01
24,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.0,cone,0.5483870506286621,0.5384615659713744,10.0
25,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.0,cone,0.5483871102333069,0.5384615659713744,1.0
26,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.0,cone,0.5860215425491333,0.7307692766189574,0.1
27,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.0,cone,0.6129032373428345,0.6769231140613555,0.01
28,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.5,cone,0.5483871102333069,0.5384615659713744,10.0
29,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.5,cone,0.5483870506286621,0.5384615659713744,1.0
30,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.5,cone,0.6666667461395264,0.6769231081008911,0.1
31,3,<function dropout at 0x7f6a75fa2a60>,3,256,0.5,cone,0.5430107116699219,0.6923077106475829,0.01
32,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.0,cone,0.5483871102333069,0.5384615659713744,10.0
33,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.0,cone,0.5483871102333069,0.5538461804389953,1.0
34,3,<function dropout at 0x7f6a75fa2a60>,3,512,0.0,cone,0.596774160861969,0.6307693004608154,0.1
