,testAccuracy,nstart,dropoutFn,activationFn,nlayers,learningrate,dR,layerForm,valAccuracy
96,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,2,10.0,0.0,rect,0.06666666865348816
97,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,2,10.0,0.5,rect,0.0
98,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,2,1.0,0.0,rect,0.03333333432674408
99,0.6666666865348816,1024,<function dropout at 0x7f3445d5ba60>,3,2,1.0,0.5,rect,0.03333333432674408
100,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,2,0.1,0.0,rect,0.33333334326744074
101,0.6666666865348816,1024,<function dropout at 0x7f3445d5ba60>,3,2,0.1,0.5,rect,0.06666666865348816
102,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,2,0.01,0.0,rect,0.46666668057441707
103,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,2,0.01,0.5,rect,0.6666666865348815
104,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,3,10.0,0.0,rect,0.0
105,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,3,10.0,0.5,rect,0.0
106,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,3,1.0,0.0,rect,0.0
107,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,3,1.0,0.5,rect,0.0
108,0.3333333432674408,1024,<function dropout at 0x7f3445d5ba60>,3,3,0.1,0.0,rect,0.06666666865348816
109,0.6666666865348816,1024,<function dropout at 0x7f3445d5ba60>,3,3,0.1,0.5,rect,0.03333333432674408
110,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,3,0.01,0.0,rect,0.3666666775941848
111,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,3,0.01,0.5,rect,0.5666666835546494
112,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,4,10.0,0.0,rect,0.0
113,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,4,10.0,0.5,rect,0.0
114,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,4,1.0,0.0,rect,0.0
115,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,4,1.0,0.5,rect,0.0
116,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,4,0.1,0.0,rect,0.0
117,0.6666666865348816,1024,<function dropout at 0x7f3445d5ba60>,3,4,0.1,0.5,rect,0.03333333432674408
118,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,4,0.01,0.0,rect,0.33333334326744074
119,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,4,0.01,0.5,rect,0.433333346247673
120,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,8,10.0,0.0,rect,0.0
121,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,8,10.0,0.5,rect,0.0
122,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,8,1.0,0.0,rect,0.0
123,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,8,1.0,0.5,rect,0.0
124,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,8,0.1,0.0,rect,0.0
125,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,8,0.1,0.5,rect,0.0
126,1.0,1024,<function dropout at 0x7f3445d5ba60>,3,8,0.01,0.0,rect,0.3666666775941848
127,0.6666666865348816,1024,<function dropout at 0x7f3445d5ba60>,3,8,0.01,0.5,rect,0.03333333432674408
128,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,10.0,0.0,rect,0.0
129,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,10.0,0.5,rect,0.0
130,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,1.0,0.0,rect,0.0
131,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,1.0,0.5,rect,0.0
132,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,0.1,0.0,rect,0.0
133,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,0.1,0.5,rect,0.0
134,0.8333333730697632,1024,<function dropout at 0x7f3445d5ba60>,3,16,0.01,0.0,rect,0.433333346247673
135,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,16,0.01,0.5,rect,0.0
136,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,10.0,0.0,rect,0.0
137,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,10.0,0.5,rect,0.0
138,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,1.0,0.0,rect,0.0
139,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,1.0,0.5,rect,0.0
140,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,0.1,0.0,rect,0.0
141,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,0.1,0.5,rect,0.0
142,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,0.01,0.0,rect,0.13333333730697633
143,0.1666666716337204,1024,<function dropout at 0x7f3445d5ba60>,3,32,0.01,0.5,rect,0.0
