,valAccuracy,nstart,activationFn,testAccuracy,dropoutFn,layerForm,learningrate,nlayers,dR
41,0.954545497894287,256,3,0.8901098966598511,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,4,0.5
42,0.996969699859619,256,3,0.9230769872665405,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,8,0.0
43,0.275757583975792,256,3,0.34065937995910645,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,8,0.5
44,0.9999999999999999,256,3,0.9340659379959106,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,16,0.0
45,0.24848485589027405,256,3,0.19780221581459045,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,16,0.5
46,0.8939393758773805,256,3,0.7912088632583618,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,32,0.0
47,0.2121212184429169,256,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,32,0.5
48,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,2,0.0
49,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,2,0.5
50,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,3,0.0
51,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,3,0.5
52,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,4,0.0
53,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,4,0.5
54,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,8,0.0
55,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,8,0.5
56,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,16,0.0
57,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,16,0.5
58,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,32,0.0
59,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,32,0.5
60,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,2,0.0
61,0.2242424309253693,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,2,0.5
62,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,3,0.0
63,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,3,0.5
64,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,4,0.0
65,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,4,0.5
66,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,8,0.0
67,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,8,0.5
68,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,16,0.0
69,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,16,0.5
70,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,32,0.0
71,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,32,0.5
72,0.9696969985961913,512,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,2,0.0
73,0.9909090995788573,512,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,2,0.5
74,0.9909090995788573,512,3,0.9780219793319702,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,3,0.0
75,0.9999999999999999,512,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,3,0.5
76,0.9999999999999999,512,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,4,0.0
77,0.996969699859619,512,3,0.9340659379959106,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,4,0.5
78,0.9696969985961913,512,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,8,0.0
79,0.2181818246841431,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,8,0.5
80,0.9515151977539061,512,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,16,0.0
81,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,16,0.5
82,0.46060605943202965,512,3,0.31868135929107666,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,32,0.0
83,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,32,0.5
84,0.9999999999999999,512,3,0.9450550079345703,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,2,0.0
85,0.9999999999999999,512,3,0.9450550079345703,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,2,0.5
86,0.9999999999999999,512,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,3,0.0
87,0.9999999999999999,512,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,3,0.5
88,0.9999999999999999,512,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,4,0.0
89,0.8454545736312867,512,3,0.8681318759918213,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,4,0.5
90,0.9393939971923827,512,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,8,0.0
91,0.42121213376522065,512,3,0.47252750396728516,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,8,0.5
92,0.9878787994384765,512,3,0.9340659379959106,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,16,0.0
93,0.21515152156352998,512,3,0.1538461595773697,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,16,0.5
94,0.8484848737716676,512,3,0.9230769872665405,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,32,0.0
95,0.2121212184429169,512,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,32,0.5
96,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,2,0.0
97,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,2,0.5
98,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,3,0.0
99,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,3,0.5
100,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,4,0.0
101,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,4,0.5
102,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,8,0.0
103,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,8,0.5
104,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,16,0.0
105,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,16,0.5
106,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,32,0.0
107,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,10.0,32,0.5
108,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,2,0.0
109,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,2,0.5
110,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,3,0.0
111,0.2181818246841431,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,3,0.5
112,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,4,0.0
113,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,4,0.5
114,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,8,0.0
115,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,8,0.5
116,0.2363636434078217,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,16,0.0
117,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,16,0.5
118,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,32,0.0
119,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,1.0,32,0.5
120,0.9999999999999999,1024,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,2,0.0
121,0.9999999999999999,1024,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,2,0.5
122,0.9999999999999999,1024,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,3,0.0
123,0.9939393997192382,1024,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,3,0.5
124,0.9999999999999999,1024,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,4,0.0
125,0.9909090995788573,1024,3,0.9780219793319702,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,4,0.5
126,0.9999999999999999,1024,3,0.9450550079345703,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,8,0.0
127,0.2393939465284348,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,8,0.5
128,0.9999999999999999,1024,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,16,0.0
129,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,16,0.5
130,0.6696969866752626,1024,3,0.7142857313156128,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,32,0.0
131,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.1,32,0.5
132,0.9999999999999999,1024,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,2,0.0
133,0.9878787994384765,1024,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,2,0.5
134,0.9999999999999999,1024,3,1.0,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,3,0.0
135,0.9999999999999999,1024,3,0.9780219793319702,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,3,0.5
136,0.9999999999999999,1024,3,0.9890110492706299,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,4,0.0
137,0.996969699859619,1024,3,0.9450550079345703,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,4,0.5
138,0.9999999999999999,1024,3,0.9670330286026001,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,8,0.0
139,0.40303030908107756,1024,3,0.4285714626312256,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,8,0.5
140,0.9696969985961913,1024,3,0.9560439586639404,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,16,0.0
141,0.48787879645824433,1024,3,0.46153852343559265,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,16,0.5
142,0.9121212005615235,1024,3,0.9340659379959106,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,32,0.0
143,0.2121212184429169,1024,3,0.30769234895706177,<function dropout at 0x7f3cf3ffaa60>,cone,0.01,32,0.5
