,nstart,learningrate,valAccuracy,layerForm,nlayers,dR,activationFn,dropoutFn,testAccuracy
0,256,10.0,0.8000000119209291,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
1,256,10.0,0.8000000119209291,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
2,256,10.0,0.8000000119209291,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
3,256,10.0,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
4,256,10.0,0.8000000119209291,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
5,256,10.0,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
6,256,10.0,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
7,256,10.0,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
8,256,10.0,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
9,256,10.0,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
10,256,10.0,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
11,256,10.0,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
12,256,1.0,0.8000000119209291,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
13,256,1.0,0.8000000119209291,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
14,256,1.0,0.8000000119209291,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
15,256,1.0,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
16,256,1.0,0.8000000119209291,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
17,256,1.0,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
18,256,1.0,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
19,256,1.0,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
20,256,1.0,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
21,256,1.0,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
22,256,1.0,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
23,256,1.0,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
24,256,0.1,0.7371428728103637,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
25,256,0.1,0.7428571581840515,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7236841917037964
26,256,0.1,0.7485714435577393,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
27,256,0.1,0.7085714459419251,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7236841917037964
28,256,0.1,0.7542857289314271,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
29,256,0.1,0.7285714447498322,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.763157844543457
30,256,0.1,0.731428587436676,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.75
31,256,0.1,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
32,256,0.1,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
33,256,0.1,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
34,256,0.1,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
35,256,0.1,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
36,256,0.01,0.7342857301235199,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7763157486915588
37,256,0.01,0.7171428740024566,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.8026315569877625
38,256,0.01,0.7371428728103638,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7894736528396606
39,256,0.01,0.7142857313156127,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7763157486915588
40,256,0.01,0.7400000154972077,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
41,256,0.01,0.7142857313156127,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.8026315569877625
42,256,0.01,0.7685714423656466,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.6578947305679321
43,256,0.01,0.7057143032550811,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7236841917037964
44,256,0.01,0.757142871618271,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.6578947901725769
45,256,0.01,0.7971428692340853,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.6842105388641357
46,256,0.01,0.7828571557998658,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.6578946709632874
47,256,0.01,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
48,512,10.0,0.8000000119209291,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
49,512,10.0,0.8000000119209291,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
50,512,10.0,0.8000000119209291,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
51,512,10.0,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
52,512,10.0,0.8000000119209291,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
53,512,10.0,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
54,512,10.0,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
55,512,10.0,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
56,512,10.0,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
57,512,10.0,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
58,512,10.0,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
59,512,10.0,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
60,512,1.0,0.8000000119209291,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
