,layerForm,nstart,dR,learningrate,testAccuracy,dropoutFn,valAccuracy,nlayers,activationFn
116,cone,1024,0.0,0.01,0.763157844543457,<function dropout at 0x7f9c848a3a60>,0.7902438640594481,4,3
117,cone,1024,0.0,0.01,0.75,<function dropout at 0x7f9c848a3a60>,0.795121943950653,8,3
118,cone,1024,0.0,0.01,0.7105263471603394,<function dropout at 0x7f9c848a3a60>,0.7829268038272857,16,3
119,cone,1024,0.0,0.01,0.736842155456543,<function dropout at 0x7f9c848a3a60>,0.7756097197532653,32,3
120,cone,1024,0.5,10.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,2,3
121,cone,1024,0.5,10.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,3,3
122,cone,1024,0.5,10.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,4,3
123,cone,1024,0.5,10.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,8,3
124,cone,1024,0.5,10.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,16,3
125,cone,1024,0.5,10.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,32,3
126,cone,1024,0.5,1.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,2,3
127,cone,1024,0.5,1.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,3,3
128,cone,1024,0.5,1.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,4,3
129,cone,1024,0.5,1.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,8,3
130,cone,1024,0.5,1.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,16,3
131,cone,1024,0.5,1.0,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,32,3
132,cone,1024,0.5,0.1,0.75,<function dropout at 0x7f9c848a3a60>,0.8000000000000002,2,3
133,cone,1024,0.5,0.1,0.75,<function dropout at 0x7f9c848a3a60>,0.7804877698421478,3,3
134,cone,1024,0.5,0.1,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,4,3
135,cone,1024,0.5,0.1,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,8,3
136,cone,1024,0.5,0.1,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,16,3
137,cone,1024,0.5,0.1,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,32,3
138,cone,1024,0.5,0.01,0.763157844543457,<function dropout at 0x7f9c848a3a60>,0.817073178291321,2,3
139,cone,1024,0.5,0.01,0.7763157486915588,<function dropout at 0x7f9c848a3a60>,0.8219512522220612,3,3
140,cone,1024,0.5,0.01,0.7631579041481018,<function dropout at 0x7f9c848a3a60>,0.7951219320297241,4,3
141,cone,1024,0.5,0.01,0.75,<function dropout at 0x7f9c848a3a60>,0.7902438879013063,8,3
142,cone,1024,0.5,0.01,0.7236841917037964,<function dropout at 0x7f9c848a3a60>,0.7560974955558776,16,3
143,cone,1024,0.5,0.01,0.7368420958518982,<function dropout at 0x7f9c848a3a60>,0.7634145736694334,32,3
