,dR,nstart,activationFn,nlayers,dropoutFn,learningrate,valAccuracy,testAccuracy,layerForm
68,0.0,1024,3,32,<function dropout at 0x7fb415711a60>,10.0,0.5000000298023225,0.32870373129844666,cone
69,0.0,1024,3,32,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
70,0.0,1024,3,32,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712962985038757,cone
71,0.0,1024,3,32,<function dropout at 0x7fb415711a60>,0.01,0.6181818366050721,0.5902777910232544,cone
72,0.5,256,3,2,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
73,0.5,256,3,2,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
74,0.5,256,3,2,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.44675928354263306,cone
75,0.5,256,3,2,<function dropout at 0x7fb415711a60>,0.01,0.559090930223465,0.5023148655891418,cone
76,0.5,256,3,3,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
77,0.5,256,3,3,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
78,0.5,256,3,3,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.5324074029922485,cone
79,0.5,256,3,3,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.4490740895271301,cone
80,0.5,256,3,4,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
81,0.5,256,3,4,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
82,0.5,256,3,4,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.47453707456588745,cone
83,0.5,256,3,4,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.5694444179534912,cone
84,0.5,256,3,8,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
85,0.5,256,3,8,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
86,0.5,256,3,8,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712962985038757,cone
87,0.5,256,3,8,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.6712963581085205,cone
88,0.5,256,3,16,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
89,0.5,256,3,16,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
90,0.5,256,3,16,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712962985038757,cone
91,0.5,256,3,16,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.6342592239379883,cone
92,0.5,256,3,32,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
93,0.5,256,3,32,<function dropout at 0x7fb415711a60>,1.0,0.5363636672496797,0.6712963581085205,cone
94,0.5,256,3,32,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712962985038757,cone
95,0.5,256,3,32,<function dropout at 0x7fb415711a60>,0.01,0.4136363863945008,0.32870373129844666,cone
96,0.5,512,3,2,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
97,0.5,512,3,2,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
98,0.5,512,3,2,<function dropout at 0x7fb415711a60>,0.1,0.5500000298023224,0.44675928354263306,cone
99,0.5,512,3,2,<function dropout at 0x7fb415711a60>,0.01,0.5454545617103578,0.5810185074806213,cone
100,0.5,512,3,3,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
101,0.5,512,3,3,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
102,0.5,512,3,3,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.4652777910232544,cone
103,0.5,512,3,3,<function dropout at 0x7fb415711a60>,0.01,0.6000000298023225,0.6064814925193787,cone
104,0.5,512,3,4,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
105,0.5,512,3,4,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
106,0.5,512,3,4,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.4236111342906952,cone
107,0.5,512,3,4,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.45370376110076904,cone
108,0.5,512,3,8,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
109,0.5,512,3,8,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
110,0.5,512,3,8,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712963581085205,cone
111,0.5,512,3,8,<function dropout at 0x7fb415711a60>,0.01,0.6000000357627869,0.6712963581085205,cone
112,0.5,512,3,16,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
113,0.5,512,3,16,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
114,0.5,512,3,16,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712963581085205,cone
115,0.5,512,3,16,<function dropout at 0x7fb415711a60>,0.01,0.5363636612892151,0.5694444179534912,cone
116,0.5,512,3,32,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
117,0.5,512,3,32,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
118,0.5,512,3,32,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712962985038757,cone
119,0.5,512,3,32,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.6712963581085205,cone
120,0.5,1024,3,2,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
121,0.5,1024,3,2,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
122,0.5,1024,3,2,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.4097222089767456,cone
123,0.5,1024,3,2,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.44907405972480774,cone
124,0.5,1024,3,3,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
125,0.5,1024,3,3,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
126,0.5,1024,3,3,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.4421296715736389,cone
127,0.5,1024,3,3,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.4560185372829437,cone
128,0.5,1024,3,4,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
129,0.5,1024,3,4,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712962985038757,cone
130,0.5,1024,3,4,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.5254629850387573,cone
131,0.5,1024,3,4,<function dropout at 0x7fb415711a60>,0.01,0.5000000089406967,0.5046296715736389,cone
132,0.5,1024,3,8,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
133,0.5,1024,3,8,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
134,0.5,1024,3,8,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712963581085205,cone
135,0.5,1024,3,8,<function dropout at 0x7fb415711a60>,0.01,0.609090942144394,0.4629629850387573,cone
136,0.5,1024,3,16,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712963581085205,cone
137,0.5,1024,3,16,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
138,0.5,1024,3,16,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712962985038757,cone
139,0.5,1024,3,16,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.6712962985038757,cone
140,0.5,1024,3,32,<function dropout at 0x7fb415711a60>,10.0,0.5909091234207153,0.6712962985038757,cone
141,0.5,1024,3,32,<function dropout at 0x7fb415711a60>,1.0,0.5909091234207153,0.6712963581085205,cone
142,0.5,1024,3,32,<function dropout at 0x7fb415711a60>,0.1,0.5909091234207153,0.6712963581085205,cone
143,0.5,1024,3,32,<function dropout at 0x7fb415711a60>,0.01,0.5909091234207153,0.6712963581085205,cone
