,valAccuracy,activationFn,dR,dropoutFn,testAccuracy,layerForm,nlayers,learningrate,nstart
0,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,2,10.0,256
1,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,2,10.0,512
2,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,2,10.0,1024
3,0.8680628776550292,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.809999942779541,cone,2,1.0,256
4,0.8460733413696288,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8300000429153442,cone,2,1.0,512
5,0.827225160598755,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.809999942779541,cone,2,1.0,1024
6,0.8376963615417481,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8025000095367432,cone,2,0.1,256
7,0.841361278295517,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8224999904632568,cone,2,0.1,512
8,0.8581152200698854,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8199999332427979,cone,2,0.1,1024
9,0.7732984840869903,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.737500011920929,cone,2,0.01,256
10,0.7837696433067323,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7725000381469727,cone,2,0.01,512
11,0.8104712367057801,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7875000238418579,cone,2,0.01,1024
12,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,10.0,256
13,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,10.0,512
14,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,10.0,1024
15,0.8350785791873934,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8224999904632568,cone,3,1.0,256
16,0.842408400774002,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8324999809265137,cone,3,1.0,512
17,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,1.0,1024
18,0.8157068371772767,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7999999523162842,cone,3,0.1,256
19,0.8387434542179106,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8274999856948853,cone,3,0.1,512
20,0.8591623485088349,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8149999380111694,cone,3,0.1,1024
21,0.7722513318061828,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7224999666213989,cone,3,0.01,256
22,0.7785340309143066,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7724999189376831,cone,3,0.01,512
23,0.8251309096813201,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7425000071525574,cone,3,0.01,1024
24,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,10.0,256
25,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,10.0,512
26,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,10.0,1024
27,0.8267015993595123,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8075000047683716,cone,4,1.0,256
28,0.014136125706136227,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,1.0,512
29,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,1.0,1024
30,0.8293193936347961,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8100000619888306,cone,4,0.1,256
31,0.8350785613059997,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8174999952316284,cone,4,0.1,512
32,0.8607330083847046,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8424999713897705,cone,4,0.1,1024
33,0.7272251546382903,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7574999928474426,cone,4,0.01,256
34,0.7842931926250459,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7849999666213989,cone,4,0.01,512
35,0.8413612902164458,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7799999713897705,cone,4,0.01,1024
36,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,10.0,256
37,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,10.0,512
38,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,10.0,1024
39,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,1.0,256
40,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,1.0,512
41,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,1.0,1024
42,0.7842931985855104,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7800000905990601,cone,8,0.1,256
43,0.8287958562374115,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.809999942779541,cone,8,0.1,512
44,0.8429319500923156,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.8249999284744263,cone,8,0.1,1024
45,0.773822021484375,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.75,cone,8,0.01,256
46,0.7780104994773864,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7399999499320984,cone,8,0.01,512
47,0.7905759274959566,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7975000143051147,cone,8,0.01,1024
48,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,10.0,256
49,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,10.0,512
50,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,10.0,1024
51,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,1.0,256
52,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,1.0,512
53,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,1.0,1024
