,testAccuracy,nstart,dropoutFn,dR,valAccuracy,learningrate,activationFn,nlayers,layerForm
108,0.9677239060401917,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9896907210350037,0.1,3,2,rect
109,0.9688369631767273,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9888316154479981,0.1,3,3,rect
110,0.9727323055267334,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9879724979400637,0.1,3,4,rect
111,0.9705063104629517,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9896907210350037,0.1,3,8,rect
112,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.11168384775519372,0.1,3,16,rect
113,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.11168385073542597,0.1,3,32,rect
114,0.9543683528900146,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9759450554847716,0.01,3,2,rect
115,0.9654979705810547,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9828178882598879,0.01,3,3,rect
116,0.9660544395446777,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9862542748451232,0.01,3,4,rect
117,0.9732887148857117,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9879724979400637,0.01,3,8,rect
118,0.9682804346084595,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.9810997247695922,0.01,3,16,rect
119,0.9554812908172607,1024,<function dropout at 0x7f7e98c5fa60>,0.0,0.981271469593048,0.01,3,32,rect
120,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168385222554209,10.0,3,2,rect
121,0.0990539938211441,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168385073542597,10.0,3,3,rect
122,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.1116838499903679,10.0,3,4,rect
123,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168385148048403,10.0,3,8,rect
124,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384999036791,10.0,3,16,rect
125,0.0990539938211441,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384775519372,10.0,3,32,rect
126,0.0990539938211441,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384626507759,1.0,3,2,rect
127,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384924530984,1.0,3,3,rect
128,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384924530984,1.0,3,4,rect
129,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168385222554209,1.0,3,8,rect
130,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168385148048403,1.0,3,16,rect
131,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384775519372,1.0,3,32,rect
132,0.9693933725357056,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.9853952109813691,0.1,3,2,rect
133,0.9738452434539795,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.9890034556388855,0.1,3,3,rect
134,0.9699498414993286,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.985567033290863,0.1,3,4,rect
135,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.1116838522255421,0.1,3,8,rect
136,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168385148048403,0.1,3,16,rect
137,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384999036789,0.1,3,32,rect
138,0.9705063104629517,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.9824742734432221,0.01,3,2,rect
139,0.9671674370765686,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.9852233886718751,0.01,3,3,rect
140,0.9593766331672668,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.9774914026260375,0.01,3,4,rect
141,0.9571507573127747,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.9713058710098266,0.01,3,8,rect
142,0.10127992182970047,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11890034079551696,0.01,3,16,rect
143,0.09905398637056351,1024,<function dropout at 0x7f7e98c5fa60>,0.5,0.11168384924530984,0.01,3,32,rect
