,activationFn,valAccuracy,layerForm,nlayers,learningrate,testAccuracy,dropoutFn,dR,nstart
36,3,0.9257918596267699,cone,3,0.1,0.9133709073066711,<function dropout at 0x7f15cf700a60>,0.0,256
37,3,0.943891406059265,cone,3,0.1,0.922787070274353,<function dropout at 0x7f15cf700a60>,0.0,512
38,3,0.9398190081119536,cone,3,0.1,0.9152541756629944,<function dropout at 0x7f15cf700a60>,0.0,1024
39,3,0.882805436849594,cone,3,0.1,0.8907721042633057,<function dropout at 0x7f15cf700a60>,0.5,256
40,3,0.8950226306915282,cone,3,0.1,0.9020715355873108,<function dropout at 0x7f15cf700a60>,0.5,512
41,3,0.9009049832820891,cone,3,0.1,0.8945385217666626,<function dropout at 0x7f15cf700a60>,0.5,1024
42,3,0.8986425399780272,cone,3,0.01,0.903954803943634,<function dropout at 0x7f15cf700a60>,0.0,256
43,3,0.895927608013153,cone,3,0.01,0.9152541756629944,<function dropout at 0x7f15cf700a60>,0.0,512
44,3,0.9058823585510253,cone,3,0.01,0.9152542352676392,<function dropout at 0x7f15cf700a60>,0.0,1024
45,3,0.8683257997035979,cone,3,0.01,0.8662900328636169,<function dropout at 0x7f15cf700a60>,0.5,256
46,3,0.8416289687156676,cone,3,0.01,0.8719396591186523,<function dropout at 0x7f15cf700a60>,0.5,512
47,3,0.8262443542480468,cone,3,0.01,0.8568737506866455,<function dropout at 0x7f15cf700a60>,0.5,1024
48,3,0.7375565767288207,cone,4,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,256
49,3,0.7375565767288207,cone,4,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,512
50,3,0.7375565767288207,cone,4,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,1024
51,3,0.7375565767288207,cone,4,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,256
52,3,0.7375565767288207,cone,4,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,512
53,3,0.7375565767288207,cone,4,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,1024
54,3,0.7375565767288207,cone,4,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,256
55,3,0.7375565767288207,cone,4,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,512
56,3,0.6782805576920509,cone,4,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,1024
57,3,0.7375565767288207,cone,4,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,256
58,3,0.7375565767288207,cone,4,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
59,3,0.7375565767288207,cone,4,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
60,3,0.9253393709659575,cone,4,0.1,0.9096044898033142,<function dropout at 0x7f15cf700a60>,0.0,256
61,3,0.9253393709659575,cone,4,0.1,0.9077211618423462,<function dropout at 0x7f15cf700a60>,0.0,512
62,3,0.9203619956970214,cone,4,0.1,0.9114877581596375,<function dropout at 0x7f15cf700a60>,0.0,1024
63,3,0.8642534017562865,cone,4,0.1,0.8832391500473022,<function dropout at 0x7f15cf700a60>,0.5,256
64,3,0.8425339460372924,cone,4,0.1,0.8888888359069824,<function dropout at 0x7f15cf700a60>,0.5,512
65,3,0.858823537826538,cone,4,0.1,0.8681731224060059,<function dropout at 0x7f15cf700a60>,0.5,1024
66,3,0.869683265686035,cone,4,0.01,0.8813559412956238,<function dropout at 0x7f15cf700a60>,0.0,256
67,3,0.9054298698902129,cone,4,0.01,0.9077212810516357,<function dropout at 0x7f15cf700a60>,0.0,512
68,3,0.9022624492645263,cone,4,0.01,0.9152542352676392,<function dropout at 0x7f15cf700a60>,0.0,1024
69,3,0.8574660718441008,cone,4,0.01,0.8625234365463257,<function dropout at 0x7f15cf700a60>,0.5,256
70,3,0.8307692408561705,cone,4,0.01,0.8644067049026489,<function dropout at 0x7f15cf700a60>,0.5,512
71,3,0.8366515934467315,cone,4,0.01,0.8625235557556152,<function dropout at 0x7f15cf700a60>,0.5,1024
72,3,0.7375565767288207,cone,8,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,256
73,3,0.7375565767288207,cone,8,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,512
74,3,0.7375565767288207,cone,8,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,1024
75,3,0.7375565767288207,cone,8,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,256
76,3,0.7375565767288207,cone,8,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
77,3,0.7375565767288207,cone,8,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
78,3,0.7375565767288207,cone,8,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,256
79,3,0.7375565767288207,cone,8,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,512
80,3,0.7375565767288207,cone,8,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,1024
81,3,0.7375565767288207,cone,8,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
82,3,0.7375565767288207,cone,8,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
83,3,0.7375565767288207,cone,8,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
84,3,0.9253393709659575,cone,8,0.1,0.8945385813713074,<function dropout at 0x7f15cf700a60>,0.0,256
85,3,0.9425339400768279,cone,8,0.1,0.9133709669113159,<function dropout at 0x7f15cf700a60>,0.0,512
86,3,0.9217194616794585,cone,8,0.1,0.9152541756629944,<function dropout at 0x7f15cf700a60>,0.0,1024
87,3,0.7375565767288207,cone,8,0.1,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
88,3,0.7398190200328826,cone,8,0.1,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,512
89,3,0.7375565767288207,cone,8,0.1,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
90,3,0.9153846204280852,cone,8,0.01,0.9096044898033142,<function dropout at 0x7f15cf700a60>,0.0,256
91,3,0.9266968369483947,cone,8,0.01,0.9096044898033142,<function dropout at 0x7f15cf700a60>,0.0,512
92,3,0.9488687813282012,cone,8,0.01,0.930320143699646,<function dropout at 0x7f15cf700a60>,0.0,1024
93,3,0.7375565767288207,cone,8,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
94,3,0.7407239973545073,cone,8,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
95,3,0.7375565767288207,cone,8,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
96,3,0.7375565767288207,cone,16,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,256
97,3,0.7375565767288207,cone,16,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,512
98,3,0.7375565767288207,cone,16,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,1024
99,3,0.7375565767288207,cone,16,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
100,3,0.7375565767288207,cone,16,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
101,3,0.7375565767288207,cone,16,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
102,3,0.7375565767288207,cone,16,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,256
103,3,0.7375565767288207,cone,16,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,512
104,3,0.7375565767288207,cone,16,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,1024
105,3,0.7375565767288207,cone,16,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
106,3,0.7375565767288207,cone,16,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
107,3,0.7375565767288207,cone,16,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
108,3,0.936651587486267,cone,16,0.1,0.9227871298789978,<function dropout at 0x7f15cf700a60>,0.0,256
109,3,0.8986425399780272,cone,16,0.1,0.902071475982666,<function dropout at 0x7f15cf700a60>,0.0,512
110,3,0.9343891441822051,cone,16,0.1,0.9227871298789978,<function dropout at 0x7f15cf700a60>,0.0,1024
111,3,0.7375565767288207,cone,16,0.1,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
112,3,0.7375565767288207,cone,16,0.1,0.7796609997749329,<function dropout at 0x7f15cf700a60>,0.5,512
113,3,0.7375565767288207,cone,16,0.1,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
114,3,0.9054298698902129,cone,16,0.01,0.9114876985549927,<function dropout at 0x7f15cf700a60>,0.0,256
115,3,0.9027149379253386,cone,16,0.01,0.8964217901229858,<function dropout at 0x7f15cf700a60>,0.0,512
116,3,0.9407239854335784,cone,16,0.01,0.907721221446991,<function dropout at 0x7f15cf700a60>,0.0,1024
117,3,0.7375565767288207,cone,16,0.01,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,256
118,3,0.7375565767288207,cone,16,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
119,3,0.7375565767288207,cone,16,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
120,3,0.7375565767288207,cone,32,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,256
121,3,0.7375565767288207,cone,32,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,512
122,3,0.7375565767288207,cone,32,10.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.0,1024
123,3,0.7375565767288207,cone,32,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
124,3,0.7375565767288207,cone,32,10.0,0.7796609997749329,<function dropout at 0x7f15cf700a60>,0.5,512
125,3,0.7375565767288207,cone,32,10.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
126,3,0.7375565767288207,cone,32,1.0,0.7796609997749329,<function dropout at 0x7f15cf700a60>,0.0,256
127,3,0.7375565767288207,cone,32,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,512
128,3,0.7375565767288207,cone,32,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.0,1024
129,3,0.7375565767288207,cone,32,1.0,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
130,3,0.7375565767288207,cone,32,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,512
131,3,0.7375565767288207,cone,32,1.0,0.7796610593795776,<function dropout at 0x7f15cf700a60>,0.5,1024
132,3,0.8619909584522246,cone,32,0.1,0.8888888359069824,<function dropout at 0x7f15cf700a60>,0.0,256
133,3,0.9081448018550872,cone,32,0.1,0.8983049988746643,<function dropout at 0x7f15cf700a60>,0.0,512
134,3,0.8656108677387236,cone,32,0.1,0.8832390904426575,<function dropout at 0x7f15cf700a60>,0.0,1024
135,3,0.7375565767288207,cone,32,0.1,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
136,3,0.7375565767288207,cone,32,0.1,0.7796609997749329,<function dropout at 0x7f15cf700a60>,0.5,512
137,3,0.7375565767288207,cone,32,0.1,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
138,3,0.8072398304939269,cone,32,0.01,0.8286252617835999,<function dropout at 0x7f15cf700a60>,0.0,256
139,3,0.936651587486267,cone,32,0.01,0.9171374440193176,<function dropout at 0x7f15cf700a60>,0.0,512
140,3,0.9230769276618956,cone,32,0.01,0.9114877581596375,<function dropout at 0x7f15cf700a60>,0.0,1024
141,3,0.7375565767288207,cone,32,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,256
142,3,0.7375565767288207,cone,32,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,512
143,3,0.7375565767288207,cone,32,0.01,0.7796609401702881,<function dropout at 0x7f15cf700a60>,0.5,1024
