,nlayers,learningrate,valAccuracy,activationFn,testAccuracy,dR,nstart,dropoutFn,layerForm
0,2,10.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
1,2,10.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
2,2,10.0,0.3030303120613098,3,0.2957746386528015,0.0,1024,<function dropout at 0x7f3398212a60>,cone
3,2,10.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
4,2,10.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
5,2,10.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
6,2,1.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
7,2,1.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
8,2,1.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
9,2,1.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
10,2,1.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
11,2,1.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
12,2,0.1,0.7848484635353088,3,0.6901409029960632,0.0,256,<function dropout at 0x7f3398212a60>,cone
13,2,0.1,0.7272727370262145,3,0.6197183132171631,0.0,512,<function dropout at 0x7f3398212a60>,cone
14,2,0.1,0.7212121367454528,3,0.7323943376541138,0.0,1024,<function dropout at 0x7f3398212a60>,cone
15,2,0.1,0.675757610797882,3,0.8028168678283691,0.5,256,<function dropout at 0x7f3398212a60>,cone
16,2,0.1,0.7121212482452391,3,0.7746478915214539,0.5,512,<function dropout at 0x7f3398212a60>,cone
17,2,0.1,0.7090909481048583,3,0.746478796005249,0.5,1024,<function dropout at 0x7f3398212a60>,cone
18,2,0.01,0.6666666865348815,3,0.7323943376541138,0.0,256,<function dropout at 0x7f3398212a60>,cone
19,2,0.01,0.6545454680919647,3,0.7464788556098938,0.0,512,<function dropout at 0x7f3398212a60>,cone
20,2,0.01,0.7181818485260009,3,0.7887324094772339,0.0,1024,<function dropout at 0x7f3398212a60>,cone
21,2,0.01,0.6272727251052856,3,0.8028168678283691,0.5,256,<function dropout at 0x7f3398212a60>,cone
22,2,0.01,0.7484848499298095,3,0.760563313961029,0.5,512,<function dropout at 0x7f3398212a60>,cone
23,2,0.01,0.7272727489471434,3,0.760563313961029,0.5,1024,<function dropout at 0x7f3398212a60>,cone
24,3,10.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
25,3,10.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
26,3,10.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
27,3,10.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
28,3,10.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
29,3,10.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
30,3,1.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
31,3,1.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
32,3,1.0,0.3030303120613098,3,0.2957746386528015,0.0,1024,<function dropout at 0x7f3398212a60>,cone
33,3,1.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
34,3,1.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
35,3,1.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
36,3,0.1,0.7090909421443938,3,0.7323943376541138,0.0,256,<function dropout at 0x7f3398212a60>,cone
37,3,0.1,0.7515151500701903,3,0.6478872895240784,0.0,512,<function dropout at 0x7f3398212a60>,cone
38,3,0.1,0.736363649368286,3,0.6760563254356384,0.0,1024,<function dropout at 0x7f3398212a60>,cone
39,3,0.1,0.7030303478240966,3,0.7746478915214539,0.5,256,<function dropout at 0x7f3398212a60>,cone
40,3,0.1,0.7090909421443938,3,0.6760563254356384,0.5,512,<function dropout at 0x7f3398212a60>,cone
41,3,0.1,0.7303030490875243,3,0.7746478319168091,0.5,1024,<function dropout at 0x7f3398212a60>,cone
42,3,0.01,0.6969697475433348,3,0.7605633735656738,0.0,256,<function dropout at 0x7f3398212a60>,cone
43,3,0.01,0.6636363804340362,3,0.7464788556098938,0.0,512,<function dropout at 0x7f3398212a60>,cone
44,3,0.01,0.6939394354820251,3,0.6901407837867737,0.0,1024,<function dropout at 0x7f3398212a60>,cone
45,3,0.01,0.6666666865348815,3,0.7605633735656738,0.5,256,<function dropout at 0x7f3398212a60>,cone
46,3,0.01,0.621212136745453,3,0.6901408433914185,0.5,512,<function dropout at 0x7f3398212a60>,cone
47,3,0.01,0.7636363625526429,3,0.7887323498725891,0.5,1024,<function dropout at 0x7f3398212a60>,cone
48,4,10.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
49,4,10.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
50,4,10.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
51,4,10.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
52,4,10.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
53,4,10.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
54,4,1.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
55,4,1.0,0.6181818604469299,3,0.2957746386528015,0.0,512,<function dropout at 0x7f3398212a60>,cone
56,4,1.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
57,4,1.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
58,4,1.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
59,4,1.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
60,4,0.1,0.736363649368286,3,0.7323943972587585,0.0,256,<function dropout at 0x7f3398212a60>,cone
61,4,0.1,0.7303030490875243,3,0.6478872299194336,0.0,512,<function dropout at 0x7f3398212a60>,cone
62,4,0.1,0.7121212363243102,3,0.6056337952613831,0.0,1024,<function dropout at 0x7f3398212a60>,cone
63,4,0.1,0.7121212482452391,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
64,4,0.1,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
65,4,0.1,0.6939394414424895,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
