,testAccuracy,valAccuracy,dR,dropoutFn,nstart,layerForm,nlayers,learningrate,activationFn
41,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,16,1.0,3
42,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,16,0.1,3
43,0.9772727489471436,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,16,0.01,3
44,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,32,10.0,3
45,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,32,1.0,3
46,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,32,0.1,3
47,0.9772727489471436,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,512,rect,32,0.01,3
48,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,10.0,3
49,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,1.0,3
50,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,0.1,3
51,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,0.01,3
52,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,10.0,3
53,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,1.0,3
54,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,0.1,3
55,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,0.01,3
56,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,10.0,3
57,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,1.0,3
58,0.3181818127632141,0.4181818425655366,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,0.1,3
59,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,0.01,3
60,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,10.0,3
61,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,1.0,3
62,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,0.1,3
63,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,0.01,3
64,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,10.0,3
65,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,1.0,3
66,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,0.1,3
67,1.0,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,0.01,3
68,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,10.0,3
69,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,1.0,3
70,0.3181818127632141,0.4090909361839295,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,0.1,3
71,0.9545454978942871,0.9999999999999999,0.0,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,0.01,3
72,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,2,10.0,3
73,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,2,1.0,3
74,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,2,0.1,3
75,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,2,0.01,3
76,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,3,10.0,3
77,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,3,1.0,3
78,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,3,0.1,3
79,1.0,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,3,0.01,3
80,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,4,10.0,3
81,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,4,1.0,3
82,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,4,0.1,3
83,0.9318181276321411,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,4,0.01,3
84,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,8,10.0,3
85,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,8,1.0,3
86,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,8,0.1,3
87,0.8863636255264282,0.954545497894287,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,8,0.01,3
88,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,16,10.0,3
89,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,16,1.0,3
90,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,16,0.1,3
91,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,16,0.01,3
92,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,32,10.0,3
93,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,32,1.0,3
94,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,32,0.1,3
95,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,256,rect,32,0.01,3
96,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,2,10.0,3
97,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,2,1.0,3
98,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,2,0.1,3
99,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,2,0.01,3
100,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,3,10.0,3
101,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,3,1.0,3
102,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,3,0.1,3
103,1.0,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,3,0.01,3
104,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,4,10.0,3
105,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,4,1.0,3
106,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,4,0.1,3
107,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,4,0.01,3
108,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,8,10.0,3
109,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,8,1.0,3
110,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,8,0.1,3
111,0.9318181276321411,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,8,0.01,3
112,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,16,10.0,3
113,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,16,1.0,3
114,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,16,0.1,3
115,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,16,0.01,3
116,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,32,10.0,3
117,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,32,1.0,3
118,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,32,0.1,3
119,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,512,rect,32,0.01,3
120,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,10.0,3
121,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,1.0,3
122,1.0,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,0.1,3
123,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,2,0.01,3
124,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,10.0,3
125,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,1.0,3
126,0.3181818127632141,0.48636366128921515,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,0.1,3
127,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,3,0.01,3
128,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,10.0,3
129,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,1.0,3
130,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,0.1,3
131,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,4,0.01,3
132,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,10.0,3
133,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,1.0,3
134,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,0.1,3
135,0.9772727489471436,0.9999999999999999,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,8,0.01,3
136,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,10.0,3
137,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,1.0,3
138,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,0.1,3
139,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,16,0.01,3
140,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,10.0,3
141,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,1.0,3
142,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,0.1,3
143,0.3181818127632141,0.4090909361839295,0.5,<function dropout at 0x7f1d4c75aa60>,1024,rect,32,0.01,3
