,valAccuracy,dropoutFn,nstart,dR,testAccuracy,nlayers,activationFn,layerForm,learningrate
0,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,2,3,rect,10.0
1,0.9269091248512269,<function dropout at 0x7f28fb998a60>,256,0.0,0.9286956787109375,2,3,rect,1.0
2,0.9327272653579712,<function dropout at 0x7f28fb998a60>,256,0.0,0.9452173709869385,2,3,rect,0.1
3,0.9247273206710815,<function dropout at 0x7f28fb998a60>,256,0.0,0.9278261661529541,2,3,rect,0.01
4,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,3,3,rect,10.0
5,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,3,3,rect,1.0
6,0.9390909671783447,<function dropout at 0x7f28fb998a60>,256,0.0,0.9443478584289551,3,3,rect,0.1
7,0.9285455107688904,<function dropout at 0x7f28fb998a60>,256,0.0,0.9339131116867065,3,3,rect,0.01
8,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,4,3,rect,10.0
9,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,4,3,rect,1.0
10,0.9340000629425049,<function dropout at 0x7f28fb998a60>,256,0.0,0.9373913407325745,4,3,rect,0.1
11,0.9245455265045165,<function dropout at 0x7f28fb998a60>,256,0.0,0.9373912811279297,4,3,rect,0.01
12,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,8,3,rect,10.0
13,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,8,3,rect,1.0
14,0.9358181953430176,<function dropout at 0x7f28fb998a60>,256,0.0,0.9347826242446899,8,3,rect,0.1
15,0.9243636965751648,<function dropout at 0x7f28fb998a60>,256,0.0,0.9382609724998474,8,3,rect,0.01
16,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,16,3,rect,10.0
17,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,16,3,rect,1.0
18,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,16,3,rect,0.1
19,0.9360000610351561,<function dropout at 0x7f28fb998a60>,256,0.0,0.9365217685699463,16,3,rect,0.01
20,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,32,3,rect,10.0
21,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,32,3,rect,1.0
22,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.0,0.6060869693756104,32,3,rect,0.1
23,0.9263636946678161,<function dropout at 0x7f28fb998a60>,256,0.0,0.9226087331771851,32,3,rect,0.01
24,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,2,3,rect,10.0
25,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,2,3,rect,1.0
26,0.916909110546112,<function dropout at 0x7f28fb998a60>,256,0.5,0.9278261065483093,2,3,rect,0.1
27,0.9183637142181396,<function dropout at 0x7f28fb998a60>,256,0.5,0.9078261852264404,2,3,rect,0.01
28,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,3,3,rect,10.0
29,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,3,3,rect,1.0
30,0.9210909128189086,<function dropout at 0x7f28fb998a60>,256,0.5,0.9260870814323425,3,3,rect,0.1
31,0.9150909423828124,<function dropout at 0x7f28fb998a60>,256,0.5,0.9104348421096802,3,3,rect,0.01
32,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,4,3,rect,10.0
33,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,4,3,rect,1.0
34,0.9209091305732728,<function dropout at 0x7f28fb998a60>,256,0.5,0.9217392206192017,4,3,rect,0.1
35,0.917090952396393,<function dropout at 0x7f28fb998a60>,256,0.5,0.9156522154808044,4,3,rect,0.01
36,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,8,3,rect,10.0
37,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,8,3,rect,1.0
38,0.9214545607566833,<function dropout at 0x7f28fb998a60>,256,0.5,0.9278261065483093,8,3,rect,0.1
39,0.9163636922836303,<function dropout at 0x7f28fb998a60>,256,0.5,0.918260931968689,8,3,rect,0.01
40,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,16,3,rect,10.0
41,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,16,3,rect,1.0
42,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,16,3,rect,0.1
43,0.5929090738296507,<function dropout at 0x7f28fb998a60>,256,0.5,0.6043478846549988,16,3,rect,0.01
44,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,32,3,rect,10.0
45,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,32,3,rect,1.0
46,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060870289802551,32,3,rect,0.1
47,0.5763636231422424,<function dropout at 0x7f28fb998a60>,256,0.5,0.6060869693756104,32,3,rect,0.01
48,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,2,3,rect,10.0
49,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,2,3,rect,1.0
50,0.931454610824585,<function dropout at 0x7f28fb998a60>,512,0.0,0.9356522560119629,2,3,rect,0.1
51,0.9218182563781739,<function dropout at 0x7f28fb998a60>,512,0.0,0.9286956191062927,2,3,rect,0.01
52,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,3,3,rect,10.0
53,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,3,3,rect,1.0
