,valAccuracy,nstart,dropoutFn,testAccuracy,activationFn,learningrate,nlayers,dR,layerForm
0,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,2,0.0,cone
1,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,2,0.5,cone
2,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,3,0.0,cone
3,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,3,0.5,cone
4,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,4,0.0,cone
5,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,4,0.5,cone
6,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,8,0.0,cone
7,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,10.0,8,0.5,cone
8,0.5151589572429658,256,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,10.0,16,0.0,cone
9,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,16,0.5,cone
10,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,32,0.0,cone
11,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,32,0.5,cone
12,0.9788508415222168,256,<function dropout at 0x7f9c339bea60>,0.9789189696311951,3,1.0,2,0.0,cone
13,0.9787285923957825,256,<function dropout at 0x7f9c339bea60>,0.9832432866096497,3,1.0,2,0.5,cone
14,0.9753056168556213,256,<function dropout at 0x7f9c339bea60>,0.9756757020950317,3,1.0,3,0.0,cone
15,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,3,0.5,cone
16,0.9754278659820557,256,<function dropout at 0x7f9c339bea60>,0.9794595241546631,3,1.0,4,0.0,cone
17,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,4,0.5,cone
18,0.5075794935226441,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,8,0.0,cone
19,0.5378973364830018,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,8,0.5,cone
20,0.502811759710312,256,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,1.0,16,0.0,cone
21,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,16,0.5,cone
22,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,32,0.0,cone
23,0.5378973484039307,256,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,1.0,32,0.5,cone
24,0.9812958240509033,256,<function dropout at 0x7f9c339bea60>,0.9848648905754089,3,0.1,2,0.0,cone
25,0.9816625714302063,256,<function dropout at 0x7f9c339bea60>,0.9832433462142944,3,0.1,2,0.5,cone
26,0.9795843362808228,256,<function dropout at 0x7f9c339bea60>,0.9832432866096497,3,0.1,3,0.0,cone
27,0.9764058589935303,256,<function dropout at 0x7f9c339bea60>,0.9756757616996765,3,0.1,3,0.5,cone
28,0.9766503572463989,256,<function dropout at 0x7f9c339bea60>,0.9810811281204224,3,0.1,4,0.0,cone
29,0.9739608764648438,256,<function dropout at 0x7f9c339bea60>,0.974054217338562,3,0.1,4,0.5,cone
30,0.9809290766716003,256,<function dropout at 0x7f9c339bea60>,0.9837838411331177,3,0.1,8,0.0,cone
31,0.9630806744098664,256,<function dropout at 0x7f9c339bea60>,0.9605405926704407,3,0.1,8,0.5,cone
32,0.9828850626945496,256,<function dropout at 0x7f9c339bea60>,0.9827027320861816,3,0.1,16,0.0,cone
33,0.46552569568157204,256,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,0.1,16,0.5,cone
34,0.9809290766716003,256,<function dropout at 0x7f9c339bea60>,0.9843244552612305,3,0.1,32,0.0,cone
35,0.46210271120071417,256,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,0.1,32,0.5,cone
36,0.9837408065795898,256,<function dropout at 0x7f9c339bea60>,0.9827027320861816,3,0.01,2,0.0,cone
37,0.9662591814994812,256,<function dropout at 0x7f9c339bea60>,0.9664865136146545,3,0.01,2,0.5,cone
38,0.9865525364875793,256,<function dropout at 0x7f9c339bea60>,0.9832432866096497,3,0.01,3,0.0,cone
39,0.9574571907520295,256,<function dropout at 0x7f9c339bea60>,0.9540541172027588,3,0.01,3,0.5,cone
40,0.9809290766716003,256,<function dropout at 0x7f9c339bea60>,0.9810811281204224,3,0.01,4,0.0,cone
41,0.952200472354889,256,<function dropout at 0x7f9c339bea60>,0.9367567300796509,3,0.01,4,0.5,cone
42,0.9775060951709748,256,<function dropout at 0x7f9c339bea60>,0.9848649501800537,3,0.01,8,0.0,cone
43,0.5572127252817154,256,<function dropout at 0x7f9c339bea60>,0.5243242979049683,3,0.01,8,0.5,cone
44,0.9685819089412689,256,<function dropout at 0x7f9c339bea60>,0.9745947122573853,3,0.01,16,0.0,cone
45,0.46259170770645147,256,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,0.01,16,0.5,cone
46,0.9739608764648438,256,<function dropout at 0x7f9c339bea60>,0.9654054641723633,3,0.01,32,0.0,cone
47,0.5610024511814118,256,<function dropout at 0x7f9c339bea60>,0.5378378629684448,3,0.01,32,0.5,cone
48,0.5366748571395874,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,2,0.0,cone
49,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,2,0.5,cone
50,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,10.0,3,0.0,cone
51,0.5378973424434662,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,3,0.5,cone
52,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,4,0.0,cone
53,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,4,0.5,cone
54,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,8,0.0,cone
55,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,8,0.5,cone
56,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,16,0.0,cone
57,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,16,0.5,cone
58,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,10.0,32,0.0,cone
59,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,32,0.5,cone
60,0.9782395958900452,512,<function dropout at 0x7f9c339bea60>,0.9837837815284729,3,1.0,2,0.0,cone
61,0.9798288345336914,512,<function dropout at 0x7f9c339bea60>,0.9832432866096497,3,1.0,2,0.5,cone
62,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,3,0.0,cone
63,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,3,0.5,cone
64,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,4,0.0,cone
65,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,4,0.5,cone
66,0.5151589572429658,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,8,0.0,cone
67,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,8,0.5,cone
68,0.46210271120071417,512,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,1.0,16,0.0,cone
69,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,16,0.5,cone
70,0.507701736688614,512,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,1.0,32,0.0,cone
71,0.5378973484039307,512,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,32,0.5,cone
72,0.9786063432693481,512,<function dropout at 0x7f9c339bea60>,0.9832432866096497,3,0.1,2,0.0,cone
73,0.986063539981842,512,<function dropout at 0x7f9c339bea60>,0.9875676035881042,3,0.1,2,0.5,cone
74,0.9821515679359436,512,<function dropout at 0x7f9c339bea60>,0.9843243956565857,3,0.1,3,0.0,cone
75,0.9830073118209839,512,<function dropout at 0x7f9c339bea60>,0.9843243360519409,3,0.1,3,0.5,cone
76,0.9761613547801972,512,<function dropout at 0x7f9c339bea60>,0.9821622967720032,3,0.1,4,0.0,cone
77,0.9822738170623779,512,<function dropout at 0x7f9c339bea60>,0.9816216826438904,3,0.1,4,0.5,cone
78,0.9742053747177124,512,<function dropout at 0x7f9c339bea60>,0.9816217422485352,3,0.1,8,0.0,cone
79,0.9546454548835756,512,<function dropout at 0x7f9c339bea60>,0.9329729676246643,3,0.1,8,0.5,cone
80,0.9773838520050049,512,<function dropout at 0x7f9c339bea60>,0.9837838411331177,3,0.1,16,0.0,cone
81,0.46589244604110724,512,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,0.1,16,0.5,cone
82,0.9799510836601257,512,<function dropout at 0x7f9c339bea60>,0.9859459400177002,3,0.1,32,0.0,cone
83,0.46210271120071417,512,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,0.1,32,0.5,cone
84,0.9852077960968018,512,<function dropout at 0x7f9c339bea60>,0.9875676035881042,3,0.01,2,0.0,cone
85,0.9746943712234497,512,<function dropout at 0x7f9c339bea60>,0.9789189100265503,3,0.01,2,0.5,cone
86,0.981540322303772,512,<function dropout at 0x7f9c339bea60>,0.985945999622345,3,0.01,3,0.0,cone
87,0.9646699130535127,512,<function dropout at 0x7f9c339bea60>,0.9589189291000366,3,0.01,3,0.5,cone
88,0.9816625714302063,512,<function dropout at 0x7f9c339bea60>,0.9837837815284729,3,0.01,4,0.0,cone
89,0.9533007562160493,512,<function dropout at 0x7f9c339bea60>,0.9345946311950684,3,0.01,4,0.5,cone
90,0.9792175889015198,512,<function dropout at 0x7f9c339bea60>,0.9778379201889038,3,0.01,8,0.0,cone
91,0.6611246883869172,512,<function dropout at 0x7f9c339bea60>,0.7875675559043884,3,0.01,8,0.5,cone
92,0.974816620349884,512,<function dropout at 0x7f9c339bea60>,0.9772974252700806,3,0.01,16,0.0,cone
93,0.5067237257957459,512,<function dropout at 0x7f9c339bea60>,0.5351351499557495,3,0.01,16,0.5,cone
94,0.9765281081199646,512,<function dropout at 0x7f9c339bea60>,0.9821622371673584,3,0.01,32,0.0,cone
95,0.4784841269254685,512,<function dropout at 0x7f9c339bea60>,0.5275675654411316,3,0.01,32,0.5,cone
96,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,2,0.0,cone
97,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,2,0.5,cone
98,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,3,0.0,cone
