,valAccuracy,testAccuracy,nlayers,dR,learningrate,dropoutFn,nstart,layerForm,activationFn
37,0.7000000476837157,0.4399999678134918,3,0.5,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
38,0.7000000476837157,0.4399999678134918,3,0.5,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
39,0.7000000476837157,0.4399999678134918,3,0.5,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
40,0.7000000476837157,0.4399999678134918,3,0.5,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
41,0.7000000476837157,0.4399999678134918,3,0.5,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
42,0.8999999761581422,1.0,3,0.5,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
43,0.78999999538064,0.9199999570846558,3,0.5,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
44,0.7000000476837157,0.4399999678134918,3,0.5,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
45,0.8999999761581422,1.0,3,0.5,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
46,0.8999999761581422,1.0,3,0.5,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
47,0.8999999821186067,0.9199999570846558,3,0.5,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
48,0.7000000476837157,0.4399999678134918,4,0.0,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
49,0.7000000476837157,0.4399999678134918,4,0.0,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
50,0.7000000476837157,0.4399999678134918,4,0.0,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
51,0.7000000476837157,0.4399999678134918,4,0.0,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
52,0.7000000476837157,0.4399999678134918,4,0.0,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
53,0.7000000476837157,0.4399999678134918,4,0.0,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
54,0.8999999761581422,1.0,4,0.0,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
55,0.8999999761581422,1.0,4,0.0,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
56,0.8999999761581422,0.9599999785423279,4,0.0,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
57,0.8999999761581422,1.0,4,0.0,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
58,0.9599999904632569,1.0,4,0.0,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
59,0.8999999761581422,1.0,4,0.0,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
60,0.7000000476837157,0.4399999678134918,4,0.5,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
61,0.7000000476837157,0.4399999678134918,4,0.5,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
62,0.7000000476837157,0.4399999678134918,4,0.5,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
63,0.7000000476837157,0.4399999678134918,4,0.5,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
64,0.7000000476837157,0.4399999678134918,4,0.5,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
65,0.7000000476837157,0.4399999678134918,4,0.5,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
66,0.740000033378601,0.4399999678134918,4,0.5,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
67,0.7000000476837157,0.4399999678134918,4,0.5,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
68,0.7000000476837157,0.4399999678134918,4,0.5,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
69,0.9499999880790712,0.9599999785423279,4,0.5,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
70,0.8999999761581422,1.0,4,0.5,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
71,0.9099999785423281,1.0,4,0.5,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
72,0.7000000476837157,0.4399999678134918,8,0.0,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
73,0.7000000476837157,0.4399999678134918,8,0.0,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
74,0.7000000476837157,0.4399999678134918,8,0.0,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
75,0.7000000476837157,0.4399999678134918,8,0.0,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
76,0.7000000476837157,0.4399999678134918,8,0.0,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
77,0.7000000476837157,0.4399999678134918,8,0.0,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
78,0.830000001192093,1.0,8,0.0,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
79,0.7000000476837157,0.4399999678134918,8,0.0,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
80,0.7000000476837157,0.4399999678134918,8,0.0,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
81,0.9199999809265138,1.0,8,0.0,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
82,0.8999999761581422,1.0,8,0.0,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
83,0.8999999761581422,1.0,8,0.0,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
84,0.7000000476837157,0.4399999678134918,8,0.5,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
85,0.7000000476837157,0.4399999678134918,8,0.5,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
86,0.7000000476837157,0.4399999678134918,8,0.5,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
87,0.7000000476837157,0.4399999678134918,8,0.5,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
88,0.7000000476837157,0.4399999678134918,8,0.5,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
89,0.7000000476837157,0.4399999678134918,8,0.5,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
90,0.7000000476837157,0.4399999678134918,8,0.5,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
91,0.7000000476837157,0.4399999678134918,8,0.5,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
92,0.7000000476837157,0.4399999678134918,8,0.5,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
93,0.9299999833106996,0.9199999570846558,8,0.5,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
94,0.9599999904632569,0.8799999952316284,8,0.5,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
95,0.9499999880790712,0.8799999952316284,8,0.5,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
96,0.7000000476837157,0.4399999678134918,16,0.0,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
97,0.7000000476837157,0.4399999678134918,16,0.0,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
98,0.7000000476837157,0.4399999678134918,16,0.0,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
99,0.7000000476837157,0.4399999678134918,16,0.0,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
100,0.7000000476837157,0.4399999678134918,16,0.0,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
101,0.7000000476837157,0.4399999678134918,16,0.0,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
102,0.7000000476837157,0.4399999678134918,16,0.0,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
103,0.7000000476837157,0.4399999678134918,16,0.0,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
104,0.7000000476837157,0.4399999678134918,16,0.0,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
105,0.8999999761581422,1.0,16,0.0,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
106,0.8000000119209291,1.0,16,0.0,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
107,0.9099999785423281,1.0,16,0.0,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
108,0.7000000476837157,0.4399999678134918,16,0.5,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
109,0.7000000476837157,0.4399999678134918,16,0.5,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
110,0.7000000476837157,0.4399999678134918,16,0.5,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
111,0.7000000476837157,0.4399999678134918,16,0.5,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
112,0.7000000476837157,0.4399999678134918,16,0.5,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
113,0.7000000476837157,0.4399999678134918,16,0.5,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
114,0.7000000476837157,0.4399999678134918,16,0.5,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
115,0.7000000476837157,0.4399999678134918,16,0.5,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
116,0.7000000476837157,0.4399999678134918,16,0.5,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
117,0.7000000476837157,0.4399999678134918,16,0.5,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
118,0.7000000476837157,0.4399999678134918,16,0.5,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
119,0.7000000476837157,0.4399999678134918,16,0.5,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
120,0.7000000476837157,0.4399999678134918,32,0.0,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
121,0.7000000476837157,0.4399999678134918,32,0.0,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
122,0.7000000476837157,0.4399999678134918,32,0.0,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
123,0.7000000476837157,0.4399999678134918,32,0.0,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
124,0.7000000476837157,0.4399999678134918,32,0.0,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
125,0.7000000476837157,0.4399999678134918,32,0.0,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
126,0.7000000476837157,0.4399999678134918,32,0.0,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
127,0.7000000476837157,0.4399999678134918,32,0.0,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
128,0.7000000476837157,0.4399999678134918,32,0.0,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
129,0.8999999761581422,1.0,32,0.0,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
130,0.830000001192093,1.0,32,0.0,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
131,0.8399999976158145,0.9599999785423279,32,0.0,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
132,0.7000000476837157,0.4399999678134918,32,0.5,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
133,0.7000000476837157,0.4399999678134918,32,0.5,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
134,0.7000000476837157,0.4399999678134918,32,0.5,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
135,0.7000000476837157,0.4399999678134918,32,0.5,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
136,0.7000000476837157,0.4399999678134918,32,0.5,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
137,0.7000000476837157,0.4399999678134918,32,0.5,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
138,0.7000000476837157,0.4399999678134918,32,0.5,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
139,0.7000000476837157,0.4399999678134918,32,0.5,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
140,0.7000000476837157,0.4399999678134918,32,0.5,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
141,0.7000000476837157,0.4399999678134918,32,0.5,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
142,0.7000000476837157,0.4399999678134918,32,0.5,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
143,0.7000000476837157,0.4399999678134918,32,0.5,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
