,valAccuracy,testAccuracy,nlayers,dR,learningrate,dropoutFn,nstart,layerForm,activationFn
0,0.7000000476837157,0.4399999678134918,2,0.0,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
1,0.7000000476837157,0.4399999678134918,2,0.0,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
2,0.7000000476837157,0.4399999678134918,2,0.0,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
3,0.7000000476837157,0.4399999678134918,2,0.0,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
4,0.7000000476837157,0.4399999678134918,2,0.0,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
5,0.7000000476837157,0.4399999678134918,2,0.0,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
6,0.8999999761581422,1.0,2,0.0,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
7,0.8999999761581422,1.0,2,0.0,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
8,0.9099999785423281,1.0,2,0.0,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
9,0.8999999761581422,1.0,2,0.0,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
10,0.8999999761581422,1.0,2,0.0,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
11,0.8999999761581422,1.0,2,0.0,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
12,0.7000000476837157,0.4399999678134918,2,0.5,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
13,0.7000000476837157,0.4399999678134918,2,0.5,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
14,0.7000000476837157,0.4399999678134918,2,0.5,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
15,0.7000000476837157,0.4399999678134918,2,0.5,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
16,0.7000000476837157,0.4399999678134918,2,0.5,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
17,0.7000000476837157,0.4399999678134918,2,0.5,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
18,0.8000000119209291,1.0,2,0.5,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
19,0.8999999761581422,0.9599999785423279,2,0.5,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
20,0.8999999761581422,0.9199999570846558,2,0.5,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
21,0.8999999761581422,0.9199999570846558,2,0.5,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
22,0.8999999761581422,1.0,2,0.5,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
23,0.8999999761581422,1.0,2,0.5,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
24,0.7000000476837157,0.4399999678134918,3,0.0,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
25,0.7000000476837157,0.4399999678134918,3,0.0,10.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
26,0.7000000476837157,0.4399999678134918,3,0.0,10.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
27,0.7000000476837157,0.4399999678134918,3,0.0,1.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
28,0.7000000476837157,0.4399999678134918,3,0.0,1.0,<function dropout at 0x7f9aedd09a60>,512,rect,3
29,0.7000000476837157,0.4399999678134918,3,0.0,1.0,<function dropout at 0x7f9aedd09a60>,1024,rect,3
30,0.8999999761581422,1.0,3,0.0,0.1,<function dropout at 0x7f9aedd09a60>,256,rect,3
31,0.8999999761581422,1.0,3,0.0,0.1,<function dropout at 0x7f9aedd09a60>,512,rect,3
32,0.8999999761581422,1.0,3,0.0,0.1,<function dropout at 0x7f9aedd09a60>,1024,rect,3
33,0.8999999761581422,0.9599999785423279,3,0.0,0.01,<function dropout at 0x7f9aedd09a60>,256,rect,3
34,0.8999999761581422,1.0,3,0.0,0.01,<function dropout at 0x7f9aedd09a60>,512,rect,3
35,0.8999999761581422,1.0,3,0.0,0.01,<function dropout at 0x7f9aedd09a60>,1024,rect,3
36,0.7000000476837157,0.4399999678134918,3,0.5,10.0,<function dropout at 0x7f9aedd09a60>,256,rect,3
