,testAccuracy,layerForm,dR,activationFn,nlayers,dropoutFn,nstart,learningrate,valAccuracy
76,0.2304999977350235,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,512,10.0,0.259426862001419
77,0.2304999977350235,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,512,1.0,0.259426862001419
78,0.8635000586509705,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,512,0.1,0.8849170506000518
79,0.8475000262260437,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,512,0.01,0.8692307770252227
80,0.2304999977350235,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,1024,10.0,0.259426862001419
81,0.2304999977350235,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,1024,1.0,0.259426862001419
82,0.8845000863075256,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,1024,0.1,0.890045255422592
83,0.8580000996589661,cone,0.5,3,2,<function dropout at 0x7ff861a4da60>,1024,0.01,0.8784313797950744
84,0.2304999977350235,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,256,10.0,0.259426862001419
85,0.2304999977350235,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,256,1.0,0.259426862001419
86,0.8565000891685486,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,256,0.1,0.8819004595279692
87,0.8235000967979431,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,256,0.01,0.8398190140724181
88,0.2304999977350235,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,512,10.0,0.259426862001419
89,0.2304999977350235,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,512,1.0,0.259426862001419
90,0.8725000619888306,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,512,0.1,0.8787330389022826
91,0.8370000720024109,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,512,0.01,0.8638009130954741
92,0.2304999977350235,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,1024,10.0,0.259426862001419
93,0.2305000126361847,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,1024,1.0,0.259426862001419
94,0.8585000038146973,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,1024,0.1,0.8790346980094909
95,0.82750004529953,cone,0.5,3,3,<function dropout at 0x7ff861a4da60>,1024,0.01,0.8630467653274535
96,0.2304999977350235,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,256,10.0,0.259426862001419
97,0.2305000126361847,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,256,1.0,0.2218702994287014
98,0.8479999899864197,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,256,0.1,0.8606334924697875
99,0.800000011920929,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,256,0.01,0.8475113213062285
100,0.2305000126361847,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,512,10.0,0.259426862001419
101,0.2304999977350235,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,512,1.0,0.259426862001419
102,0.8595000505447388,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,512,0.1,0.8702865839004515
103,0.8135000467300415,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,512,0.01,0.8431372642517089
104,0.2305000126361847,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,1024,10.0,0.259426862001419
105,0.2305000126361847,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,1024,1.0,0.259426862001419
106,0.858500063419342,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,1024,0.1,0.8820512890815734
107,0.8300000429153442,cone,0.5,3,4,<function dropout at 0x7ff861a4da60>,1024,0.01,0.8582202196121215
108,0.2305000126361847,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,256,10.0,0.259426862001419
109,0.2305000126361847,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,256,1.0,0.259426862001419
110,0.4620000123977661,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,256,0.1,0.5087481260299682
111,0.5020000338554382,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,256,0.01,0.573906511068344
112,0.2304999977350235,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,512,10.0,0.259426862001419
113,0.2304999977350235,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,512,1.0,0.259426862001419
114,0.8160000443458557,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,512,0.1,0.8380090594291686
115,0.4475000202655792,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,512,0.01,0.4870286881923675
116,0.2305000126361847,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,1024,10.0,0.259426862001419
117,0.2305000126361847,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,1024,1.0,0.259426862001419
118,0.8195000290870667,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,1024,0.1,0.8387632071971892
119,0.639500081539154,cone,0.5,3,8,<function dropout at 0x7ff861a4da60>,1024,0.01,0.6953243017196654
120,0.2305000126361847,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,256,10.0,0.259426862001419
121,0.2304999977350235,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,256,1.0,0.259426862001419
122,0.2304999977350235,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,256,0.1,0.259426862001419
123,0.39800000190734863,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,256,0.01,0.37601811587810513
124,0.2304999977350235,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,512,10.0,0.259426862001419
125,0.2304999977350235,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,512,1.0,0.259426862001419
126,0.2305000126361847,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,512,0.1,0.259426862001419
127,0.3135000169277191,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,512,0.01,0.33981901407241816
128,0.2304999977350235,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,1024,10.0,0.259426862001419
129,0.2305000126361847,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,1024,1.0,0.259426862001419
130,0.2304999977350235,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,1024,0.1,0.259426862001419
131,0.3255000114440918,cone,0.5,3,16,<function dropout at 0x7ff861a4da60>,1024,0.01,0.3666666746139526
132,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,256,10.0,0.259426862001419
133,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,256,1.0,0.259426862001419
134,0.2305000126361847,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,256,0.1,0.259426862001419
135,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,256,0.01,0.259426862001419
136,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,512,10.0,0.259426862001419
137,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,512,1.0,0.259426862001419
138,0.2305000126361847,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,512,0.1,0.259426862001419
139,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,512,0.01,0.259426862001419
140,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,1024,10.0,0.259426862001419
141,0.2304999977350235,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,1024,1.0,0.259426862001419
142,0.2305000126361847,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,1024,0.1,0.259426862001419
143,0.2305000126361847,cone,0.5,3,32,<function dropout at 0x7ff861a4da60>,1024,0.01,0.259426862001419
