,nstart,nlayers,dropoutFn,learningrate,testAccuracy,activationFn,valAccuracy,dR,layerForm
0,256,2,<function dropout at 0x7fe444a28a60>,10.0,0.3732393980026245,3,0.4464285969734193,0.0,cone
1,256,2,<function dropout at 0x7fe444a28a60>,10.0,0.3732394278049469,3,0.4464285969734193,0.5,cone
2,256,2,<function dropout at 0x7fe444a28a60>,1.0,0.9859154224395752,3,0.975000047683716,0.0,cone
3,256,2,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
4,256,2,<function dropout at 0x7fe444a28a60>,0.1,0.98591548204422,3,0.9821429252624513,0.0,cone
5,256,2,<function dropout at 0x7fe444a28a60>,0.1,0.9788731932640076,3,0.9607143163681031,0.5,cone
6,256,2,<function dropout at 0x7fe444a28a60>,0.01,0.9647887349128723,3,0.9464286565780642,0.0,cone
7,256,2,<function dropout at 0x7fe444a28a60>,0.01,0.9788732528686523,3,0.9464285969734191,0.5,cone
8,256,3,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.0,cone
9,256,3,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
10,256,3,<function dropout at 0x7fe444a28a60>,1.0,0.98591548204422,3,0.9803571939468385,0.0,cone
11,256,3,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
12,256,3,<function dropout at 0x7fe444a28a60>,0.1,0.9859154224395752,3,0.9696428894996644,0.0,cone
13,256,3,<function dropout at 0x7fe444a28a60>,0.1,0.9859155416488647,3,0.9642857313156128,0.5,cone
14,256,3,<function dropout at 0x7fe444a28a60>,0.01,0.9718309044837952,3,0.9464286565780642,0.0,cone
15,256,3,<function dropout at 0x7fe444a28a60>,0.01,0.9718310236930847,3,0.9821429252624513,0.5,cone
16,256,4,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
17,256,4,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
18,256,4,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5982143282890321,0.0,cone
19,256,4,<function dropout at 0x7fe444a28a60>,1.0,0.6267605423927307,3,0.5535714626312256,0.5,cone
20,256,4,<function dropout at 0x7fe444a28a60>,0.1,0.9718309640884399,3,0.9571428775787354,0.0,cone
21,256,4,<function dropout at 0x7fe444a28a60>,0.1,0.9859155416488647,3,0.9785714864730836,0.5,cone
22,256,4,<function dropout at 0x7fe444a28a60>,0.01,0.98591548204422,3,0.9642857313156128,0.0,cone
23,256,4,<function dropout at 0x7fe444a28a60>,0.01,0.9718309640884399,3,0.9500000357627867,0.5,cone
24,256,8,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
25,256,8,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
26,256,8,<function dropout at 0x7fe444a28a60>,1.0,0.3732394278049469,3,0.4589285969734193,0.0,cone
27,256,8,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
28,256,8,<function dropout at 0x7fe444a28a60>,0.1,0.9788731932640076,3,0.9625000178813935,0.0,cone
29,256,8,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5678571820259095,0.5,cone
30,256,8,<function dropout at 0x7fe444a28a60>,0.01,0.9718309640884399,3,0.9642857313156128,0.0,cone
31,256,8,<function dropout at 0x7fe444a28a60>,0.01,0.7253520488739014,3,0.6857143163681031,0.5,cone
32,256,16,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
33,256,16,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.5,cone
34,256,16,<function dropout at 0x7fe444a28a60>,1.0,0.3732394278049469,3,0.4571428835391999,0.0,cone
35,256,16,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
36,256,16,<function dropout at 0x7fe444a28a60>,0.1,0.9929577708244324,3,0.9732143282890321,0.0,cone
37,256,16,<function dropout at 0x7fe444a28a60>,0.1,0.6267604827880859,3,0.5535714626312256,0.5,cone
38,256,16,<function dropout at 0x7fe444a28a60>,0.01,0.9436619281768799,3,0.9642857909202575,0.0,cone
39,256,16,<function dropout at 0x7fe444a28a60>,0.01,0.6267605423927307,3,0.5589286088943483,0.5,cone
40,256,32,<function dropout at 0x7fe444a28a60>,10.0,0.3732393980026245,3,0.5321428894996644,0.0,cone
