,valAccuracy,learningrate,nstart,dR,testAccuracy,dropoutFn,activationFn,layerForm,nlayers
0,0.35714286565780634,10.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
1,0.35714286565780634,10.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
2,0.35714286565780634,10.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
3,0.35714286565780634,10.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
4,0.35714286565780634,10.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
5,0.35714286565780634,10.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
6,0.35714286565780634,10.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
7,0.35714286565780634,10.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
8,0.35714286565780634,10.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
9,0.35714286565780634,10.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
10,0.35714286565780634,10.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
11,0.35714286565780634,10.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
12,0.35714286565780634,10.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
13,0.35714286565780634,10.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
14,0.35714286565780634,10.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
15,0.35714286565780634,10.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
16,0.35714286565780634,10.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
17,0.35714286565780634,10.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
18,0.35714286565780634,10.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
19,0.35714286565780634,10.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
20,0.35714286565780634,10.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
21,0.35714286565780634,10.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
22,0.35714286565780634,10.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
23,0.35714286565780634,10.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
24,0.35714286565780634,10.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
25,0.35714286565780634,10.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
26,0.35714286565780634,10.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
27,0.35714286565780634,10.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
28,0.35714286565780634,10.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
29,0.3535714417695999,10.0,1024,0.0,0.32692307233810425,<function dropout at 0x7fe885fb1a60>,3,cone,32
30,0.35714286565780634,10.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
31,0.35714286565780634,10.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
32,0.35714286565780634,10.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
33,0.35714286565780634,10.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
34,0.35714286565780634,10.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
35,0.35714286565780634,10.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
36,0.35714286565780634,1.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
37,0.367857152223587,1.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
38,0.3607142955064773,1.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
39,0.35714286565780634,1.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
40,0.38571430444717414,1.0,256,0.0,0.32692310214042664,<function dropout at 0x7fe885fb1a60>,3,cone,16
41,0.35714286565780634,1.0,256,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
42,0.35714286565780634,1.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
43,0.3607142955064773,1.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
44,0.35714286565780634,1.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
45,0.35714286565780634,1.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
46,0.35714286565780634,1.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
47,0.35714286565780634,1.0,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
48,0.3607142955064773,1.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
49,0.35714286565780634,1.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
50,0.35714286565780634,1.0,512,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
51,0.24999999999999997,1.0,512,0.0,0.32692307233810425,<function dropout at 0x7fe885fb1a60>,3,cone,8
52,0.39285716414451605,1.0,512,0.0,0.32692310214042664,<function dropout at 0x7fe885fb1a60>,3,cone,16
53,0.33928572535514834,1.0,512,0.0,0.32692310214042664,<function dropout at 0x7fe885fb1a60>,3,cone,32
54,0.3607142955064773,1.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
55,0.35714286565780634,1.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
56,0.35714286565780634,1.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
57,0.35714286565780634,1.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
58,0.35714286565780634,1.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
59,0.35714286565780634,1.0,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
60,0.35714286565780634,1.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
61,0.38928572535514827,1.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
62,0.35714286565780634,1.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
63,0.35714286565780634,1.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
64,0.3714285850524902,1.0,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
65,0.3357142955064774,1.0,1024,0.0,0.32692310214042664,<function dropout at 0x7fe885fb1a60>,3,cone,32
66,0.35714286565780634,1.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,2
67,0.3607142955064773,1.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
68,0.35714286565780634,1.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
69,0.35714286565780634,1.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
70,0.35714286565780634,1.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
71,0.35714286565780634,1.0,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
72,0.9214286088943483,0.1,256,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,2
73,0.9107143282890321,0.1,256,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,3
