,testAccuracy,activationFn,valAccuracy,layerForm,learningrate,dropoutFn,nlayers,dR,nstart
102,0.0996578186750412,3,0.09411404281854631,rect,0.1,<function dropout at 0x7f5f67c0ba60>,32,0.0,256
103,0.0996578186750412,3,0.09411404281854631,rect,0.1,<function dropout at 0x7f5f67c0ba60>,32,0.0,512
104,0.0996578186750412,3,0.09411404281854631,rect,0.1,<function dropout at 0x7f5f67c0ba60>,32,0.0,1024
105,0.0996578186750412,3,0.09411404281854631,rect,0.1,<function dropout at 0x7f5f67c0ba60>,32,0.5,256
106,0.0996578186750412,3,0.09411404281854631,rect,0.1,<function dropout at 0x7f5f67c0ba60>,32,0.5,512
107,0.0996578186750412,3,0.09411404281854631,rect,0.1,<function dropout at 0x7f5f67c0ba60>,32,0.5,1024
108,0.5447676181793213,3,0.5511036455631256,rect,0.01,<function dropout at 0x7f5f67c0ba60>,2,0.0,256
109,0.5684345364570618,3,0.5684242963790893,rect,0.01,<function dropout at 0x7f5f67c0ba60>,2,0.0,512
110,0.5687196850776672,3,0.5750153362751007,rect,0.01,<function dropout at 0x7f5f67c0ba60>,2,0.0,1024
111,0.43612775206565857,3,0.42958308756351465,rect,0.01,<function dropout at 0x7f5f67c0ba60>,2,0.5,256
112,0.4478186368942261,3,0.4409258246421814,rect,0.01,<function dropout at 0x7f5f67c0ba60>,2,0.5,512
113,0.45665809512138367,3,0.4483752518892288,rect,0.01,<function dropout at 0x7f5f67c0ba60>,2,0.5,1024
114,0.6087824106216431,3,0.5998467266559601,rect,0.01,<function dropout at 0x7f5f67c0ba60>,3,0.0,256
115,0.6348730325698853,3,0.6251992940902711,rect,0.01,<function dropout at 0x7f5f67c0ba60>,3,0.0,512
116,0.6391502618789673,3,0.6335070550441743,rect,0.01,<function dropout at 0x7f5f67c0ba60>,3,0.0,1024
117,0.4167379140853882,3,0.40407726764678953,rect,0.01,<function dropout at 0x7f5f67c0ba60>,3,0.5,256
118,0.43199318647384644,3,0.41523606777191163,rect,0.01,<function dropout at 0x7f5f67c0ba60>,3,0.5,512
119,0.4565155506134033,3,0.43648070096969604,rect,0.01,<function dropout at 0x7f5f67c0ba60>,3,0.5,1024
120,0.6593954563140869,3,0.6562231779098511,rect,0.01,<function dropout at 0x7f5f67c0ba60>,4,0.0,256
121,0.6943255662918091,3,0.6828326344490051,rect,0.01,<function dropout at 0x7f5f67c0ba60>,4,0.0,512
122,0.7081551551818848,3,0.6973022758960723,rect,0.01,<function dropout at 0x7f5f67c0ba60>,4,0.0,1024
123,0.398203581571579,3,0.39331699311733254,rect,0.01,<function dropout at 0x7f5f67c0ba60>,4,0.5,256
124,0.43641287088394165,3,0.42351317405700684,rect,0.01,<function dropout at 0x7f5f67c0ba60>,4,0.5,512
125,0.45052748918533325,3,0.44469651877880095,rect,0.01,<function dropout at 0x7f5f67c0ba60>,4,0.5,1024
126,0.794553816318512,3,0.7809012889862061,rect,0.01,<function dropout at 0x7f5f67c0ba60>,8,0.0,256
127,0.8320501446723938,3,0.7938994526863099,rect,0.01,<function dropout at 0x7f5f67c0ba60>,8,0.0,512
128,0.8396064639091492,3,0.8213979542255402,rect,0.01,<function dropout at 0x7f5f67c0ba60>,8,0.0,1024
129,0.2905617356300354,3,0.29616799950599676,rect,0.01,<function dropout at 0x7f5f67c0ba60>,8,0.5,256
130,0.3212147057056427,3,0.3164009839296341,rect,0.01,<function dropout at 0x7f5f67c0ba60>,8,0.5,512
131,0.3284858763217926,3,0.3303188234567642,rect,0.01,<function dropout at 0x7f5f67c0ba60>,8,0.5,1024
132,0.8568576574325562,3,0.835928899049759,rect,0.01,<function dropout at 0x7f5f67c0ba60>,16,0.0,256
133,0.8627030849456787,3,0.8576027333736419,rect,0.01,<function dropout at 0x7f5f67c0ba60>,16,0.0,512
134,0.8684059977531433,3,0.8511649668216705,rect,0.01,<function dropout at 0x7f5f67c0ba60>,16,0.0,1024
135,0.17336754500865936,3,0.16223175972700118,rect,0.01,<function dropout at 0x7f5f67c0ba60>,16,0.5,256
136,0.17621898651123047,3,0.16115879863500598,rect,0.01,<function dropout at 0x7f5f67c0ba60>,16,0.5,512
137,0.15953806042671204,3,0.15784794986248019,rect,0.01,<function dropout at 0x7f5f67c0ba60>,16,0.5,1024
138,0.8625606298446655,3,0.8539853155612945,rect,0.01,<function dropout at 0x7f5f67c0ba60>,32,0.0,256
139,0.871399998664856,3,0.8604230940341949,rect,0.01,<function dropout at 0x7f5f67c0ba60>,32,0.0,512
140,0.8741089105606079,3,0.8591355204582214,rect,0.01,<function dropout at 0x7f5f67c0ba60>,32,0.0,1024
141,0.0996578186750412,3,0.09411404281854631,rect,0.01,<function dropout at 0x7f5f67c0ba60>,32,0.5,256
142,0.0996578186750412,3,0.09411404281854631,rect,0.01,<function dropout at 0x7f5f67c0ba60>,32,0.5,512
143,0.0996578186750412,3,0.09411404281854631,rect,0.01,<function dropout at 0x7f5f67c0ba60>,32,0.5,1024
