,valAccuracy,activationFn,testAccuracy,nstart,dropoutFn,learningrate,nlayers,dR,layerForm
0,0.04023776873946191,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,10.0,2,0.0,cone
1,0.040237769484519965,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,2,0.5,cone
2,0.04023776873946191,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,3,0.0,cone
3,0.040237769484519965,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,10.0,3,0.5,cone
4,0.040237769484519965,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,4,0.0,cone
5,0.040237769484519965,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,4,0.5,cone
6,0.040237769484519965,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,10.0,8,0.0,cone
7,0.04023776836693288,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,10.0,8,0.5,cone
8,0.040237769484519965,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,16,0.0,cone
9,0.04023776836693288,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,16,0.5,cone
10,0.04023776911199094,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,10.0,32,0.0,cone
11,0.04023776836693288,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,10.0,32,0.5,cone
12,0.9621397554874421,3,0.9639996886253357,256,<function dropout at 0x7f632fa4aa60>,1.0,2,0.0,cone
13,0.7740282773971557,3,0.7661997675895691,256,<function dropout at 0x7f632fa4aa60>,1.0,2,0.5,cone
14,0.8866939902305603,3,0.872799813747406,256,<function dropout at 0x7f632fa4aa60>,1.0,3,0.0,cone
15,0.3744855850934983,3,0.4663999676704407,256,<function dropout at 0x7f632fa4aa60>,1.0,3,0.5,cone
16,0.040237769484519965,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,1.0,4,0.0,cone
17,0.04037494286894798,3,0.03659999743103981,256,<function dropout at 0x7f632fa4aa60>,1.0,4,0.5,cone
18,0.040237769484519965,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,1.0,8,0.0,cone
19,0.04023776836693288,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,1.0,8,0.5,cone
20,0.04023776911199094,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,1.0,16,0.0,cone
21,0.040237767621874816,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,1.0,16,0.5,cone
22,0.040237769484519965,3,0.039399996399879456,256,<function dropout at 0x7f632fa4aa60>,1.0,32,0.0,cone
23,0.040237769484519965,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,1.0,32,0.5,cone
24,0.9479651093482974,3,0.9577997326850891,256,<function dropout at 0x7f632fa4aa60>,0.1,2,0.0,cone
25,0.8964333713054656,3,0.90479975938797,256,<function dropout at 0x7f632fa4aa60>,0.1,2,0.5,cone
26,0.9503885447978974,3,0.9579997658729553,256,<function dropout at 0x7f632fa4aa60>,0.1,3,0.0,cone
27,0.8763144612312318,3,0.8713997602462769,256,<function dropout at 0x7f632fa4aa60>,0.1,3,0.5,cone
28,0.954503720998764,3,0.9623997211456299,256,<function dropout at 0x7f632fa4aa60>,0.1,4,0.0,cone
29,0.8556468963623046,3,0.8525997400283813,256,<function dropout at 0x7f632fa4aa60>,0.1,4,0.5,cone
30,0.9609966456890108,3,0.9675996899604797,256,<function dropout at 0x7f632fa4aa60>,0.1,8,0.0,cone
31,0.34554184079170225,3,0.366599977016449,256,<function dropout at 0x7f632fa4aa60>,0.1,8,0.5,cone
32,0.9663007497787475,3,0.9689997434616089,256,<function dropout at 0x7f632fa4aa60>,0.1,16,0.0,cone
33,0.040237769484519965,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,0.1,16,0.5,cone
34,0.9639687359333038,3,0.9693996906280518,256,<function dropout at 0x7f632fa4aa60>,0.1,32,0.0,cone
35,0.04023776911199094,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,0.1,32,0.5,cone
36,0.894147139787674,3,0.8995997905731201,256,<function dropout at 0x7f632fa4aa60>,0.01,2,0.0,cone
37,0.8197072803974151,3,0.8211997151374817,256,<function dropout at 0x7f632fa4aa60>,0.01,2,0.5,cone
38,0.9207589149475097,3,0.9241997599601746,256,<function dropout at 0x7f632fa4aa60>,0.01,3,0.0,cone
39,0.7797438621520995,3,0.7837998867034912,256,<function dropout at 0x7f632fa4aa60>,0.01,3,0.5,cone
40,0.9320986151695251,3,0.9397997260093689,256,<function dropout at 0x7f632fa4aa60>,0.01,4,0.0,cone
41,0.7326931357383729,3,0.7405997514724731,256,<function dropout at 0x7f632fa4aa60>,0.01,4,0.5,cone
42,0.9502971053123475,3,0.9533997178077698,256,<function dropout at 0x7f632fa4aa60>,0.01,8,0.0,cone
43,0.07727480530738831,3,0.07199999690055847,256,<function dropout at 0x7f632fa4aa60>,0.01,8,0.5,cone
44,0.9481480240821838,3,0.9521997570991516,256,<function dropout at 0x7f632fa4aa60>,0.01,16,0.0,cone
45,0.03374485541135073,3,0.02539999783039093,256,<function dropout at 0x7f632fa4aa60>,0.01,16,0.5,cone
46,0.9485595345497132,3,0.9471997022628784,256,<function dropout at 0x7f632fa4aa60>,0.01,32,0.0,cone
47,0.04023776873946191,3,0.039400000125169754,256,<function dropout at 0x7f632fa4aa60>,0.01,32,0.5,cone
48,0.04023776911199094,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,2,0.0,cone
49,0.040237769484519965,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,2,0.5,cone
50,0.04023776762187482,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,3,0.0,cone
51,0.040237766131758695,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,10.0,3,0.5,cone
52,0.04023776724934579,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,10.0,4,0.0,cone
53,0.04023776911199094,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,4,0.5,cone
54,0.040237769484519965,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,10.0,8,0.0,cone
55,0.040237769484519965,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,10.0,8,0.5,cone
56,0.04023776836693287,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,16,0.0,cone
57,0.040237769484519965,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,10.0,16,0.5,cone
58,0.04023776911199094,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,32,0.0,cone
59,0.04023776911199094,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,10.0,32,0.5,cone
60,0.9571100592613221,3,0.9661997556686401,512,<function dropout at 0x7f632fa4aa60>,1.0,2,0.0,cone
61,0.6509373247623444,3,0.7075998187065125,512,<function dropout at 0x7f632fa4aa60>,1.0,2,0.5,cone
62,0.04023776911199094,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,1.0,3,0.0,cone
63,0.03932327292859554,3,0.03759999945759773,512,<function dropout at 0x7f632fa4aa60>,1.0,3,0.5,cone
64,0.04023776724934579,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,1.0,4,0.0,cone
65,0.04023776873946191,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,1.0,4,0.5,cone
66,0.040237769484519965,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,1.0,8,0.0,cone
67,0.04023776911199094,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,1.0,8,0.5,cone
68,0.040237769484519965,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,1.0,16,0.0,cone
69,0.040237769484519965,3,0.039400000125169754,512,<function dropout at 0x7f632fa4aa60>,1.0,16,0.5,cone
70,0.040237769484519965,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,1.0,32,0.0,cone
71,0.04023776911199094,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,1.0,32,0.5,cone
72,0.9521260499954226,3,0.9597996473312378,512,<function dropout at 0x7f632fa4aa60>,0.1,2,0.0,cone
73,0.9220849335193634,3,0.9267997145652771,512,<function dropout at 0x7f632fa4aa60>,0.1,2,0.5,cone
74,0.9569271504878998,3,0.9639997482299805,512,<function dropout at 0x7f632fa4aa60>,0.1,3,0.0,cone
75,0.9071329474449158,3,0.9175996780395508,512,<function dropout at 0x7f632fa4aa60>,0.1,3,0.5,cone
76,0.9568356812000274,3,0.9663996696472168,512,<function dropout at 0x7f632fa4aa60>,0.1,4,0.0,cone
77,0.8973021447658539,3,0.9023998379707336,512,<function dropout at 0x7f632fa4aa60>,0.1,4,0.5,cone
78,0.963328617811203,3,0.9685997366905212,512,<function dropout at 0x7f632fa4aa60>,0.1,8,0.0,cone
