,layerForm,activationFn,testAccuracy,dR,valAccuracy,dropoutFn,nstart,nlayers,learningrate
47,rect,3,0.6521738767623901,0.0,0.8285714864730834,<function dropout at 0x7f1b5ef25a60>,512,32,0.01
48,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,2,10.0
49,rect,3,0.21739131212234497,0.0,0.1857142940163612,<function dropout at 0x7f1b5ef25a60>,1024,2,1.0
50,rect,3,0.6086956262588501,0.0,0.8000000536441803,<function dropout at 0x7f1b5ef25a60>,1024,2,0.1
51,rect,3,0.6521739363670349,0.0,0.7571428954601287,<function dropout at 0x7f1b5ef25a60>,1024,2,0.01
52,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,3,10.0
53,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,3,1.0
54,rect,3,0.7391304969787598,0.0,0.7428571879863739,<function dropout at 0x7f1b5ef25a60>,1024,3,0.1
55,rect,3,0.6086956858634949,0.0,0.7571428954601287,<function dropout at 0x7f1b5ef25a60>,1024,3,0.01
56,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,4,10.0
57,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,4,1.0
58,rect,3,0.21739131212234497,0.0,0.18571429699659345,<function dropout at 0x7f1b5ef25a60>,1024,4,0.1
59,rect,3,0.52173912525177,0.0,0.7571428894996641,<function dropout at 0x7f1b5ef25a60>,1024,4,0.01
60,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,8,10.0
61,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,8,1.0
62,rect,3,0.21739131212234497,0.0,0.17142858058214186,<function dropout at 0x7f1b5ef25a60>,1024,8,0.1
63,rect,3,0.6521739363670349,0.0,0.8000000476837157,<function dropout at 0x7f1b5ef25a60>,1024,8,0.01
64,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,10.0
65,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,1.0
66,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,0.1
67,rect,3,0.6086956858634949,0.0,0.8428572058677672,<function dropout at 0x7f1b5ef25a60>,1024,16,0.01
68,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,10.0
69,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,1.0
70,rect,3,0.21739131212234497,0.0,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,0.1
71,rect,3,0.6521739363670349,0.0,0.8142857670783996,<function dropout at 0x7f1b5ef25a60>,1024,32,0.01
72,rect,3,0.21739131212234497,0.5,0.17142858058214186,<function dropout at 0x7f1b5ef25a60>,256,2,10.0
73,rect,3,0.21739131212234497,0.5,0.17142858058214186,<function dropout at 0x7f1b5ef25a60>,256,2,1.0
74,rect,3,0.5652173757553101,0.5,0.7142857491970062,<function dropout at 0x7f1b5ef25a60>,256,2,0.1
75,rect,3,0.6086956858634949,0.5,0.8142857670783996,<function dropout at 0x7f1b5ef25a60>,256,2,0.01
76,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,3,10.0
77,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,3,1.0
78,rect,3,0.5652173757553101,0.5,0.5714286059141158,<function dropout at 0x7f1b5ef25a60>,256,3,0.1
79,rect,3,0.5652173757553101,0.5,0.8000000596046447,<function dropout at 0x7f1b5ef25a60>,256,3,0.01
80,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,4,10.0
81,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,4,1.0
82,rect,3,0.21739131212234497,0.5,0.17142858058214186,<function dropout at 0x7f1b5ef25a60>,256,4,0.1
83,rect,3,0.5652173757553101,0.5,0.5571428835391997,<function dropout at 0x7f1b5ef25a60>,256,4,0.01
84,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,8,10.0
85,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,8,1.0
86,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,8,0.1
87,rect,3,0.6086956262588501,0.5,0.8142857551574706,<function dropout at 0x7f1b5ef25a60>,256,8,0.01
88,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,16,10.0
89,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,16,1.0
90,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,16,0.1
91,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,16,0.01
92,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,32,10.0
93,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,32,1.0
94,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,32,0.1
95,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,256,32,0.01
96,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,2,10.0
97,rect,3,0.21739131212234497,0.5,0.17142858058214186,<function dropout at 0x7f1b5ef25a60>,512,2,1.0
98,rect,3,0.6521738767623901,0.5,0.7571428954601286,<function dropout at 0x7f1b5ef25a60>,512,2,0.1
99,rect,3,0.6086956858634949,0.5,0.8428572058677672,<function dropout at 0x7f1b5ef25a60>,512,2,0.01
100,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,3,10.0
101,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,3,1.0
102,rect,3,0.21739131212234497,0.5,0.242857152223587,<function dropout at 0x7f1b5ef25a60>,512,3,0.1
103,rect,3,0.52173912525177,0.5,0.7285714626312254,<function dropout at 0x7f1b5ef25a60>,512,3,0.01
104,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,4,10.0
105,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,4,1.0
106,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,4,0.1
107,rect,3,0.47826087474823,0.5,0.8142857670783995,<function dropout at 0x7f1b5ef25a60>,512,4,0.01
108,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,8,10.0
109,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,8,1.0
110,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,8,0.1
111,rect,3,0.6521738767623901,0.5,0.8714286327362059,<function dropout at 0x7f1b5ef25a60>,512,8,0.01
112,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,16,10.0
113,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,16,1.0
114,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,16,0.1
115,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,16,0.01
116,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,32,10.0
117,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,32,1.0
118,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,32,0.1
119,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,512,32,0.01
120,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,2,10.0
121,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,2,1.0
122,rect,3,0.6521739363670349,0.5,0.6428571730852126,<function dropout at 0x7f1b5ef25a60>,1024,2,0.1
123,rect,3,0.5652173757553101,0.5,0.7285714715719223,<function dropout at 0x7f1b5ef25a60>,1024,2,0.01
124,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,3,10.0
125,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,3,1.0
126,rect,3,0.21739131212234497,0.5,0.22857143878936764,<function dropout at 0x7f1b5ef25a60>,1024,3,0.1
127,rect,3,0.6086956858634949,0.5,0.8000000536441801,<function dropout at 0x7f1b5ef25a60>,1024,3,0.01
128,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,4,10.0
129,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,4,1.0
130,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,4,0.1
131,rect,3,0.5652173757553101,0.5,0.6428571775555609,<function dropout at 0x7f1b5ef25a60>,1024,4,0.01
132,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,8,10.0
133,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,8,1.0
134,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,8,0.1
135,rect,3,0.47826087474823,0.5,0.6714286088943481,<function dropout at 0x7f1b5ef25a60>,1024,8,0.01
136,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,10.0
137,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,1.0
138,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,0.1
139,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,16,0.01
140,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,10.0
141,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,1.0
142,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,0.1
143,rect,3,0.21739131212234497,0.5,0.14285714924335477,<function dropout at 0x7f1b5ef25a60>,1024,32,0.01
