,nlayers,learningrate,valAccuracy,layerForm,testAccuracy,dropoutFn,activationFn,dR,nstart
76,8,10.0,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
77,8,10.0,0.0815217398107052,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
78,8,1.0,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
79,8,1.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
80,8,1.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
81,8,1.0,0.0815217398107052,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
82,8,1.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
83,8,1.0,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
84,8,0.1,0.9184782147407532,rect,0.9221105575561523,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
85,8,0.1,0.9413043081760407,rect,0.9120602607727051,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
86,8,0.1,0.1402173943817616,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
87,8,0.1,0.6961956560611724,rect,0.7211055159568787,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
88,8,0.1,0.9445652008056641,rect,0.9371859431266785,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
89,8,0.1,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
90,8,0.01,0.8798912584781649,rect,0.9170854091644287,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
91,8,0.01,0.9239130020141604,rect,0.9246230721473694,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
92,8,0.01,0.9347825944423677,rect,0.9221104979515076,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
93,8,0.01,0.4456521660089493,rect,0.44472360610961914,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
94,8,0.01,0.569565236568451,rect,0.6005024909973145,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
95,8,0.01,0.6646739304065705,rect,0.7361809611320496,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
96,16,10.0,0.08152173757553102,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
97,16,10.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
98,16,10.0,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
99,16,10.0,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
100,16,10.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
101,16,10.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
102,16,1.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
103,16,1.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
104,16,1.0,0.08152174055576325,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
105,16,1.0,0.08152173981070521,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
106,16,1.0,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
107,16,1.0,0.08152173906564714,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
108,16,0.1,0.08152173906564714,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
109,16,0.1,0.08152174055576325,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
110,16,0.1,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
111,16,0.1,0.08152173906564714,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
112,16,0.1,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
113,16,0.1,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
114,16,0.01,0.8967391133308409,rect,0.8869346380233765,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
115,16,0.01,0.8750000000000001,rect,0.8919598460197449,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
116,16,0.01,0.902173900604248,rect,0.9221104979515076,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
117,16,0.01,0.11793477535247802,rect,0.1180904433131218,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
118,16,0.01,0.08043477982282639,rect,0.12060301005840302,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
119,16,0.01,0.14130434393882754,rect,0.09798994660377502,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
120,32,10.0,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
121,32,10.0,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
122,32,10.0,0.08152173757553101,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
123,32,10.0,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
124,32,10.0,0.0815217398107052,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
125,32,10.0,0.08152173906564714,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
126,32,1.0,0.08152173906564714,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
127,32,1.0,0.08152173534035682,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
128,32,1.0,0.0815217398107052,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
129,32,1.0,0.08152173757553101,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
130,32,1.0,0.08152173757553101,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
131,32,1.0,0.08152173981070521,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
132,32,0.1,0.08152173981070518,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
133,32,0.1,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
134,32,0.1,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
135,32,0.1,0.08152173906564714,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
136,32,0.1,0.08152174204587938,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
137,32,0.1,0.08152173832058907,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
138,32,0.01,0.7989130258560181,rect,0.8140703439712524,<function dropout at 0x7fdc1ee7da60>,3,0.0,256
139,32,0.01,0.8119565248489381,rect,0.8442209959030151,<function dropout at 0x7fdc1ee7da60>,3,0.0,512
140,32,0.01,0.8858695268630983,rect,0.8894472122192383,<function dropout at 0x7fdc1ee7da60>,3,0.0,1024
141,32,0.01,0.08152174055576326,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,256
142,32,0.01,0.08152174130082132,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,512
143,32,0.01,0.0815217398107052,rect,0.10050250589847565,<function dropout at 0x7fdc1ee7da60>,3,0.5,1024
