,testAccuracy,dR,nstart,nlayers,layerForm,learningrate,dropoutFn,activationFn,valAccuracy
79,0.7540106773376465,0.5,256,3,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.7130434870719912
80,0.7647058367729187,0.5,256,4,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
81,0.7647057771682739,0.5,256,4,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
82,0.7647058367729187,0.5,256,4,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
83,0.7540107369422913,0.5,256,4,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.6934782683849335
84,0.7647058963775635,0.5,256,8,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
85,0.7647058367729187,0.5,256,8,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
86,0.7647058963775635,0.5,256,8,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8163043320178988
87,0.7647057771682739,0.5,256,8,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8163043320178988
88,0.7647058367729187,0.5,256,16,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
89,0.7647058963775635,0.5,256,16,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
90,0.7647058963775635,0.5,256,16,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
91,0.7647058367729187,0.5,256,16,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
92,0.7647057771682739,0.5,256,32,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
93,0.7647057771682739,0.5,256,32,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
94,0.7647058963775635,0.5,256,32,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
95,0.7647058963775635,0.5,256,32,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
96,0.7647058367729187,0.5,512,2,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
97,0.7647058963775635,0.5,512,2,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
98,0.7967913746833801,0.5,512,2,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.7923912942409516
99,0.7967914342880249,0.5,512,2,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.732608699798584
100,0.7647057771682739,0.5,512,3,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
101,0.7647058963775635,0.5,512,3,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
102,0.8021389842033386,0.5,512,3,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.7858695566654206
103,0.8021389842033386,0.5,512,3,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.7499999999999999
104,0.7647058367729187,0.5,512,4,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
105,0.7647058367729187,0.5,512,4,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
106,0.7647058367729187,0.5,512,4,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
107,0.7754010558128357,0.5,512,4,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.734782612323761
108,0.7647058367729187,0.5,512,8,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
109,0.7647058367729187,0.5,512,8,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
110,0.7647058963775635,0.5,512,8,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
111,0.7647058367729187,0.5,512,8,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
112,0.7647058367729187,0.5,512,16,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
113,0.7647058367729187,0.5,512,16,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
114,0.7647058963775635,0.5,512,16,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
115,0.7647058963775635,0.5,512,16,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
116,0.7647058367729187,0.5,512,32,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
117,0.7647058963775635,0.5,512,32,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
118,0.7647058367729187,0.5,512,32,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
119,0.7647058963775635,0.5,512,32,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
120,0.7647058963775635,0.5,1024,2,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
121,0.7647058367729187,0.5,1024,2,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
122,0.8074865341186523,0.5,1024,2,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.784782600402832
123,0.8021389842033386,0.5,1024,2,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.7717391252517701
124,0.7647058963775635,0.5,1024,3,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
125,0.7647058963775635,0.5,1024,3,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
126,0.8181817531585693,0.5,1024,3,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.7967391192913056
127,0.7807486057281494,0.5,1024,3,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.7858695566654207
128,0.7647058367729187,0.5,1024,4,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
129,0.7647058367729187,0.5,1024,4,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
130,0.7914438247680664,0.5,1024,4,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.7771739065647126
131,0.8074866533279419,0.5,1024,4,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.7847826004028321
132,0.7647058367729187,0.5,1024,8,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
133,0.7647058963775635,0.5,1024,8,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
134,0.7647058367729187,0.5,1024,8,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
135,0.7914438247680664,0.5,1024,8,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8173912882804872
136,0.7647058963775635,0.5,1024,16,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
137,0.7647058367729187,0.5,1024,16,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
138,0.7647058963775635,0.5,1024,16,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
139,0.7647058963775635,0.5,1024,16,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
140,0.7647058367729187,0.5,1024,32,cone,10.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
141,0.7647058367729187,0.5,1024,32,cone,1.0,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
142,0.7647058367729187,0.5,1024,32,cone,0.1,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
143,0.7647058963775635,0.5,1024,32,cone,0.01,<function dropout at 0x7f9b192bda60>,3,0.8152173757553102
