,testAccuracy,learningrate,activationFn,valAccuracy,nlayers,dR,nstart,layerForm,dropoutFn
0,0.4739583730697632,10.0,3,0.5666667222976685,2,0.0,256,rect,<function dropout at 0x7f583abe1a60>
1,0.4739583730697632,10.0,3,0.5666667222976685,2,0.0,512,rect,<function dropout at 0x7f583abe1a60>
2,0.4739583432674408,10.0,3,0.5666667222976685,2,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
3,0.4739583730697632,10.0,3,0.5666667222976685,2,0.5,256,rect,<function dropout at 0x7f583abe1a60>
4,0.4739583730697632,10.0,3,0.5666667222976685,2,0.5,512,rect,<function dropout at 0x7f583abe1a60>
5,0.4739583432674408,10.0,3,0.5666667222976685,2,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
6,0.4739583730697632,10.0,3,0.5666667222976685,3,0.0,256,rect,<function dropout at 0x7f583abe1a60>
7,0.4739583432674408,10.0,3,0.5666667222976685,3,0.0,512,rect,<function dropout at 0x7f583abe1a60>
8,0.4739583730697632,10.0,3,0.5666667222976685,3,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
9,0.4739583730697632,10.0,3,0.5666667222976685,3,0.5,256,rect,<function dropout at 0x7f583abe1a60>
10,0.4739583432674408,10.0,3,0.5666667222976685,3,0.5,512,rect,<function dropout at 0x7f583abe1a60>
11,0.4739583730697632,10.0,3,0.5666667222976685,3,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
12,0.4739583730697632,10.0,3,0.5666667222976685,4,0.0,256,rect,<function dropout at 0x7f583abe1a60>
13,0.4739583730697632,10.0,3,0.5666667222976685,4,0.0,512,rect,<function dropout at 0x7f583abe1a60>
14,0.4739583730697632,10.0,3,0.5666667222976685,4,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
15,0.4739583730697632,10.0,3,0.5666667222976685,4,0.5,256,rect,<function dropout at 0x7f583abe1a60>
16,0.4739583730697632,10.0,3,0.5666667222976685,4,0.5,512,rect,<function dropout at 0x7f583abe1a60>
17,0.4739583730697632,10.0,3,0.5666667222976685,4,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
18,0.4739583730697632,10.0,3,0.5666667222976685,8,0.0,256,rect,<function dropout at 0x7f583abe1a60>
19,0.4739583432674408,10.0,3,0.5666667222976685,8,0.0,512,rect,<function dropout at 0x7f583abe1a60>
20,0.4739583730697632,10.0,3,0.5666667222976685,8,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
21,0.4739583730697632,10.0,3,0.5666667222976685,8,0.5,256,rect,<function dropout at 0x7f583abe1a60>
22,0.4739583730697632,10.0,3,0.5666667222976685,8,0.5,512,rect,<function dropout at 0x7f583abe1a60>
23,0.4739583432674408,10.0,3,0.5666667222976685,8,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
24,0.4739583432674408,10.0,3,0.5666667222976685,16,0.0,256,rect,<function dropout at 0x7f583abe1a60>
25,0.4739583432674408,10.0,3,0.5666667222976685,16,0.0,512,rect,<function dropout at 0x7f583abe1a60>
26,0.4739583730697632,10.0,3,0.5666667222976685,16,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
27,0.4739583730697632,10.0,3,0.5666667222976685,16,0.5,256,rect,<function dropout at 0x7f583abe1a60>
28,0.4739583730697632,10.0,3,0.5666667222976685,16,0.5,512,rect,<function dropout at 0x7f583abe1a60>
29,0.4739583432674408,10.0,3,0.5666667222976685,16,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
30,0.4739583730697632,10.0,3,0.5666667222976685,32,0.0,256,rect,<function dropout at 0x7f583abe1a60>
31,0.4739583432674408,10.0,3,0.5666667222976685,32,0.0,512,rect,<function dropout at 0x7f583abe1a60>
32,0.4739583730697632,10.0,3,0.5666667222976685,32,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
33,0.4739583730697632,10.0,3,0.5666667222976685,32,0.5,256,rect,<function dropout at 0x7f583abe1a60>
34,0.4739583432674408,10.0,3,0.5666667222976685,32,0.5,512,rect,<function dropout at 0x7f583abe1a60>
35,0.4739583730697632,10.0,3,0.5666667222976685,32,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
36,0.4739583432674408,1.0,3,0.5666667222976685,2,0.0,256,rect,<function dropout at 0x7f583abe1a60>
37,0.4739583432674408,1.0,3,0.5666667222976685,2,0.0,512,rect,<function dropout at 0x7f583abe1a60>
38,0.4739583730697632,1.0,3,0.5666667222976685,2,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
39,0.4739583730697632,1.0,3,0.5666667222976685,2,0.5,256,rect,<function dropout at 0x7f583abe1a60>
40,0.4739583730697632,1.0,3,0.5666667222976685,2,0.5,512,rect,<function dropout at 0x7f583abe1a60>
41,0.4739583730697632,1.0,3,0.5666667222976685,2,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
42,0.4739583730697632,1.0,3,0.5666667222976685,3,0.0,256,rect,<function dropout at 0x7f583abe1a60>
43,0.4739583432674408,1.0,3,0.5666667222976685,3,0.0,512,rect,<function dropout at 0x7f583abe1a60>
44,0.4739583730697632,1.0,3,0.5666667222976685,3,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
45,0.4739583730697632,1.0,3,0.5666667222976685,3,0.5,256,rect,<function dropout at 0x7f583abe1a60>
46,0.4739583730697632,1.0,3,0.5666667222976685,3,0.5,512,rect,<function dropout at 0x7f583abe1a60>
47,0.4739583730697632,1.0,3,0.5666667222976685,3,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
48,0.4739583432674408,1.0,3,0.5666667222976685,4,0.0,256,rect,<function dropout at 0x7f583abe1a60>
49,0.4739583730697632,1.0,3,0.5666667222976685,4,0.0,512,rect,<function dropout at 0x7f583abe1a60>
50,0.4739583432674408,1.0,3,0.5666667222976685,4,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
51,0.4739583730697632,1.0,3,0.5666667222976685,4,0.5,256,rect,<function dropout at 0x7f583abe1a60>
52,0.4739583730697632,1.0,3,0.5666667222976685,4,0.5,512,rect,<function dropout at 0x7f583abe1a60>
53,0.4739583432674408,1.0,3,0.5666667222976685,4,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
54,0.47395840287208557,1.0,3,0.5666667222976685,8,0.0,256,rect,<function dropout at 0x7f583abe1a60>
55,0.47395840287208557,1.0,3,0.5666667222976685,8,0.0,512,rect,<function dropout at 0x7f583abe1a60>
56,0.4739583730697632,1.0,3,0.5666667222976685,8,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
57,0.4739583730697632,1.0,3,0.5666667222976685,8,0.5,256,rect,<function dropout at 0x7f583abe1a60>
58,0.4739583730697632,1.0,3,0.5666667222976685,8,0.5,512,rect,<function dropout at 0x7f583abe1a60>
59,0.4739583432674408,1.0,3,0.5666667222976685,8,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
60,0.47395840287208557,1.0,3,0.5666667222976685,16,0.0,256,rect,<function dropout at 0x7f583abe1a60>
61,0.47395840287208557,1.0,3,0.5666667222976685,16,0.0,512,rect,<function dropout at 0x7f583abe1a60>
62,0.4739583730697632,1.0,3,0.5666667222976685,16,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
63,0.4739583730697632,1.0,3,0.5666667222976685,16,0.5,256,rect,<function dropout at 0x7f583abe1a60>
64,0.4739583730697632,1.0,3,0.5666667222976685,16,0.5,512,rect,<function dropout at 0x7f583abe1a60>
65,0.4739583730697632,1.0,3,0.5666667222976685,16,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
66,0.47395840287208557,1.0,3,0.5666667222976685,32,0.0,256,rect,<function dropout at 0x7f583abe1a60>
67,0.47395840287208557,1.0,3,0.5666667222976685,32,0.0,512,rect,<function dropout at 0x7f583abe1a60>
68,0.4739583730697632,1.0,3,0.5666667222976685,32,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
69,0.4739583730697632,1.0,3,0.5666667222976685,32,0.5,256,rect,<function dropout at 0x7f583abe1a60>
70,0.4739583730697632,1.0,3,0.5666667222976685,32,0.5,512,rect,<function dropout at 0x7f583abe1a60>
71,0.4739583730697632,1.0,3,0.5666667222976685,32,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
72,0.8489583730697632,0.1,3,0.8600000381469727,2,0.0,256,rect,<function dropout at 0x7f583abe1a60>
73,0.8697917461395264,0.1,3,0.8711111545562745,2,0.0,512,rect,<function dropout at 0x7f583abe1a60>
74,0.8697917461395264,0.1,3,0.868888944387436,2,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
75,0.84375,0.1,3,0.8666667103767397,2,0.5,256,rect,<function dropout at 0x7f583abe1a60>
76,0.8802083730697632,0.1,3,0.8744444727897643,2,0.5,512,rect,<function dropout at 0x7f583abe1a60>
77,0.864583432674408,0.1,3,0.862222284078598,2,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
78,0.8802083730697632,0.1,3,0.8833333551883699,3,0.0,256,rect,<function dropout at 0x7f583abe1a60>
79,0.9427083730697632,0.1,3,0.9566666960716247,3,0.0,512,rect,<function dropout at 0x7f583abe1a60>
80,0.9479167461395264,0.1,3,0.9622222602367401,3,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
81,0.8593750596046448,0.1,3,0.8733333706855775,3,0.5,256,rect,<function dropout at 0x7f583abe1a60>
82,0.8906251192092896,0.1,3,0.8766667008399964,3,0.5,512,rect,<function dropout at 0x7f583abe1a60>
83,0.8333333730697632,0.1,3,0.8422222554683686,3,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
