,nstart,valAccuracy,nlayers,dR,learningrate,activationFn,layerForm,testAccuracy,dropoutFn
49,512,0.620689630508423,2,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
50,512,0.9689655065536498,2,0.0,0.1,3,rect,0.9075630903244019,<function dropout at 0x7fe888280a60>
51,512,0.918965494632721,2,0.0,0.01,3,rect,0.831932783126831,<function dropout at 0x7fe888280a60>
52,512,0.620689630508423,2,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
53,512,0.620689630508423,2,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
54,512,0.9465516865253448,2,0.5,0.1,3,rect,0.8487396240234375,<function dropout at 0x7fe888280a60>
55,512,0.898275864124298,2,0.5,0.01,3,rect,0.8319329023361206,<function dropout at 0x7fe888280a60>
56,512,0.620689630508423,3,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
57,512,0.620689630508423,3,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
58,512,0.9775862097740174,3,0.0,0.1,3,rect,0.890756368637085,<function dropout at 0x7fe888280a60>
59,512,0.934482717514038,3,0.0,0.01,3,rect,0.8739496469497681,<function dropout at 0x7fe888280a60>
60,512,0.620689630508423,3,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
61,512,0.620689630508423,3,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
62,512,0.9586206495761872,3,0.5,0.1,3,rect,0.890756368637085,<function dropout at 0x7fe888280a60>
63,512,0.9155172228813173,3,0.5,0.01,3,rect,0.8067227602005005,<function dropout at 0x7fe888280a60>
64,512,0.620689630508423,4,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
65,512,0.620689630508423,4,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
66,512,0.982758629322052,4,0.0,0.1,3,rect,0.8739496469497681,<function dropout at 0x7fe888280a60>
67,512,0.9103448152542115,4,0.0,0.01,3,rect,0.8571429252624512,<function dropout at 0x7fe888280a60>
68,512,0.620689630508423,4,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
69,512,0.620689630508423,4,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
70,512,0.9413792729377747,4,0.5,0.1,3,rect,0.8571429252624512,<function dropout at 0x7fe888280a60>
71,512,0.8982758641242982,4,0.5,0.01,3,rect,0.7731093168258667,<function dropout at 0x7fe888280a60>
72,512,0.620689630508423,8,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
73,512,0.620689630508423,8,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
74,512,0.6275861859321595,8,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
75,512,0.965517222881317,8,0.0,0.01,3,rect,0.890756368637085,<function dropout at 0x7fe888280a60>
76,512,0.620689630508423,8,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
77,512,0.620689630508423,8,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
78,512,0.620689630508423,8,0.5,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
79,512,0.5982758522033691,8,0.5,0.01,3,rect,0.5462185144424438,<function dropout at 0x7fe888280a60>
80,512,0.620689630508423,16,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
81,512,0.620689630508423,16,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
82,512,0.620689630508423,16,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
83,512,0.9568965137004852,16,0.0,0.01,3,rect,0.8403362035751343,<function dropout at 0x7fe888280a60>
84,512,0.620689630508423,16,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
85,512,0.620689630508423,16,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
86,512,0.620689630508423,16,0.5,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
87,512,0.5620689570903779,16,0.5,0.01,3,rect,0.4369748532772064,<function dropout at 0x7fe888280a60>
88,512,0.620689630508423,32,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
89,512,0.620689630508423,32,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
90,512,0.620689630508423,32,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
91,512,0.9827585816383364,32,0.0,0.01,3,rect,0.890756368637085,<function dropout at 0x7fe888280a60>
92,512,0.620689630508423,32,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
93,512,0.620689630508423,32,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
94,512,0.620689630508423,32,0.5,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
95,512,0.620689630508423,32,0.5,0.01,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
96,1024,0.620689630508423,2,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
97,1024,0.620689630508423,2,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
98,1024,0.9827586412429811,2,0.0,0.1,3,rect,0.8823530673980713,<function dropout at 0x7fe888280a60>
99,1024,0.9465516686439516,2,0.0,0.01,3,rect,0.8571429252624512,<function dropout at 0x7fe888280a60>
100,1024,0.620689630508423,2,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
101,1024,0.620689630508423,2,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
102,1024,0.9862069010734559,2,0.5,0.1,3,rect,0.8655463457107544,<function dropout at 0x7fe888280a60>
103,1024,0.9448275327682497,2,0.5,0.01,3,rect,0.8571429252624512,<function dropout at 0x7fe888280a60>
104,1024,0.620689630508423,3,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
105,1024,0.620689630508423,3,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
106,1024,0.965517222881317,3,0.0,0.1,3,rect,0.8823530673980713,<function dropout at 0x7fe888280a60>
107,1024,0.9689655005931855,3,0.0,0.01,3,rect,0.8655463457107544,<function dropout at 0x7fe888280a60>
108,1024,0.620689630508423,3,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
109,1024,0.620689630508423,3,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
110,1024,0.9689654886722566,3,0.5,0.1,3,rect,0.8571429252624512,<function dropout at 0x7fe888280a60>
111,1024,0.9224137663841246,3,0.5,0.01,3,rect,0.7983194589614868,<function dropout at 0x7fe888280a60>
112,1024,0.620689630508423,4,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
113,1024,0.620689630508423,4,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
114,1024,0.620689630508423,4,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
115,1024,0.9620689392089843,4,0.0,0.01,3,rect,0.848739504814148,<function dropout at 0x7fe888280a60>
116,1024,0.620689630508423,4,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
117,1024,0.620689630508423,4,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
118,1024,0.9620689332485199,4,0.5,0.1,3,rect,0.890756368637085,<function dropout at 0x7fe888280a60>
119,1024,0.9206896305084228,4,0.5,0.01,3,rect,0.7815127372741699,<function dropout at 0x7fe888280a60>
120,1024,0.620689630508423,8,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
121,1024,0.620689630508423,8,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
122,1024,0.620689630508423,8,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
123,1024,0.9982758581638335,8,0.0,0.01,3,rect,0.8823529481887817,<function dropout at 0x7fe888280a60>
124,1024,0.620689630508423,8,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
125,1024,0.620689630508423,8,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
126,1024,0.620689630508423,8,0.5,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
127,1024,0.7310344815254213,8,0.5,0.01,3,rect,0.7310925722122192,<function dropout at 0x7fe888280a60>
128,1024,0.620689630508423,16,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
129,1024,0.620689630508423,16,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
130,1024,0.620689630508423,16,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
131,1024,0.9827586412429811,16,0.0,0.01,3,rect,0.8739496469497681,<function dropout at 0x7fe888280a60>
132,1024,0.620689630508423,16,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
133,1024,0.620689630508423,16,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
134,1024,0.620689630508423,16,0.5,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
135,1024,0.620689630508423,16,0.5,0.01,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
136,1024,0.620689630508423,32,0.0,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
137,1024,0.620689630508423,32,0.0,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
138,1024,0.620689630508423,32,0.0,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
139,1024,0.9827586412429811,32,0.0,0.01,3,rect,0.8739496469497681,<function dropout at 0x7fe888280a60>
140,1024,0.620689630508423,32,0.5,10.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
141,1024,0.620689630508423,32,0.5,1.0,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
142,1024,0.620689630508423,32,0.5,0.1,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
143,1024,0.620689630508423,32,0.5,0.01,3,rect,0.571428656578064,<function dropout at 0x7fe888280a60>
