,valAccuracy,dR,activationFn,layerForm,dropoutFn,testAccuracy,nlayers,learningrate,nstart
0,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,10.0,256
1,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,10.0,512
2,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,10.0,1024
3,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,1.0,256
4,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,1.0,512
5,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,1.0,1024
6,0.420000034570694,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5365853309631348,2,0.1,256
7,0.34000002443790434,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4999999701976776,2,0.1,512
8,0.33000002205371853,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048300743103,2,0.1,1024
9,0.41666670143604284,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,2,0.01,256
10,0.3700000375509263,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4999999701976776,2,0.01,512
11,0.38333337008953106,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5731706619262695,2,0.01,1024
12,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,10.0,256
13,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,10.0,512
14,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,10.0,1024
15,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,1.0,256
16,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,1.0,512
17,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,1.0,1024
18,0.3133333593606949,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.47560974955558777,3,0.1,256
19,0.3700000315904617,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4268292784690857,3,0.1,512
20,0.3366666972637176,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048300743103,3,0.1,1024
21,0.4333333671092987,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,3,0.01,256
22,0.3700000375509263,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5365853309631348,3,0.01,512
23,0.41666670143604284,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,3,0.01,1024
24,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,10.0,256
25,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,10.0,512
26,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,10.0,1024
27,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,1.0,256
28,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,1.0,512
29,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,1.0,1024
30,0.33666669130325316,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5,4,0.1,256
31,0.3266666978597641,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,4,0.1,512
32,0.3033333569765091,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,4,0.1,1024
33,0.46666669249534604,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5365853309631348,4,0.01,256
34,0.4000000357627869,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,4,0.01,512
