,valAccuracy,dR,activationFn,layerForm,dropoutFn,testAccuracy,nlayers,learningrate,nstart
35,0.38333335816860203,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,4,0.01,1024
36,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,10.0,256
37,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,10.0,512
38,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,10.0,1024
39,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,1.0,256
40,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,1.0,512
41,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,1.0,1024
42,0.3600000321865082,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4756097197532654,8,0.1,256
43,0.3200000256299973,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.46341460943222046,8,0.1,512
44,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,0.1,1024
45,0.4233333677053452,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5243902206420898,8,0.01,256
46,0.333333358168602,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5609756112098694,8,0.01,512
47,0.3933333694934846,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5,8,0.01,1024
48,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,10.0,256
49,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,10.0,512
50,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,10.0,1024
51,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,1.0,256
52,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,1.0,512
53,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,1.0,1024
54,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,0.1,256
55,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,0.1,512
56,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,0.1,1024
57,0.30333335697650915,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,16,0.01,256
58,0.3100000232458115,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4390243887901306,16,0.01,512
59,0.31333336532115935,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048300743103,16,0.01,1024
60,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,10.0,256
61,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,10.0,512
62,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,10.0,1024
63,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,1.0,256
64,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,1.0,512
65,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,1.0,1024
66,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.1,256
67,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.1,512
68,0.26666668057441717,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.1,1024
69,0.3633333683013916,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.45121949911117554,32,0.01,256
70,0.41333336830139167,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048896789551,32,0.01,512
71,0.3966666996479035,0.0,3,rect,<function dropout at 0x7f33fddb8a60>,0.5,32,0.01,1024
72,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,10.0,256
73,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,10.0,512
74,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,10.0,1024
75,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,1.0,256
76,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,1.0,512
77,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,2,1.0,1024
78,0.3733333677053452,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4999999701976776,2,0.1,256
79,0.3566667020320893,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4756097197532654,2,0.1,512
80,0.3466666996479035,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5,2,0.1,1024
81,0.4000000357627869,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,2,0.01,256
82,0.3833333730697633,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5609755516052246,2,0.01,512
83,0.34333337247371676,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048598766327,2,0.01,1024
84,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,10.0,256
85,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,10.0,512
86,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,10.0,1024
87,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,1.0,256
88,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,1.0,512
89,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,3,1.0,1024
90,0.3700000375509262,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4999999701976776,3,0.1,256
91,0.3366667002439499,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,3,0.1,512
92,0.32333334982395173,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.37804877758026123,3,0.1,1024
93,0.3633333712816239,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5853658318519592,3,0.01,256
94,0.35000003874301916,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5609755516052246,3,0.01,512
95,0.37000003755092625,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,3,0.01,1024
96,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,10.0,256
97,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,10.0,512
98,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,10.0,1024
99,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,1.0,256
100,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,1.0,512
101,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,4,1.0,1024
102,0.3433333635330201,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5487804412841797,4,0.1,256
103,0.3666666984558106,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048598766327,4,0.1,512
104,0.31333335638046267,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4024389982223511,4,0.1,1024
105,0.42666670083999636,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,4,0.01,256
106,0.39666670262813575,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048598766327,4,0.01,512
107,0.383333370089531,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.5121951103210449,4,0.01,1024
108,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,10.0,256
109,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,10.0,512
110,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,10.0,1024
111,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,1.0,256
112,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,1.0,512
113,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,1.0,1024
114,0.22666667923331263,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,0.1,256
115,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,0.1,512
116,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,8,0.1,1024
117,0.34333336353302,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.2926829159259796,8,0.01,256
118,0.26000002622604373,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.31707316637039185,8,0.01,512
119,0.3700000345706941,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.4878048896789551,8,0.01,1024
120,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,10.0,256
121,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,10.0,512
122,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,10.0,1024
123,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,1.0,256
124,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,1.0,512
125,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,1.0,1024
126,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,0.1,256
127,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,0.1,512
128,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,16,0.1,1024
129,0.060000003874301926,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.10975609719753265,16,0.01,256
130,0.1600000113248825,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.08536584675312042,16,0.01,512
131,0.13666667528450488,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.0731707289814949,16,0.01,1024
132,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,10.0,256
133,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,10.0,512
134,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,10.0,1024
135,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,1.0,256
136,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,1.0,512
137,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,1.0,1024
138,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.1,256
139,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.1,512
140,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.1,1024
141,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.01,256
142,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.01,512
143,0.26666668057441717,0.5,3,rect,<function dropout at 0x7f33fddb8a60>,0.3048780560493469,32,0.01,1024
