,valAccuracy,layerForm,nstart,testAccuracy,dropoutFn,dR,nlayers,learningrate,activationFn
0,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,2,10.0,3
1,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,2,1.0,3
2,0.8631868422031402,rect,256,0.8519999384880066,<function dropout at 0x7f475c427a60>,0.0,2,0.1,3
3,0.865567809343338,rect,256,0.8664000034332275,<function dropout at 0x7f475c427a60>,0.0,2,0.01,3
4,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,3,10.0,3
5,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,3,1.0,3
6,0.8697802543640137,rect,256,0.8575999736785889,<function dropout at 0x7f475c427a60>,0.0,3,0.1,3
7,0.8631868660449983,rect,256,0.8655999898910522,<function dropout at 0x7f475c427a60>,0.0,3,0.01,3
8,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,4,10.0,3
9,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,4,1.0,3
10,0.8542124927043915,rect,256,0.8687999248504639,<function dropout at 0x7f475c427a60>,0.0,4,0.1,3
11,0.8664835631847382,rect,256,0.8479998707771301,<function dropout at 0x7f475c427a60>,0.0,4,0.01,3
12,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,8,10.0,3
13,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,8,1.0,3
14,0.8560440063476563,rect,256,0.8375999927520752,<function dropout at 0x7f475c427a60>,0.0,8,0.1,3
15,0.8531136035919189,rect,256,0.832800030708313,<function dropout at 0x7f475c427a60>,0.0,8,0.01,3
16,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,10.0,3
17,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,1.0,3
18,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,0.1,3
19,0.8510989189147949,rect,256,0.843999981880188,<function dropout at 0x7f475c427a60>,0.0,16,0.01,3
20,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,32,10.0,3
21,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,32,1.0,3
22,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,32,0.1,3
23,0.845604419708252,rect,256,0.8143999576568604,<function dropout at 0x7f475c427a60>,0.0,32,0.01,3
24,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,2,10.0,3
25,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,2,1.0,3
26,0.8644688963890076,rect,256,0.8583999872207642,<function dropout at 0x7f475c427a60>,0.5,2,0.1,3
27,0.8723443508148193,rect,256,0.8655999302864075,<function dropout at 0x7f475c427a60>,0.5,2,0.01,3
28,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,3,10.0,3
29,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,3,1.0,3
30,0.8553113818168638,rect,256,0.8527998924255371,<function dropout at 0x7f475c427a60>,0.5,3,0.1,3
31,0.847802221775055,rect,256,0.8511999249458313,<function dropout at 0x7f475c427a60>,0.5,3,0.01,3
32,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,4,10.0,3
33,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,4,1.0,3
34,0.8597070097923277,rect,256,0.8687999844551086,<function dropout at 0x7f475c427a60>,0.5,4,0.1,3
35,0.8677655935287476,rect,256,0.8639999628067017,<function dropout at 0x7f475c427a60>,0.5,4,0.01,3
36,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,8,10.0,3
37,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,8,1.0,3
38,0.858058625459671,rect,256,0.8319999575614929,<function dropout at 0x7f475c427a60>,0.5,8,0.1,3
39,0.7100732982158661,rect,256,0.7455999851226807,<function dropout at 0x7f475c427a60>,0.5,8,0.01,3
40,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,16,10.0,3
41,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,16,1.0,3
42,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,16,0.1,3
43,0.3750915884971618,rect,256,0.36559998989105225,<function dropout at 0x7f475c427a60>,0.5,16,0.01,3
44,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,32,10.0,3
45,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,32,1.0,3
46,0.3644688725471496,rect,256,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,32,0.1,3
47,0.3644688725471496,rect,256,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,32,0.01,3
48,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,2,10.0,3
49,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,2,1.0,3
50,0.8650183558464051,rect,512,0.843999981880188,<function dropout at 0x7f475c427a60>,0.0,2,0.1,3
51,0.8791209220886229,rect,512,0.8583999872207642,<function dropout at 0x7f475c427a60>,0.0,2,0.01,3
52,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,3,10.0,3
53,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,3,1.0,3
54,0.8549450874328614,rect,512,0.8487999439239502,<function dropout at 0x7f475c427a60>,0.0,3,0.1,3
55,0.8705128371715547,rect,512,0.855199933052063,<function dropout at 0x7f475c427a60>,0.0,3,0.01,3
56,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,4,10.0,3
57,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,4,1.0,3
