,testAccuracy,activationFn,learningrate,valAccuracy,dropoutFn,dR,nlayers,nstart,layerForm
57,0.5789474248886108,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,3,256,cone
58,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,3,512,cone
59,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,3,1024,cone
60,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,4,256,cone
61,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,4,512,cone
62,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,4,1024,cone
63,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,256,cone
64,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,512,cone
65,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,1024,cone
66,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,256,cone
67,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,512,cone
68,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,1024,cone
69,0.5789474248886108,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,256,cone
70,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,512,cone
71,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,1024,cone
72,0.9166667461395264,3,0.1,0.9302751779556275,<function dropout at 0x7f0b454a0a60>,0.0,2,256,cone
73,0.9210526943206787,3,0.1,0.9220183074474335,<function dropout at 0x7f0b454a0a60>,0.0,2,512,cone
74,0.9122806787490845,3,0.1,0.925688022375107,<function dropout at 0x7f0b454a0a60>,0.0,2,1024,cone
75,0.8991228342056274,3,0.1,0.9458714962005617,<function dropout at 0x7f0b454a0a60>,0.0,3,256,cone
76,0.9298245906829834,3,0.1,0.9376146018505098,<function dropout at 0x7f0b454a0a60>,0.0,3,512,cone
77,0.9210526943206787,3,0.1,0.9266054511070252,<function dropout at 0x7f0b454a0a60>,0.0,3,1024,cone
78,0.8947368860244751,3,0.1,0.9146788597106933,<function dropout at 0x7f0b454a0a60>,0.0,4,256,cone
79,0.9166667461395264,3,0.1,0.9477063536643984,<function dropout at 0x7f0b454a0a60>,0.0,4,512,cone
80,0.9122806191444397,3,0.1,0.9376146137714387,<function dropout at 0x7f0b454a0a60>,0.0,4,1024,cone
81,0.9122806787490845,3,0.1,0.9036696791648865,<function dropout at 0x7f0b454a0a60>,0.0,8,256,cone
82,0.9122807383537292,3,0.1,0.9229357361793519,<function dropout at 0x7f0b454a0a60>,0.0,8,512,cone
83,0.8640351295471191,3,0.1,0.9321100413799287,<function dropout at 0x7f0b454a0a60>,0.0,8,1024,cone
84,0.9078946709632874,3,0.1,0.9275228798389435,<function dropout at 0x7f0b454a0a60>,0.0,16,256,cone
85,0.912280797958374,3,0.1,0.9256880044937135,<function dropout at 0x7f0b454a0a60>,0.0,16,512,cone
86,0.9166667461395264,3,0.1,0.9403669238090516,<function dropout at 0x7f0b454a0a60>,0.0,16,1024,cone
87,0.890350878238678,3,0.1,0.9266054511070252,<function dropout at 0x7f0b454a0a60>,0.0,32,256,cone
88,0.9210526347160339,3,0.1,0.9293577492237091,<function dropout at 0x7f0b454a0a60>,0.0,32,512,cone
89,0.4078947901725769,3,0.1,0.39449536800384527,<function dropout at 0x7f0b454a0a60>,0.0,32,1024,cone
90,0.9122806787490845,3,0.1,0.9211008846759796,<function dropout at 0x7f0b454a0a60>,0.5,2,256,cone
91,0.9078947305679321,3,0.1,0.9266054630279541,<function dropout at 0x7f0b454a0a60>,0.5,2,512,cone
92,0.9078946709632874,3,0.1,0.9201834440231323,<function dropout at 0x7f0b454a0a60>,0.5,2,1024,cone
93,0.8903508186340332,3,0.1,0.899999976158142,<function dropout at 0x7f0b454a0a60>,0.5,3,256,cone
94,0.8991227746009827,3,0.1,0.9110091388225555,<function dropout at 0x7f0b454a0a60>,0.5,3,512,cone
95,0.925438642501831,3,0.1,0.935779768228531,<function dropout at 0x7f0b454a0a60>,0.5,3,1024,cone
96,0.8903509378433228,3,0.1,0.8871559202671051,<function dropout at 0x7f0b454a0a60>,0.5,4,256,cone
97,0.9035087823867798,3,0.1,0.9146788775920867,<function dropout at 0x7f0b454a0a60>,0.5,4,512,cone
98,0.8991228342056274,3,0.1,0.9064219892024992,<function dropout at 0x7f0b454a0a60>,0.5,4,1024,cone
99,0.7280702590942383,3,0.1,0.7376146435737609,<function dropout at 0x7f0b454a0a60>,0.5,8,256,cone
100,0.5789473652839661,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,512,cone
101,0.5789473652839661,3,0.1,0.6146788835525512,<function dropout at 0x7f0b454a0a60>,0.5,8,1024,cone
102,0.5789474248886108,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,256,cone
103,0.5789473652839661,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,512,cone
104,0.5789474248886108,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,1024,cone
105,0.5789474248886108,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,256,cone
106,0.5789474248886108,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,512,cone
107,0.5789474248886108,3,0.1,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,1024,cone
108,0.9078947305679321,3,0.01,0.9082568585872649,<function dropout at 0x7f0b454a0a60>,0.0,2,256,cone
109,0.9078947901725769,3,0.01,0.939449465274811,<function dropout at 0x7f0b454a0a60>,0.0,2,512,cone
110,0.9166666865348816,3,0.01,0.9321100354194642,<function dropout at 0x7f0b454a0a60>,0.0,2,1024,cone
111,0.9078947305679321,3,0.01,0.9266054630279541,<function dropout at 0x7f0b454a0a60>,0.0,3,256,cone
112,0.925438642501831,3,0.01,0.9357797503471376,<function dropout at 0x7f0b454a0a60>,0.0,3,512,cone
113,0.9210526943206787,3,0.01,0.9357797741889955,<function dropout at 0x7f0b454a0a60>,0.0,3,1024,cone
114,0.9122806191444397,3,0.01,0.9174311339855195,<function dropout at 0x7f0b454a0a60>,0.0,4,256,cone
115,0.8991227746009827,3,0.01,0.9211008846759795,<function dropout at 0x7f0b454a0a60>,0.0,4,512,cone
116,0.925438642501831,3,0.01,0.9357797503471376,<function dropout at 0x7f0b454a0a60>,0.0,4,1024,cone
117,0.9210526347160339,3,0.01,0.949541223049164,<function dropout at 0x7f0b454a0a60>,0.0,8,256,cone
118,0.9210525751113892,3,0.01,0.9422017872333528,<function dropout at 0x7f0b454a0a60>,0.0,8,512,cone
119,0.9298244714736938,3,0.01,0.939449465274811,<function dropout at 0x7f0b454a0a60>,0.0,8,1024,cone
120,0.9342105984687805,3,0.01,0.935779756307602,<function dropout at 0x7f0b454a0a60>,0.0,16,256,cone
121,0.9166666865348816,3,0.01,0.9146788656711577,<function dropout at 0x7f0b454a0a60>,0.0,16,512,cone
122,0.9254385232925415,3,0.01,0.9247705996036529,<function dropout at 0x7f0b454a0a60>,0.0,16,1024,cone
123,0.9035087823867798,3,0.01,0.9486238002777101,<function dropout at 0x7f0b454a0a60>,0.0,32,256,cone
124,0.9122807383537292,3,0.01,0.9045871078968047,<function dropout at 0x7f0b454a0a60>,0.0,32,512,cone
125,0.8815789818763733,3,0.01,0.9155963063240051,<function dropout at 0x7f0b454a0a60>,0.0,32,1024,cone
126,0.8596490621566772,3,0.01,0.9055045843124389,<function dropout at 0x7f0b454a0a60>,0.5,2,256,cone
127,0.9035087823867798,3,0.01,0.899999976158142,<function dropout at 0x7f0b454a0a60>,0.5,2,512,cone
128,0.9035088419914246,3,0.01,0.9100917220115661,<function dropout at 0x7f0b454a0a60>,0.5,2,1024,cone
129,0.8157894611358643,3,0.01,0.8330274343490601,<function dropout at 0x7f0b454a0a60>,0.5,3,256,cone
130,0.872806966304779,3,0.01,0.895412826538086,<function dropout at 0x7f0b454a0a60>,0.5,3,512,cone
131,0.9122806787490845,3,0.01,0.9284403502941131,<function dropout at 0x7f0b454a0a60>,0.5,3,1024,cone
132,0.8157894611358643,3,0.01,0.8293577373027801,<function dropout at 0x7f0b454a0a60>,0.5,4,256,cone
133,0.8421052694320679,3,0.01,0.8678898930549623,<function dropout at 0x7f0b454a0a60>,0.5,4,512,cone
134,0.8728070259094238,3,0.01,0.8788990914821626,<function dropout at 0x7f0b454a0a60>,0.5,4,1024,cone
135,0.5789473652839661,3,0.01,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,256,cone
136,0.5921053290367126,3,0.01,0.5963302493095398,<function dropout at 0x7f0b454a0a60>,0.5,8,512,cone
137,0.7982456684112549,3,0.01,0.7550458133220672,<function dropout at 0x7f0b454a0a60>,0.5,8,1024,cone
138,0.35087719559669495,3,0.01,0.47339446246623995,<function dropout at 0x7f0b454a0a60>,0.5,16,256,cone
139,0.37280702590942383,3,0.01,0.37706420421600345,<function dropout at 0x7f0b454a0a60>,0.5,16,512,cone
140,0.5833333730697632,3,0.01,0.6256880402565003,<function dropout at 0x7f0b454a0a60>,0.5,16,1024,cone
141,0.5701754689216614,3,0.01,0.6073394238948822,<function dropout at 0x7f0b454a0a60>,0.5,32,256,cone
142,0.5789473652839661,3,0.01,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,512,cone
143,0.5789473652839661,3,0.01,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,1024,cone
