,testAccuracy,activationFn,learningrate,valAccuracy,dropoutFn,dR,nlayers,nstart,layerForm
0,0.4078947603702545,3,10.0,0.39449536800384527,<function dropout at 0x7f0b454a0a60>,0.0,2,256,cone
1,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,2,512,cone
2,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,2,1024,cone
3,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,3,256,cone
4,0.5789474248886108,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,3,512,cone
5,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,3,1024,cone
6,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,4,256,cone
7,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,4,512,cone
8,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,4,1024,cone
9,0.5789473652839661,3,10.0,0.5422018110752106,<function dropout at 0x7f0b454a0a60>,0.0,8,256,cone
10,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,8,512,cone
11,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,8,1024,cone
12,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,16,256,cone
13,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,16,512,cone
14,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,16,1024,cone
15,0.40789473056793213,3,10.0,0.5422018110752106,<function dropout at 0x7f0b454a0a60>,0.0,32,256,cone
16,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,32,512,cone
17,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,32,1024,cone
18,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,2,256,cone
19,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,2,512,cone
20,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,2,1024,cone
21,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,3,256,cone
22,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,3,512,cone
23,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,3,1024,cone
24,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,4,256,cone
25,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,4,512,cone
26,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,4,1024,cone
27,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,256,cone
28,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,512,cone
29,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,8,1024,cone
30,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,256,cone
31,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,512,cone
32,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,16,1024,cone
33,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,256,cone
34,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,512,cone
35,0.5789473652839661,3,10.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,32,1024,cone
36,0.5789474248886108,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,2,256,cone
37,0.41228070855140686,3,1.0,0.4211008816957473,<function dropout at 0x7f0b454a0a60>,0.0,2,512,cone
38,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,2,1024,cone
39,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,3,256,cone
40,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,3,512,cone
41,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,3,1024,cone
42,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,4,256,cone
43,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,4,512,cone
44,0.5789474248886108,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,4,1024,cone
45,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,8,256,cone
46,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,8,512,cone
47,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,8,1024,cone
48,0.5789474248886108,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,16,256,cone
49,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,16,512,cone
50,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,16,1024,cone
51,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,32,256,cone
52,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.0,32,512,cone
53,0.40789473056793213,3,1.0,0.563302731513977,<function dropout at 0x7f0b454a0a60>,0.0,32,1024,cone
54,0.4078947603702545,3,1.0,0.4155962884426118,<function dropout at 0x7f0b454a0a60>,0.5,2,256,cone
55,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,2,512,cone
56,0.5789473652839661,3,1.0,0.6055045723915099,<function dropout at 0x7f0b454a0a60>,0.5,2,1024,cone
