,dR,nlayers,dropoutFn,learningrate,layerForm,valAccuracy,testAccuracy,nstart,activationFn
104,0.5,4,<function dropout at 0x7f588976aa60>,0.1,rect,0.5892857372760772,0.6438356041908264,1024,3
105,0.5,4,<function dropout at 0x7f588976aa60>,0.01,rect,0.8214285969734192,0.8219177722930908,256,3
106,0.5,4,<function dropout at 0x7f588976aa60>,0.01,rect,0.8214285969734192,0.835616409778595,512,3
107,0.5,4,<function dropout at 0x7f588976aa60>,0.01,rect,0.8178571522235871,0.8493150472640991,1024,3
108,0.5,8,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,256,3
109,0.5,8,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,512,3
110,0.5,8,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,1024,3
111,0.5,8,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,256,3
112,0.5,8,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,512,3
113,0.5,8,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,1024,3
114,0.5,8,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,256,3
115,0.5,8,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,512,3
116,0.5,8,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,1024,3
117,0.5,8,<function dropout at 0x7f588976aa60>,0.01,rect,0.8214285969734192,0.8630136847496033,256,3
118,0.5,8,<function dropout at 0x7f588976aa60>,0.01,rect,0.8107142984867096,0.8493150472640991,512,3
119,0.5,8,<function dropout at 0x7f588976aa60>,0.01,rect,0.7928571581840517,0.835616409778595,1024,3
120,0.5,16,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,256,3
121,0.5,16,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,512,3
122,0.5,16,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,1024,3
123,0.5,16,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,256,3
124,0.5,16,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,512,3
125,0.5,16,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,1024,3
126,0.5,16,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,256,3
127,0.5,16,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,512,3
128,0.5,16,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,1024,3
129,0.5,16,<function dropout at 0x7f588976aa60>,0.01,rect,0.4500000029802323,0.2876712381839752,256,3
130,0.5,16,<function dropout at 0x7f588976aa60>,0.01,rect,0.5714285969734191,0.6438356041908264,512,3
131,0.5,16,<function dropout at 0x7f588976aa60>,0.01,rect,0.5714285969734191,0.6438356041908264,1024,3
132,0.5,32,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,256,3
133,0.5,32,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,512,3
134,0.5,32,<function dropout at 0x7f588976aa60>,10.0,rect,0.5714285969734191,0.6438356041908264,1024,3
135,0.5,32,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,256,3
136,0.5,32,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,512,3
137,0.5,32,<function dropout at 0x7f588976aa60>,1.0,rect,0.5714285969734191,0.6438356041908264,1024,3
138,0.5,32,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,256,3
139,0.5,32,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,512,3
140,0.5,32,<function dropout at 0x7f588976aa60>,0.1,rect,0.5714285969734191,0.6438356041908264,1024,3
141,0.5,32,<function dropout at 0x7f588976aa60>,0.01,rect,0.5714285969734191,0.6438356041908264,256,3
142,0.5,32,<function dropout at 0x7f588976aa60>,0.01,rect,0.5714285969734191,0.6438356041908264,512,3
143,0.5,32,<function dropout at 0x7f588976aa60>,0.01,rect,0.5714285969734191,0.6438356041908264,1024,3
