,nstart,valAccuracy,dropoutFn,dR,testAccuracy,nlayers,learningrate,layerForm,activationFn
37,256,0.41627907752990717,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,8,1.0,cone,3
38,256,0.6069767355918885,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,8,0.1,cone,3
39,256,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,8,0.01,cone,3
40,256,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,10.0,cone,3
41,256,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,1.0,cone,3
42,256,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,16,0.1,cone,3
43,256,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,16,0.01,cone,3
44,256,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,10.0,cone,3
45,256,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,32,1.0,cone,3
46,256,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,32,0.1,cone,3
47,256,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,32,0.01,cone,3
48,512,0.4232558250427245,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,2,10.0,cone,3
49,512,0.41627907752990717,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,2,1.0,cone,3
50,512,0.939534854888916,<function dropout at 0x7f27343c0a60>,0.0,0.9204545021057129,2,0.1,cone,3
51,512,0.9232557952404022,<function dropout at 0x7f27343c0a60>,0.0,0.8636363744735718,2,0.01,cone,3
52,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,3,10.0,cone,3
53,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,3,1.0,cone,3
54,512,0.9651162624359132,<function dropout at 0x7f27343c0a60>,0.0,0.9545454978942871,3,0.1,cone,3
55,512,0.9069767594337463,<function dropout at 0x7f27343c0a60>,0.0,0.8863636255264282,3,0.01,cone,3
56,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,4,10.0,cone,3
57,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,4,1.0,cone,3
58,512,0.9837209224700928,<function dropout at 0x7f27343c0a60>,0.0,0.9204545021057129,4,0.1,cone,3
59,512,0.9302325248718261,<function dropout at 0x7f27343c0a60>,0.0,0.875,4,0.01,cone,3
60,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,8,10.0,cone,3
61,512,0.41627907752990717,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,8,1.0,cone,3
62,512,0.9093022942543029,<function dropout at 0x7f27343c0a60>,0.0,0.9431818723678589,8,0.1,cone,3
63,512,0.9767441749572756,<function dropout at 0x7f27343c0a60>,0.0,0.9545454978942871,8,0.01,cone,3
64,512,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,16,10.0,cone,3
65,512,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,16,1.0,cone,3
66,512,0.9069767594337463,<function dropout at 0x7f27343c0a60>,0.0,0.9318181276321411,16,0.1,cone,3
67,512,0.8627907335758209,<function dropout at 0x7f27343c0a60>,0.0,0.8068181276321411,16,0.01,cone,3
68,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,32,10.0,cone,3
69,512,0.5627906918525697,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,32,1.0,cone,3
70,512,0.711627906560898,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,32,0.1,cone,3
71,512,0.9209302186965941,<function dropout at 0x7f27343c0a60>,0.0,0.8863636255264282,32,0.01,cone,3
72,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,2,10.0,cone,3
73,512,0.4604651272296905,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,2,1.0,cone,3
74,512,0.944186019897461,<function dropout at 0x7f27343c0a60>,0.5,0.9204545021057129,2,0.1,cone,3
75,512,0.9069766998291017,<function dropout at 0x7f27343c0a60>,0.5,0.8863636255264282,2,0.01,cone,3
76,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,3,10.0,cone,3
77,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,3,1.0,cone,3
78,512,0.9348836898803711,<function dropout at 0x7f27343c0a60>,0.5,0.9090908765792847,3,0.1,cone,3
79,512,0.9325581073760985,<function dropout at 0x7f27343c0a60>,0.5,0.8977272510528564,3,0.01,cone,3
80,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,4,10.0,cone,3
81,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,4,1.0,cone,3
82,512,0.9372092723846436,<function dropout at 0x7f27343c0a60>,0.5,0.9090908765792847,4,0.1,cone,3
83,512,0.9162790656089781,<function dropout at 0x7f27343c0a60>,0.5,0.8522727489471436,4,0.01,cone,3
84,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,8,10.0,cone,3
85,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,8,1.0,cone,3
86,512,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,8,0.1,cone,3
87,512,0.7813953638076783,<function dropout at 0x7f27343c0a60>,0.5,0.6931818127632141,8,0.01,cone,3
88,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,10.0,cone,3
89,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,1.0,cone,3
90,512,0.6139534831047059,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,16,0.1,cone,3
91,512,0.6162790656089783,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,16,0.01,cone,3
92,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,10.0,cone,3
93,512,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,1.0,cone,3
94,512,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,32,0.1,cone,3
95,512,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,32,0.01,cone,3
96,1024,0.6744186282157897,<function dropout at 0x7f27343c0a60>,0.0,0.6704545617103577,2,10.0,cone,3
97,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,2,1.0,cone,3
98,1024,0.9720930099487306,<function dropout at 0x7f27343c0a60>,0.0,0.9204545617103577,2,0.1,cone,3
99,1024,0.9069767594337463,<function dropout at 0x7f27343c0a60>,0.0,0.8863636255264282,2,0.01,cone,3
100,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,3,10.0,cone,3
101,1024,0.40697675347328177,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,3,1.0,cone,3
102,1024,0.9651162624359133,<function dropout at 0x7f27343c0a60>,0.0,0.9204546213150024,3,0.1,cone,3
103,1024,0.9069767594337463,<function dropout at 0x7f27343c0a60>,0.0,0.8636363744735718,3,0.01,cone,3
104,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,4,10.0,cone,3
105,1024,0.5209302306175232,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,4,1.0,cone,3
106,1024,0.9744185924530031,<function dropout at 0x7f27343c0a60>,0.0,0.9204545021057129,4,0.1,cone,3
107,1024,0.8953488290309904,<function dropout at 0x7f27343c0a60>,0.0,0.8863636255264282,4,0.01,cone,3
108,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,8,10.0,cone,3
109,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.0,0.35227274894714355,8,1.0,cone,3
110,1024,0.9232557952404021,<function dropout at 0x7f27343c0a60>,0.0,0.9090908765792847,8,0.1,cone,3
111,1024,0.9604650974273683,<function dropout at 0x7f27343c0a60>,0.0,0.8977272510528564,8,0.01,cone,3
112,1024,0.5627906918525697,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,16,10.0,cone,3
113,1024,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,16,1.0,cone,3
114,1024,0.9186046481132507,<function dropout at 0x7f27343c0a60>,0.0,0.8636363744735718,16,0.1,cone,3
115,1024,0.8976744294166564,<function dropout at 0x7f27343c0a60>,0.0,0.9545454978942871,16,0.01,cone,3
116,1024,0.5627906918525696,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,32,10.0,cone,3
117,1024,0.6046511530876161,<function dropout at 0x7f27343c0a60>,0.0,0.6477272510528564,32,1.0,cone,3
118,1024,0.890697681903839,<function dropout at 0x7f27343c0a60>,0.0,0.8636363744735718,32,0.1,cone,3
119,1024,0.934883689880371,<function dropout at 0x7f27343c0a60>,0.0,0.9090908765792847,32,0.01,cone,3
120,1024,0.41627907752990717,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,2,10.0,cone,3
121,1024,0.43720930814743036,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,2,1.0,cone,3
122,1024,0.953488349914551,<function dropout at 0x7f27343c0a60>,0.5,0.9318181276321411,2,0.1,cone,3
123,1024,0.9162790417671203,<function dropout at 0x7f27343c0a60>,0.5,0.8636363744735718,2,0.01,cone,3
124,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,3,10.0,cone,3
125,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,3,1.0,cone,3
126,1024,0.9209302186965942,<function dropout at 0x7f27343c0a60>,0.5,0.8977272510528564,3,0.1,cone,3
127,1024,0.925581359863281,<function dropout at 0x7f27343c0a60>,0.5,0.875,3,0.01,cone,3
128,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,4,10.0,cone,3
129,1024,0.41627907752990717,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,4,1.0,cone,3
130,1024,0.9302325248718261,<function dropout at 0x7f27343c0a60>,0.5,0.9204545021057129,4,0.1,cone,3
131,1024,0.8488372564315795,<function dropout at 0x7f27343c0a60>,0.5,0.8181818723678589,4,0.01,cone,3
132,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,8,10.0,cone,3
133,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,8,1.0,cone,3
134,1024,0.6209302365779877,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,8,0.1,cone,3
135,1024,0.7441860437393188,<function dropout at 0x7f27343c0a60>,0.5,0.7159091234207153,8,0.01,cone,3
136,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,10.0,cone,3
137,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,1.0,cone,3
138,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,16,0.1,cone,3
139,1024,0.5883720934391022,<function dropout at 0x7f27343c0a60>,0.5,0.6477272510528564,16,0.01,cone,3
140,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,10.0,cone,3
141,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,1.0,cone,3
142,1024,0.4790697693824768,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,0.1,cone,3
143,1024,0.395348846912384,<function dropout at 0x7f27343c0a60>,0.5,0.35227274894714355,32,0.01,cone,3
