,learningrate,nlayers,activationFn,nstart,layerForm,dR,valAccuracy,testAccuracy,dropoutFn
104,0.1,32,3,512,rect,0.0,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
105,0.1,32,3,512,rect,0.5,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
106,0.1,32,3,1024,rect,0.0,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
107,0.1,32,3,1024,rect,0.5,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
108,0.01,2,3,256,rect,0.0,0.6956521868705748,0.5999999642372131,<function dropout at 0x7f1debf71a60>
109,0.01,2,3,256,rect,0.5,0.7782609164714812,0.7599999904632568,<function dropout at 0x7f1debf71a60>
110,0.01,2,3,512,rect,0.0,0.7826087474822997,0.7599999904632568,<function dropout at 0x7f1debf71a60>
111,0.01,2,3,512,rect,0.5,0.7826087474822997,0.7999999523162842,<function dropout at 0x7f1debf71a60>
112,0.01,2,3,1024,rect,0.0,0.734782612323761,0.7599999904632568,<function dropout at 0x7f1debf71a60>
113,0.01,2,3,1024,rect,0.5,0.7826087474822997,0.7200000286102295,<function dropout at 0x7f1debf71a60>
114,0.01,3,3,256,rect,0.0,0.7391304373741149,0.7199999690055847,<function dropout at 0x7f1debf71a60>
115,0.01,3,3,256,rect,0.5,0.7391304373741149,0.7599999904632568,<function dropout at 0x7f1debf71a60>
116,0.01,3,3,512,rect,0.0,0.7782609224319457,0.7999999523162842,<function dropout at 0x7f1debf71a60>
117,0.01,3,3,512,rect,0.5,0.7478261470794677,0.6399999856948853,<function dropout at 0x7f1debf71a60>
118,0.01,3,3,1024,rect,0.0,0.7826087474822997,0.7999999523162842,<function dropout at 0x7f1debf71a60>
119,0.01,3,3,1024,rect,0.5,0.7130434691905975,0.7199999690055847,<function dropout at 0x7f1debf71a60>
120,0.01,4,3,256,rect,0.0,0.7391304969787597,0.7199999690055847,<function dropout at 0x7f1debf71a60>
121,0.01,4,3,256,rect,0.5,0.6521738886833192,0.6799999475479126,<function dropout at 0x7f1debf71a60>
122,0.01,4,3,512,rect,0.0,0.6956521272659301,0.8399999737739563,<function dropout at 0x7f1debf71a60>
123,0.01,4,3,512,rect,0.5,0.6478260695934295,0.7199999690055847,<function dropout at 0x7f1debf71a60>
124,0.01,4,3,1024,rect,0.0,0.7260869622230529,0.7599999904632568,<function dropout at 0x7f1debf71a60>
125,0.01,4,3,1024,rect,0.5,0.7565217792987823,0.7999999523162842,<function dropout at 0x7f1debf71a60>
126,0.01,8,3,256,rect,0.0,0.7869565725326537,0.7200000286102295,<function dropout at 0x7f1debf71a60>
127,0.01,8,3,256,rect,0.5,0.4043478459119797,0.3199999928474426,<function dropout at 0x7f1debf71a60>
128,0.01,8,3,512,rect,0.0,0.7826087474822997,0.6799999475479126,<function dropout at 0x7f1debf71a60>
129,0.01,8,3,512,rect,0.5,0.43043479025363923,0.4399999976158142,<function dropout at 0x7f1debf71a60>
130,0.01,8,3,1024,rect,0.0,0.8217391729354859,0.6799999475479126,<function dropout at 0x7f1debf71a60>
131,0.01,8,3,1024,rect,0.5,0.639130425453186,0.5600000023841858,<function dropout at 0x7f1debf71a60>
132,0.01,16,3,256,rect,0.0,0.7391304969787597,0.6399999856948853,<function dropout at 0x7f1debf71a60>
133,0.01,16,3,256,rect,0.5,0.056521739438176156,0.07999999821186066,<function dropout at 0x7f1debf71a60>
134,0.01,16,3,512,rect,0.0,0.7391304373741149,0.7199999690055847,<function dropout at 0x7f1debf71a60>
135,0.01,16,3,512,rect,0.5,0.40000002384185784,0.0,<function dropout at 0x7f1debf71a60>
136,0.01,16,3,1024,rect,0.0,0.7826087474822997,0.6799999475479126,<function dropout at 0x7f1debf71a60>
137,0.01,16,3,1024,rect,0.5,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
138,0.01,32,3,256,rect,0.0,0.86956524848938,0.3999999761581421,<function dropout at 0x7f1debf71a60>
139,0.01,32,3,256,rect,0.5,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
140,0.01,32,3,512,rect,0.0,0.65217387676239,0.559999942779541,<function dropout at 0x7f1debf71a60>
141,0.01,32,3,512,rect,0.5,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
142,0.01,32,3,1024,rect,0.0,0.86956524848938,0.8799999952316284,<function dropout at 0x7f1debf71a60>
143,0.01,32,3,1024,rect,0.5,0.217391312122345,0.4399999976158142,<function dropout at 0x7f1debf71a60>
