,layerForm,learningrate,activationFn,dropoutFn,testAccuracy,dR,nstart,valAccuracy,nlayers
0,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,2
1,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,3
2,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,4
3,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,8
4,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,16
5,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,32
6,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,2
7,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,3
8,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,4
9,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,8
10,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,16
11,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,32
12,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,2
13,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,3
14,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,4
15,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,8
16,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,16
17,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,32
18,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,2
19,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,3
20,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,4
21,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,8
22,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,16
23,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,32
24,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,2
25,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,3
26,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,4
27,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,8
28,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,16
29,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,32
30,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,2
31,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,3
32,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,4
33,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,8
34,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,16
35,rect,10.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,32
36,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.3333333432674408,0.0,256,0.33333337306976313,2
37,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,3
38,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.21333335340023044,4
39,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,8
40,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,16
41,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,32
42,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,2
43,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,3
44,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,4
45,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,8
46,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,16
47,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,32
48,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001862645153,2
49,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,3
50,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,4
51,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,8
52,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,16
53,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,32
54,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.2266666889190674,2
