,valAccuracy,nstart,learningrate,dR,dropoutFn,activationFn,nlayers,layerForm,testAccuracy
32,0.5867021322250366,256,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.6000000238418579
33,0.0191489358432591,256,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.019999999552965164
34,0.0,256,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
35,0.0,256,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
36,0.2776595711708069,256,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.31749996542930603
37,0.38404254913330077,256,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.4449999928474426
38,0.41276595890522,256,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.44499996304512024
39,0.4973404318094254,256,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.5724999904632568
40,0.604255324602127,256,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.612500011920929
41,0.5787234246730805,256,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.559999942779541
42,0.21117021292448046,256,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.30000001192092896
43,0.21382978856563567,256,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.2774999737739563
44,0.17606382817029953,256,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.2474999874830246
45,0.01436170185916126,256,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.017500000074505806
46,0.007446808367967606,256,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.0024999999441206455
47,0.0,256,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
48,0.0,512,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
49,0.0,512,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
50,0.0,512,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
51,0.0,512,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
52,0.0,512,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
53,0.0,512,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
54,0.0,512,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
55,0.0,512,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
56,0.0,512,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
57,0.0,512,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
58,0.0,512,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
59,0.0,512,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
60,0.0,512,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
61,0.0,512,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
62,0.0,512,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
63,0.0,512,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
64,0.0,512,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
65,0.0,512,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
66,0.0010638297535479069,512,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
67,0.0,512,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
68,0.0,512,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
69,0.0,512,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
70,0.0,512,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
71,0.0,512,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
72,0.5409574449062347,512,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.574999988079071
73,0.6265957653522491,512,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.6699999570846558
74,0.6531915068626405,512,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.6699999570846558
75,0.6398936271667479,512,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.6725000143051147
76,0.6329787433147429,512,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.6725000143051147
77,0.3324468016624451,512,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.32249999046325684
78,0.5872340500354767,512,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.6274999380111694
79,0.5739361643791199,512,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.5974999666213989
80,0.5473404228687287,512,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.5824999809265137
81,0.01276595746167004,512,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.004999999888241291
82,0.0,512,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
83,0.0,512,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
84,0.3994680970907212,512,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.4024999737739563
85,0.42712766826152804,512,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.47999995946884155
86,0.4813829928636551,512,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.5049999356269836
87,0.5776595890522004,512,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.6024999618530273
88,0.6191489338874817,512,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.6625000238418579
89,0.6138297855854036,512,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.6449999809265137
90,0.22659574300050736,512,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.32749998569488525
91,0.24574467688798904,512,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.3124999701976776
92,0.1984042465686798,512,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.25999999046325684
93,0.04202127605676652,512,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.019999999552965164
94,0.009574467828497291,512,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.019999999552965164
95,0.0,512,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
96,0.0,1024,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
97,0.0,1024,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
98,0.0,1024,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
99,0.0,1024,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
100,0.0,1024,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
101,0.0,1024,10.0,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
102,0.0,1024,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
103,0.0,1024,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
104,0.0,1024,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
105,0.0,1024,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
106,0.0,1024,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
107,0.0,1024,10.0,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
108,0.0010638297535479069,1024,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
109,0.0,1024,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
110,0.0,1024,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
111,0.0,1024,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
112,0.0,1024,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
113,0.0,1024,1.0,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
114,0.0,1024,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.009999999776482582
115,0.0,1024,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.009999999776482582
116,0.0,1024,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.009999999776482582
117,0.0,1024,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
118,0.0,1024,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
119,0.0,1024,1.0,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
120,0.6058510720729828,1024,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.625
121,0.6313829839229583,1024,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.6625000238418579
122,0.6420212864875794,1024,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.6974999904632568
123,0.6292553305625915,1024,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.6725000143051147
124,0.6313829958438872,1024,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.6474999189376831
125,0.0,1024,0.1,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
126,0.5867021441459657,1024,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.6525000333786011
127,0.625000011920929,1024,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.6725000143051147
128,0.6111702203750611,1024,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.6525000333786011
129,0.003723404137417674,1024,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.009999999776482582
130,0.0,1024,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.009999999776482582
131,0.0,1024,0.1,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
132,0.4728723466396331,1024,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.4999999403953552
133,0.4999999850988388,1024,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.5199999809265137
134,0.5244680941104889,1024,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.5724999904632568
135,0.593617033958435,1024,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.6549999713897705
136,0.6292553305625915,1024,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.6374999284744263
137,0.6106383204460144,1024,0.01,0.0,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.6575000286102295
138,0.3393616974353791,1024,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,2,cone,0.41749998927116394
139,0.3585106283426284,1024,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,3,cone,0.4050000011920929
140,0.24574467837810512,1024,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,4,cone,0.3199999928474426
141,0.035106381960213186,1024,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,8,cone,0.029999999329447746
142,0.005319148814305664,1024,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,16,cone,0.017499998211860657
143,0.0,1024,0.01,0.5,<function dropout at 0x7f2a82f3da60>,3,32,cone,0.009999999776482582
