,testAccuracy,nstart,nlayers,activationFn,dR,learningrate,valAccuracy,dropoutFn,layerForm
51,0.9670330286026001,512,2,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
52,0.30769234895706177,512,2,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
53,0.30769234895706177,512,2,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
54,0.9560439586639404,512,2,3,0.5,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
55,0.9780219793319702,512,2,3,0.5,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
56,0.30769234895706177,512,3,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
57,0.30769234895706177,512,3,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
58,0.9560439586639404,512,3,3,0.0,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
59,0.9780219793319702,512,3,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
60,0.30769234895706177,512,3,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
61,0.30769234895706177,512,3,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
62,0.9670330286026001,512,3,3,0.5,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
63,0.9560439586639404,512,3,3,0.5,0.01,0.9743589758872985,<function dropout at 0x7f7cc7cdaa60>,rect
64,0.30769234895706177,512,4,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
65,0.30769234895706177,512,4,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
66,0.9560439586639404,512,4,3,0.0,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
67,0.9890110492706299,512,4,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
68,0.30769234895706177,512,4,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
69,0.30769234895706177,512,4,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
70,0.9560439586639404,512,4,3,0.5,0.1,0.9948717951774596,<function dropout at 0x7f7cc7cdaa60>,rect
71,0.9560439586639404,512,4,3,0.5,0.01,0.9717948734760283,<function dropout at 0x7f7cc7cdaa60>,rect
72,0.30769234895706177,512,8,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
73,0.30769234895706177,512,8,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
74,0.9670330286026001,512,8,3,0.0,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
75,0.9560439586639404,512,8,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
76,0.30769234895706177,512,8,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
77,0.30769234895706177,512,8,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
78,0.30769234895706177,512,8,3,0.5,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
79,0.9560439586639404,512,8,3,0.5,0.01,0.8897435963153838,<function dropout at 0x7f7cc7cdaa60>,rect
80,0.30769234895706177,512,16,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
81,0.30769234895706177,512,16,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
82,0.30769234895706177,512,16,3,0.0,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
83,0.9780219793319702,512,16,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
84,0.30769234895706177,512,16,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
85,0.30769234895706177,512,16,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
86,0.30769234895706177,512,16,3,0.5,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
87,0.30769234895706177,512,16,3,0.5,0.01,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
88,0.30769234895706177,512,32,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
89,0.30769234895706177,512,32,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
90,0.30769234895706177,512,32,3,0.0,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
91,0.9450550079345703,512,32,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
92,0.30769234895706177,512,32,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
93,0.30769234895706177,512,32,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
94,0.30769234895706177,512,32,3,0.5,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
95,0.30769234895706177,512,32,3,0.5,0.01,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
96,0.30769234895706177,1024,2,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
97,0.30769234895706177,1024,2,3,0.0,1.0,0.25897437334060663,<function dropout at 0x7f7cc7cdaa60>,rect
98,0.9670330286026001,1024,2,3,0.0,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
99,0.9780219793319702,1024,2,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
100,0.30769234895706177,1024,2,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
101,0.30769234895706177,1024,2,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
102,0.9670330286026001,1024,2,3,0.5,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
103,0.9780219793319702,1024,2,3,0.5,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
104,0.30769234895706177,1024,3,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
105,0.30769234895706177,1024,3,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
106,0.9780219793319702,1024,3,3,0.0,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
107,0.9560439586639404,1024,3,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
108,0.30769234895706177,1024,3,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
109,0.30769234895706177,1024,3,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
110,0.9560439586639404,1024,3,3,0.5,0.1,0.9923076927661895,<function dropout at 0x7f7cc7cdaa60>,rect
111,0.9670330286026001,1024,3,3,0.5,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
112,0.30769234895706177,1024,4,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
113,0.30769234895706177,1024,4,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
114,0.9560439586639404,1024,4,3,0.0,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
115,0.9670330286026001,1024,4,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
116,0.30769234895706177,1024,4,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
117,0.30769234895706177,1024,4,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
118,0.9340659379959106,1024,4,3,0.5,0.1,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
119,0.9560439586639404,1024,4,3,0.5,0.01,0.9743589758872985,<function dropout at 0x7f7cc7cdaa60>,rect
120,0.30769234895706177,1024,8,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
121,0.30769234895706177,1024,8,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
122,0.30769234895706177,1024,8,3,0.0,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
123,0.9560439586639404,1024,8,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
124,0.30769234895706177,1024,8,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
125,0.30769234895706177,1024,8,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
126,0.30769234895706177,1024,8,3,0.5,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
127,0.9670330286026001,1024,8,3,0.5,0.01,0.9641025662422179,<function dropout at 0x7f7cc7cdaa60>,rect
128,0.30769234895706177,1024,16,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
129,0.30769234895706177,1024,16,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
130,0.30769234895706177,1024,16,3,0.0,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
131,0.9890110492706299,1024,16,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
132,0.30769234895706177,1024,16,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
133,0.30769234895706177,1024,16,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
134,0.30769234895706177,1024,16,3,0.5,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
135,0.30769234895706177,1024,16,3,0.5,0.01,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
136,0.30769234895706177,1024,32,3,0.0,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
137,0.30769234895706177,1024,32,3,0.0,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
138,0.30769234895706177,1024,32,3,0.0,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
139,0.9450550079345703,1024,32,3,0.0,0.01,0.9999999999999999,<function dropout at 0x7f7cc7cdaa60>,rect
140,0.30769234895706177,1024,32,3,0.5,10.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
141,0.30769234895706177,1024,32,3,0.5,1.0,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
142,0.30769234895706177,1024,32,3,0.5,0.1,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
143,0.30769234895706177,1024,32,3,0.5,0.01,0.2564102709293365,<function dropout at 0x7f7cc7cdaa60>,rect
