,valAccuracy,dR,activationFn,nlayers,dropoutFn,nstart,testAccuracy,learningrate,layerForm
0,0.6500000953674315,0.0,3,2,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
1,0.6500000953674315,0.0,3,2,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,1.0,rect
2,0.6950000584125521,0.0,3,2,<function dropout at 0x7fdfed57ea60>,256,0.7054794430732727,0.1,rect
3,0.6850000619888305,0.0,3,2,<function dropout at 0x7fdfed57ea60>,256,0.7465753555297852,0.01,rect
4,0.6500000953674315,0.0,3,2,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
5,0.6500000953674315,0.0,3,2,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,1.0,rect
6,0.686666738986969,0.0,3,2,<function dropout at 0x7fdfed57ea60>,512,0.732876718044281,0.1,rect
7,0.6816667139530181,0.0,3,2,<function dropout at 0x7fdfed57ea60>,512,0.6780822277069092,0.01,rect
8,0.6500000953674315,0.0,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
9,0.6500000953674315,0.0,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,1.0,rect
10,0.6783333837985992,0.0,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.7328766584396362,0.1,rect
11,0.6733333885669708,0.0,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.6575342416763306,0.01,rect
12,0.6500000953674315,0.0,3,3,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
13,0.6500000953674315,0.0,3,3,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
14,0.713333398103714,0.0,3,3,<function dropout at 0x7fdfed57ea60>,256,0.6986300945281982,0.1,rect
15,0.6683333873748779,0.0,3,3,<function dropout at 0x7fdfed57ea60>,256,0.7397260069847107,0.01,rect
16,0.6500000953674315,0.0,3,3,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,10.0,rect
17,0.6500000953674315,0.0,3,3,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
18,0.6666667222976684,0.0,3,3,<function dropout at 0x7fdfed57ea60>,512,0.7123287916183472,0.1,rect
19,0.7016667246818541,0.0,3,3,<function dropout at 0x7fdfed57ea60>,512,0.7260273694992065,0.01,rect
20,0.6500000953674315,0.0,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
21,0.6500000953674315,0.0,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,1.0,rect
22,0.7066667258739471,0.0,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.6643835306167603,0.1,rect
23,0.7233333945274354,0.0,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.6575342416763306,0.01,rect
24,0.6500000953674315,0.0,3,4,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
25,0.6500000953674315,0.0,3,4,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
26,0.66166672706604,0.0,3,4,<function dropout at 0x7fdfed57ea60>,256,0.6643835306167603,0.1,rect
27,0.6916667342185974,0.0,3,4,<function dropout at 0x7fdfed57ea60>,256,0.732876718044281,0.01,rect
28,0.6500000953674315,0.0,3,4,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,10.0,rect
29,0.6500000953674315,0.0,3,4,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
30,0.7233334183692932,0.0,3,4,<function dropout at 0x7fdfed57ea60>,512,0.7534247040748596,0.1,rect
31,0.6750000655651092,0.0,3,4,<function dropout at 0x7fdfed57ea60>,512,0.6917808055877686,0.01,rect
32,0.6500000953674315,0.0,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,10.0,rect
33,0.6500000953674315,0.0,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,1.0,rect
34,0.6966667294502258,0.0,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.6575342416763306,0.1,rect
35,0.7083333849906922,0.0,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,0.01,rect
36,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
37,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
38,0.71166672706604,0.0,3,8,<function dropout at 0x7fdfed57ea60>,256,0.6780821681022644,0.1,rect
39,0.7066667139530183,0.0,3,8,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,0.01,rect
40,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
41,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
42,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,0.1,rect
43,0.7116667091846465,0.0,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7123287916183472,0.01,rect
44,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
45,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,1.0,rect
46,0.6500000953674315,0.0,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.1,rect
47,0.770000070333481,0.0,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7054795026779175,0.01,rect
48,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
49,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
50,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,0.1,rect
51,0.6983333826065062,0.0,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7123287916183472,0.01,rect
52,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
53,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,1.0,rect
54,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,0.1,rect
55,0.8100000560283662,0.0,3,16,<function dropout at 0x7fdfed57ea60>,512,0.664383590221405,0.01,rect
56,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,10.0,rect
57,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,1.0,rect
58,0.6500000953674315,0.0,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.1,rect
59,0.7733333766460421,0.0,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7328766584396362,0.01,rect
60,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
