,testAccuracy,dR,learningrate,valAccuracy,activationFn,dropoutFn,nstart,layerForm,nlayers
0,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
1,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
2,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
3,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
4,0.6483701467514038,0.0,10.0,0.5295568585395813,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
5,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
6,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
7,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
8,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
9,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
10,0.6483702063560486,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
11,0.6483701467514038,0.0,10.0,0.5591137319803238,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
12,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
13,0.3516298830509186,0.0,10.0,0.35221561789512634,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
14,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
15,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
16,0.6483702063560486,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
17,0.6483701467514038,0.0,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
18,0.35184019804000854,0.0,1.0,0.35221561789512634,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
19,0.6483701467514038,0.0,1.0,0.6182274788618088,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
20,0.3516298830509186,0.0,1.0,0.5886706054210663,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
21,0.6483701467514038,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
22,0.6483702063560486,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
23,0.6487908363342285,0.0,1.0,0.6476016283035279,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
24,0.6483702063560486,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
25,0.6483701467514038,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
26,0.3516298830509186,0.0,1.0,0.35221561789512634,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
27,0.6483702063560486,0.0,1.0,0.6182731598615647,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
28,0.6483701467514038,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
29,0.6483702063560486,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
30,0.6483701467514038,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
31,0.6483701467514038,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
32,0.3516298830509186,0.0,1.0,0.35221561789512634,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
33,0.6483702063560486,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
34,0.6483702063560486,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
35,0.6483701467514038,0.0,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
36,0.8719244003295898,0.0,0.1,0.8691183149814606,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
37,0.8630915880203247,0.0,0.1,0.8667884647846222,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
38,0.8719243407249451,0.0,0.1,0.8683873891830445,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
39,0.8668770790100098,0.0,0.1,0.864641374349594,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
40,0.8603575825691223,0.0,0.1,0.8670168995857239,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
41,0.8506835699081421,0.0,0.1,0.8656920790672302,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
42,0.87066251039505,0.0,0.1,0.8645956754684447,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
43,0.8675079941749573,0.0,0.1,0.8668341457843781,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
44,0.8727656602859497,0.0,0.1,0.8658748090267181,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
45,0.8654049634933472,0.0,0.1,0.8678391635417939,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
46,0.8706625699996948,0.0,0.1,0.8637277126312256,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
47,0.8628811836242676,0.0,0.1,0.8660575449466705,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
48,0.8645637035369873,0.0,0.1,0.8654179751873016,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
49,0.8679285049438477,0.0,0.1,0.866971218585968,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
50,0.872344970703125,0.0,0.1,0.8720876932144166,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
51,0.8668770790100098,0.0,0.1,0.8650525271892548,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
52,0.8658255338668823,0.0,0.1,0.8671539247035981,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
53,0.8670873641967773,0.0,0.1,0.8645500123500824,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
54,0.8626708984375,0.0,0.01,0.8576062083244324,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
55,0.8660358190536499,0.0,0.01,0.8600730955600738,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
56,0.8664564490318298,0.0,0.01,0.8610781133174898,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
57,0.86561518907547,0.0,0.01,0.8639561355113983,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
58,0.8647739887237549,0.0,0.01,0.864275896549225,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
59,0.8647739887237549,0.0,0.01,0.86080402135849,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
60,0.8691904544830322,0.0,0.01,0.8617176651954651,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
61,0.8679285645484924,0.0,0.01,0.8645043313503266,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
62,0.8635121583938599,0.0,0.01,0.8637734055519103,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
63,0.8668770790100098,0.0,0.01,0.8629054307937621,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
64,0.8622503876686096,0.0,0.01,0.8634993016719819,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
65,0.8662461042404175,0.0,0.01,0.8561900317668915,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
66,0.8656152486801147,0.0,0.01,0.8618089973926545,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
67,0.867508053779602,0.0,0.01,0.865783452987671,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
68,0.8681389093399048,0.0,0.01,0.8664230048656464,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
69,0.8664565086364746,0.0,0.01,0.8666057586669922,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
70,0.8620399832725525,0.0,0.01,0.8621288299560548,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
71,0.860778272151947,0.0,0.01,0.8634079217910767,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
72,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
73,0.6483702063560486,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
74,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
75,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
76,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
77,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
78,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
79,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
80,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
81,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
82,0.6483702063560486,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
83,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
84,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
