,valAccuracy,learningrate,dR,testAccuracy,layerForm,nlayers,nstart,dropoutFn,activationFn
0,0.7495972692966462,10.0,0.0,0.7637733221054077,cone,2,256,<function dropout at 0x7fd46a219a60>,3
1,0.25040256977081293,10.0,0.0,0.23622633516788483,cone,2,512,<function dropout at 0x7fd46a219a60>,3
2,0.7495972514152527,10.0,0.0,0.7637733817100525,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
3,0.7495972514152527,10.0,0.0,0.7637733817100525,cone,3,256,<function dropout at 0x7fd46a219a60>,3
4,0.7495972573757173,10.0,0.0,0.7637733817100525,cone,3,512,<function dropout at 0x7fd46a219a60>,3
5,0.7495972752571106,10.0,0.0,0.7637733817100525,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
6,0.7495972573757173,10.0,0.0,0.7637733817100525,cone,4,256,<function dropout at 0x7fd46a219a60>,3
7,0.7495973050594329,10.0,0.0,0.7637733817100525,cone,4,512,<function dropout at 0x7fd46a219a60>,3
8,0.749597293138504,10.0,0.0,0.7637733817100525,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
9,0.7495972514152527,10.0,0.0,0.7637733817100525,cone,8,256,<function dropout at 0x7fd46a219a60>,3
10,0.7495973050594329,10.0,0.0,0.7637733221054077,cone,8,512,<function dropout at 0x7fd46a219a60>,3
11,0.7495972812175751,10.0,0.0,0.7637733221054077,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
12,0.7495972752571106,10.0,0.0,0.7637733817100525,cone,16,256,<function dropout at 0x7fd46a219a60>,3
13,0.749597293138504,10.0,0.0,0.7637733817100525,cone,16,512,<function dropout at 0x7fd46a219a60>,3
14,0.7495972573757171,10.0,0.0,0.7637733817100525,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
15,0.7495972633361817,10.0,0.0,0.7637733817100525,cone,32,256,<function dropout at 0x7fd46a219a60>,3
16,0.5998388469219209,10.0,0.0,0.7637733817100525,cone,32,512,<function dropout at 0x7fd46a219a60>,3
17,0.7495972812175751,10.0,0.0,0.7637733817100525,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
18,0.749597293138504,10.0,0.5,0.7637733817100525,cone,2,256,<function dropout at 0x7fd46a219a60>,3
19,0.7495972633361817,10.0,0.5,0.7637733817100525,cone,2,512,<function dropout at 0x7fd46a219a60>,3
20,0.7495972633361817,10.0,0.5,0.7637733817100525,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
21,0.7495972990989684,10.0,0.5,0.7637733817100525,cone,3,256,<function dropout at 0x7fd46a219a60>,3
22,0.7495972752571106,10.0,0.5,0.7637733817100525,cone,3,512,<function dropout at 0x7fd46a219a60>,3
23,0.7495972692966462,10.0,0.5,0.7637733817100525,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
24,0.7495972514152527,10.0,0.5,0.7637733817100525,cone,4,256,<function dropout at 0x7fd46a219a60>,3
25,0.7495972692966462,10.0,0.5,0.7637733221054077,cone,4,512,<function dropout at 0x7fd46a219a60>,3
26,0.7495972514152527,10.0,0.5,0.7637733221054077,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
27,0.7495972573757173,10.0,0.5,0.7637733221054077,cone,8,256,<function dropout at 0x7fd46a219a60>,3
28,0.7495972514152527,10.0,0.5,0.7637733221054077,cone,8,512,<function dropout at 0x7fd46a219a60>,3
29,0.7495972812175751,10.0,0.5,0.7637733817100525,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
30,0.7495972871780395,10.0,0.5,0.7637733817100525,cone,16,256,<function dropout at 0x7fd46a219a60>,3
31,0.749597293138504,10.0,0.5,0.7637733817100525,cone,16,512,<function dropout at 0x7fd46a219a60>,3
32,0.7495972514152527,10.0,0.5,0.7637733817100525,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
33,0.7495972514152527,10.0,0.5,0.7637733817100525,cone,32,256,<function dropout at 0x7fd46a219a60>,3
34,0.7495972692966462,10.0,0.5,0.7637733817100525,cone,32,512,<function dropout at 0x7fd46a219a60>,3
35,0.7495972871780395,10.0,0.5,0.7637733221054077,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
36,0.8382445931434631,1.0,0.0,0.8482275009155273,cone,2,256,<function dropout at 0x7fd46a219a60>,3
37,0.8290457129478455,1.0,0.0,0.8329950571060181,cone,2,512,<function dropout at 0x7fd46a219a60>,3
38,0.7495972514152527,1.0,0.0,0.7637733817100525,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
39,0.8400964260101319,1.0,0.0,0.8477362394332886,cone,3,256,<function dropout at 0x7fd46a219a60>,3
40,0.6497583448886871,1.0,0.0,0.23622633516788483,cone,3,512,<function dropout at 0x7fd46a219a60>,3
41,0.7495972692966462,1.0,0.0,0.7637733817100525,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
42,0.837298548221588,1.0,0.0,0.8471834063529968,cone,4,256,<function dropout at 0x7fd46a219a60>,3
43,0.6497583389282228,1.0,0.0,0.7637733817100525,cone,4,512,<function dropout at 0x7fd46a219a60>,3
44,0.5998388648033143,1.0,0.0,0.7637733817100525,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
45,0.8399354159832,1.0,0.0,0.8403656482696533,cone,8,256,<function dropout at 0x7fd46a219a60>,3
46,0.7495972514152527,1.0,0.0,0.7637733221054077,cone,8,512,<function dropout at 0x7fd46a219a60>,3
47,0.7495972514152527,1.0,0.0,0.7637733817100525,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
48,0.8380433022975923,1.0,0.0,0.8484117388725281,cone,16,256,<function dropout at 0x7fd46a219a60>,3
49,0.7743355929851532,1.0,0.0,0.7637733817100525,cone,16,512,<function dropout at 0x7fd46a219a60>,3
50,0.7495972871780395,1.0,0.0,0.7637733817100525,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
51,0.7495972752571106,1.0,0.0,0.7637733817100525,cone,32,256,<function dropout at 0x7fd46a219a60>,3
52,0.7495972752571106,1.0,0.0,0.7637733817100525,cone,32,512,<function dropout at 0x7fd46a219a60>,3
53,0.7495972871780395,1.0,0.0,0.7637733817100525,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
54,0.836654394865036,1.0,0.5,0.837540328502655,cone,2,256,<function dropout at 0x7fd46a219a60>,3
55,0.749597269296646,1.0,0.5,0.7637733221054077,cone,2,512,<function dropout at 0x7fd46a219a60>,3
56,0.7495972573757173,1.0,0.5,0.7637733817100525,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
57,0.7495972812175751,1.0,0.5,0.7637733817100525,cone,3,256,<function dropout at 0x7fd46a219a60>,3
58,0.7495972752571106,1.0,0.5,0.7637733817100525,cone,3,512,<function dropout at 0x7fd46a219a60>,3
59,0.7495972514152527,1.0,0.5,0.7637733221054077,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
60,0.7495972871780395,1.0,0.5,0.7637733817100525,cone,4,256,<function dropout at 0x7fd46a219a60>,3
61,0.7495972752571106,1.0,0.5,0.7637733817100525,cone,4,512,<function dropout at 0x7fd46a219a60>,3
62,0.7495972990989684,1.0,0.5,0.7637733817100525,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
63,0.7495972692966462,1.0,0.5,0.7637733817100525,cone,8,256,<function dropout at 0x7fd46a219a60>,3
64,0.7495972633361817,1.0,0.5,0.7637733221054077,cone,8,512,<function dropout at 0x7fd46a219a60>,3
65,0.7495972573757173,1.0,0.5,0.7637733817100525,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
66,0.7495972573757173,1.0,0.5,0.7637733817100525,cone,16,256,<function dropout at 0x7fd46a219a60>,3
67,0.7495972812175751,1.0,0.5,0.7637733817100525,cone,16,512,<function dropout at 0x7fd46a219a60>,3
68,0.7495972752571106,1.0,0.5,0.7637733817100525,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
69,0.7495972633361817,1.0,0.5,0.7637733221054077,cone,32,256,<function dropout at 0x7fd46a219a60>,3
70,0.749597293138504,1.0,0.5,0.7637733817100525,cone,32,512,<function dropout at 0x7fd46a219a60>,3
71,0.7495972633361817,1.0,0.5,0.7637733817100525,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
72,0.839049756526947,0.1,0.0,0.8493331670761108,cone,2,256,<function dropout at 0x7fd46a219a60>,3
73,0.840358132123947,0.1,0.0,0.8497016429901123,cone,2,512,<function dropout at 0x7fd46a219a60>,3
74,0.8407204449176788,0.1,0.0,0.8506843447685242,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
75,0.8419684052467347,0.1,0.0,0.8499473333358765,cone,3,256,<function dropout at 0x7fd46a219a60>,3
76,0.8418677926063538,0.1,0.0,0.8463848829269409,cone,3,512,<function dropout at 0x7fd46a219a60>,3
77,0.8412035226821899,0.1,0.0,0.8473061323165894,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
78,0.8434780955314637,0.1,0.0,0.8495787382125854,cone,4,256,<function dropout at 0x7fd46a219a60>,3
79,0.8421898543834686,0.1,0.0,0.8502544164657593,cone,4,512,<function dropout at 0x7fd46a219a60>,3
80,0.8406197786331178,0.1,0.0,0.8517899513244629,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
81,0.8407808542251587,0.1,0.0,0.8446036577224731,cone,8,256,<function dropout at 0x7fd46a219a60>,3
82,0.8417470037937165,0.1,0.0,0.8456478118896484,cone,8,512,<function dropout at 0x7fd46a219a60>,3
83,0.84106262922287,0.1,0.0,0.8495787978172302,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
84,0.8392309129238129,0.1,0.0,0.8446651101112366,cone,16,256,<function dropout at 0x7fd46a219a60>,3
85,0.8427735745906829,0.1,0.0,0.8495173454284668,cone,16,512,<function dropout at 0x7fd46a219a60>,3
86,0.8409217357635498,0.1,0.0,0.8484117984771729,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
87,0.8391503751277923,0.1,0.0,0.8473676443099976,cone,32,256,<function dropout at 0x7fd46a219a60>,3
88,0.8400561869144438,0.1,0.0,0.8502544164657593,cone,32,512,<function dropout at 0x7fd46a219a60>,3
89,0.8408009529113768,0.1,0.0,0.8493945002555847,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
90,0.8370972633361816,0.1,0.5,0.8477975726127625,cone,2,256,<function dropout at 0x7fd46a219a60>,3
91,0.8360304474830629,0.1,0.5,0.8472447991371155,cone,2,512,<function dropout at 0x7fd46a219a60>,3
92,0.836131078004837,0.1,0.5,0.8462619781494141,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
93,0.8370570302009582,0.1,0.5,0.8495174646377563,cone,3,256,<function dropout at 0x7fd46a219a60>,3
94,0.8375803291797638,0.1,0.5,0.8470605611801147,cone,3,512,<function dropout at 0x7fd46a219a60>,3
95,0.8373790562152863,0.1,0.5,0.8503158092498779,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
96,0.836050546169281,0.1,0.5,0.8392600417137146,cone,4,256,<function dropout at 0x7fd46a219a60>,3
97,0.8354064583778383,0.1,0.5,0.8493330478668213,cone,4,512,<function dropout at 0x7fd46a219a60>,3
98,0.832528007030487,0.1,0.5,0.8500087857246399,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
99,0.8344603717327118,0.1,0.5,0.8494560122489929,cone,8,256,<function dropout at 0x7fd46a219a60>,3
100,0.830817061662674,0.1,0.5,0.8414098024368286,cone,8,512,<function dropout at 0x7fd46a219a60>,3
101,0.8347220361232758,0.1,0.5,0.8491488099098206,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
102,0.7495972514152527,0.1,0.5,0.7637733817100525,cone,16,256,<function dropout at 0x7fd46a219a60>,3
103,0.7495972871780395,0.1,0.5,0.7637733817100525,cone,16,512,<function dropout at 0x7fd46a219a60>,3
104,0.749597293138504,0.1,0.5,0.7637733221054077,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
105,0.7495972752571106,0.1,0.5,0.7637733221054077,cone,32,256,<function dropout at 0x7fd46a219a60>,3
106,0.7495972871780395,0.1,0.5,0.7637733817100525,cone,32,512,<function dropout at 0x7fd46a219a60>,3
107,0.7495972633361817,0.1,0.5,0.7637733221054077,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
108,0.8387276709079742,0.01,0.0,0.8507457971572876,cone,2,256,<function dropout at 0x7fd46a219a60>,3
109,0.8405795276165008,0.01,0.0,0.8516057133674622,cone,2,512,<function dropout at 0x7fd46a219a60>,3
110,0.8411834001541139,0.01,0.0,0.8494559526443481,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
111,0.8410022675991058,0.01,0.0,0.8490260243415833,cone,3,256,<function dropout at 0x7fd46a219a60>,3
112,0.840881484746933,0.01,0.0,0.8512371778488159,cone,3,512,<function dropout at 0x7fd46a219a60>,3
