,activationFn,dR,learningrate,dropoutFn,nlayers,testAccuracy,nstart,valAccuracy,layerForm
83,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,1024,0.8000000119209291,rect
84,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,256,0.8000000119209291,rect
85,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,512,0.8000000119209291,rect
86,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,1024,0.8000000119209291,rect
87,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,256,0.8000000119209291,rect
88,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,512,0.8000000119209291,rect
89,3,0.5,10.0,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,1024,0.8000000119209291,rect
90,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,2,0.7755101919174194,256,0.8000000119209291,rect
91,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,2,0.7755101919174194,512,0.8000000119209291,rect
92,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,2,0.7755101919174194,1024,0.8000000119209291,rect
93,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,3,0.7755101919174194,256,0.8000000119209291,rect
94,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,3,0.7755101919174194,512,0.8000000119209291,rect
95,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,3,0.7755101919174194,1024,0.8000000119209291,rect
96,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,4,0.7755101919174194,256,0.8000000119209291,rect
97,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,4,0.7755101919174194,512,0.8000000119209291,rect
98,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,4,0.7755101919174194,1024,0.8000000119209291,rect
99,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,256,0.8000000119209291,rect
100,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,512,0.8000000119209291,rect
101,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,1024,0.8000000119209291,rect
102,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,256,0.8000000119209291,rect
103,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,512,0.8000000119209291,rect
104,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,1024,0.8000000119209291,rect
105,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,256,0.8000000119209291,rect
106,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,512,0.8000000119209291,rect
107,3,0.5,1.0,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,1024,0.8000000119209291,rect
108,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,2,0.8571428060531616,256,0.8000000119209291,rect
109,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,2,0.795918345451355,512,0.7850000083446503,rect
110,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,2,0.7755101919174194,1024,0.8300000011920929,rect
111,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,3,0.6938775181770325,256,0.8200000226497651,rect
112,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,3,0.795918345451355,512,0.7450000107288361,rect
113,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,3,0.59183669090271,1024,0.7450000166893006,rect
114,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,4,0.5714285373687744,256,0.775000011920929,rect
115,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,4,0.7755101919174194,512,0.8000000119209291,rect
116,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,4,0.7755101919174194,1024,0.8000000119209291,rect
117,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,256,0.8000000119209291,rect
118,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,512,0.8000000119209291,rect
119,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,8,0.7755101919174194,1024,0.8000000119209291,rect
120,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,256,0.8000000119209291,rect
121,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,512,0.8000000119209291,rect
122,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,1024,0.8000000119209291,rect
123,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,256,0.8000000119209291,rect
124,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,512,0.8000000119209291,rect
125,3,0.5,0.1,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,1024,0.8000000119209291,rect
126,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,2,0.8367346525192261,256,0.9199999809265138,rect
127,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,2,0.795918345451355,512,0.8750000000000001,rect
128,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,2,0.8163264989852905,1024,0.8699999988079072,rect
129,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,3,0.8367346525192261,256,0.9449999868869782,rect
130,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,3,0.7755101919174194,512,0.884999990463257,rect
131,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,3,0.7755101919174194,1024,0.8050000131130219,rect
132,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,4,0.6734693646430969,256,0.8350000023841859,rect
133,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,4,0.7346938848495483,512,0.8800000071525574,rect
134,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,4,0.7755101919174194,1024,0.8400000035762787,rect
135,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,8,0.6530612111091614,256,0.7000000298023223,rect
136,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,8,0.6530612111091614,512,0.6899999916553498,rect
137,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,8,0.7346938848495483,1024,0.7250000178813935,rect
138,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,256,0.8000000119209291,rect
139,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,512,0.8000000119209291,rect
140,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,16,0.7755101919174194,1024,0.8000000119209291,rect
141,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,256,0.8000000119209291,rect
142,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,512,0.8000000119209291,rect
143,3,0.5,0.01,<function dropout at 0x7f720a9fda60>,32,0.7755101919174194,1024,0.8000000119209291,rect
