,valAccuracy,dropoutFn,nlayers,testAccuracy,nstart,dR,learningrate,activationFn,layerForm
0,0.14347825646400456,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,256,0.0,10.0,3,rect
1,0.1504347786307335,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,256,0.0,1.0,3,rect
2,0.8426086902618408,<function dropout at 0x7fbd6e565a60>,2,0.83427494764328,256,0.0,0.1,3,rect
3,0.8126086771488189,<function dropout at 0x7fbd6e565a60>,2,0.7984933257102966,256,0.0,0.01,3,rect
4,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,256,0.5,10.0,3,rect
5,0.1986956506967545,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,256,0.5,1.0,3,rect
6,0.8021739006042481,<function dropout at 0x7fbd6e565a60>,2,0.8003766536712646,256,0.5,0.1,3,rect
7,0.7543478012084962,<function dropout at 0x7fbd6e565a60>,2,0.7758945226669312,256,0.5,0.01,3,rect
8,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,512,0.0,10.0,3,rect
9,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,512,0.0,1.0,3,rect
10,0.8356521546840668,<function dropout at 0x7fbd6e565a60>,2,0.8474576473236084,512,0.0,0.1,3,rect
11,0.8221738994121552,<function dropout at 0x7fbd6e565a60>,2,0.8173258304595947,512,0.0,0.01,3,rect
12,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,512,0.5,10.0,3,rect
13,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,512,0.5,1.0,3,rect
14,0.8439130187034608,<function dropout at 0x7fbd6e565a60>,2,0.8229755163192749,512,0.5,0.1,3,rect
15,0.7782608211040497,<function dropout at 0x7fbd6e565a60>,2,0.7740113139152527,512,0.5,0.01,3,rect
16,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,1024,0.0,10.0,3,rect
17,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,1024,0.0,1.0,3,rect
18,0.8426086843013764,<function dropout at 0x7fbd6e565a60>,2,0.811676025390625,1024,0.0,0.1,3,rect
19,0.8321738660335543,<function dropout at 0x7fbd6e565a60>,2,0.8173258304595947,1024,0.0,0.01,3,rect
20,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,1024,0.5,10.0,3,rect
21,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,2,0.1807909607887268,1024,0.5,1.0,3,rect
22,0.8404347598552704,<function dropout at 0x7fbd6e565a60>,2,0.7966101169586182,1024,0.5,0.1,3,rect
23,0.8073912918567656,<function dropout at 0x7fbd6e565a60>,2,0.7815442085266113,1024,0.5,0.01,3,rect
24,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,256,0.0,10.0,3,rect
25,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,256,0.0,1.0,3,rect
26,0.8221738994121551,<function dropout at 0x7fbd6e565a60>,3,0.8248587250709534,256,0.0,0.1,3,rect
27,0.8308695614337923,<function dropout at 0x7fbd6e565a60>,3,0.8229755163192749,256,0.0,0.01,3,rect
28,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,256,0.5,10.0,3,rect
29,0.14347825795412064,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,256,0.5,1.0,3,rect
30,0.8021738827228547,<function dropout at 0x7fbd6e565a60>,3,0.8041431307792664,256,0.5,0.1,3,rect
31,0.7565217375755312,<function dropout at 0x7fbd6e565a60>,3,0.741996169090271,256,0.5,0.01,3,rect
32,0.1434782549738884,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,512,0.0,10.0,3,rect
33,0.14347825795412064,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,512,0.0,1.0,3,rect
34,0.856086939573288,<function dropout at 0x7fbd6e565a60>,3,0.8531072735786438,512,0.0,0.1,3,rect
35,0.8208695352077485,<function dropout at 0x7fbd6e565a60>,3,0.8135592937469482,512,0.0,0.01,3,rect
36,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,512,0.5,10.0,3,rect
37,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,512,0.5,1.0,3,rect
38,0.8095651924610139,<function dropout at 0x7fbd6e565a60>,3,0.8003765940666199,512,0.5,0.1,3,rect
39,0.7643477976322173,<function dropout at 0x7fbd6e565a60>,3,0.7514123916625977,512,0.5,0.01,3,rect
40,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,1024,0.0,10.0,3,rect
41,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,1024,0.0,1.0,3,rect
42,0.8469564855098725,<function dropout at 0x7fbd6e565a60>,3,0.8399246335029602,1024,0.0,0.1,3,rect
43,0.816086918115616,<function dropout at 0x7fbd6e565a60>,3,0.8154425024986267,1024,0.0,0.01,3,rect
44,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,1024,0.5,10.0,3,rect
45,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,3,0.1807909607887268,1024,0.5,1.0,3,rect
46,0.8121738851070405,<function dropout at 0x7fbd6e565a60>,3,0.8097928762435913,1024,0.5,0.1,3,rect
47,0.7695651829242707,<function dropout at 0x7fbd6e565a60>,3,0.7815442085266113,1024,0.5,0.01,3,rect
48,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,256,0.0,10.0,3,rect
49,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,256,0.0,1.0,3,rect
50,0.8234782516956329,<function dropout at 0x7fbd6e565a60>,4,0.8060263395309448,256,0.0,0.1,3,rect
51,0.8147826015949249,<function dropout at 0x7fbd6e565a60>,4,0.8022599220275879,256,0.0,0.01,3,rect
52,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,4,0.180790975689888,256,0.5,10.0,3,rect
53,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,256,0.5,1.0,3,rect
54,0.8052173674106599,<function dropout at 0x7fbd6e565a60>,4,0.7815442681312561,256,0.5,0.1,3,rect
55,0.729999965429306,<function dropout at 0x7fbd6e565a60>,4,0.7118644118309021,256,0.5,0.01,3,rect
56,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,512,0.0,10.0,3,rect
57,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,512,0.0,1.0,3,rect
58,0.8443478047847748,<function dropout at 0x7fbd6e565a60>,4,0.8512241244316101,512,0.0,0.1,3,rect
59,0.82695649266243,<function dropout at 0x7fbd6e565a60>,4,0.8116761445999146,512,0.0,0.01,3,rect
60,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,512,0.5,10.0,3,rect
61,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,512,0.5,1.0,3,rect
62,0.7995652079582214,<function dropout at 0x7fbd6e565a60>,4,0.8079096674919128,512,0.5,0.1,3,rect
63,0.7373912811279297,<function dropout at 0x7fbd6e565a60>,4,0.7269302606582642,512,0.5,0.01,3,rect
64,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,1024,0.0,10.0,3,rect
65,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,1024,0.0,1.0,3,rect
66,0.8513043105602264,<function dropout at 0x7fbd6e565a60>,4,0.8568737506866455,1024,0.0,0.1,3,rect
67,0.8308695435523987,<function dropout at 0x7fbd6e565a60>,4,0.8154425621032715,1024,0.0,0.01,3,rect
68,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,1024,0.5,10.0,3,rect
69,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,4,0.1807909607887268,1024,0.5,1.0,3,rect
70,0.792608678340912,<function dropout at 0x7fbd6e565a60>,4,0.787194013595581,1024,0.5,0.1,3,rect
71,0.751739102602005,<function dropout at 0x7fbd6e565a60>,4,0.7401130199432373,1024,0.5,0.01,3,rect
72,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,256,0.0,10.0,3,rect
73,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,256,0.0,1.0,3,rect
74,0.8460869431495667,<function dropout at 0x7fbd6e565a60>,8,0.8418079018592834,256,0.0,0.1,3,rect
75,0.8139129936695099,<function dropout at 0x7fbd6e565a60>,8,0.8267419934272766,256,0.0,0.01,3,rect
76,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,256,0.5,10.0,3,rect
77,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,256,0.5,1.0,3,rect
78,0.71391299366951,<function dropout at 0x7fbd6e565a60>,8,0.6892655491828918,256,0.5,0.1,3,rect
79,0.5521738767623902,<function dropout at 0x7fbd6e565a60>,8,0.43314501643180847,256,0.5,0.01,3,rect
80,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,512,0.0,10.0,3,rect
81,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,512,0.0,1.0,3,rect
