,valAccuracy,dR,nstart,dropoutFn,nlayers,activationFn,layerForm,testAccuracy,learningrate
18,0.8454545736312867,0.0,256,<function dropout at 0x7f5d97862a60>,16,3,cone,0.7922077775001526,0.1
19,0.8090909361839295,0.0,256,<function dropout at 0x7f5d97862a60>,16,3,cone,0.8181818127632141,0.01
20,0.3939394056797028,0.0,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.48051947355270386,10.0
21,0.48484849929809565,0.0,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.48051947355270386,1.0
22,0.7181818485260009,0.0,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.7402597665786743,0.1
23,0.7878787875175476,0.0,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.7402597665786743,0.01
24,0.26060606837272643,0.0,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,10.0
25,0.28484849333763124,0.0,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,1.0
26,0.8060606241226197,0.0,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.8311688303947449,0.1
27,0.8030303120613099,0.0,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.7922077775001526,0.01
28,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,10.0
29,0.37878789007663727,0.0,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.48051947355270386,1.0
30,0.8121212244033814,0.0,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.7792207598686218,0.1
31,0.8030303120613099,0.0,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.8051947951316833,0.01
32,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,10.0
33,0.2454545527696609,0.0,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,1.0
34,0.8060606122016907,0.0,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.7922077775001526,0.1
35,0.8151515603065492,0.0,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.7922077775001526,0.01
36,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,10.0
37,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,1.0
38,0.8121212363243103,0.0,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.8181818127632141,0.1
39,0.8272727727890016,0.0,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.8051947951316833,0.01
40,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,10.0
41,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,1.0
42,0.8030303239822388,0.0,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.8181818127632141,0.1
43,0.796969723701477,0.0,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.8051947951316833,0.01
44,0.24242424964904782,0.0,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,10.0
45,0.48484849929809565,0.0,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.48051947355270386,1.0
46,0.6090909183025359,0.0,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.48051947355270386,0.1
47,0.7121212482452391,0.0,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.7532467842102051,0.01
48,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,10.0
49,0.27575758695602415,0.0,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,1.0
50,0.7878787755966186,0.0,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.7792207598686218,0.1
51,0.8181818485260011,0.0,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.8051947951316833,0.01
52,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,10.0
53,0.28484849333763124,0.0,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,1.0
54,0.7878787994384766,0.0,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.8181818127632141,0.1
55,0.8030303120613098,0.0,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.7922077775001526,0.01
56,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,10.0
57,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,1.0
58,0.842424261569977,0.0,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.7792207598686218,0.1
59,0.8212121725082399,0.0,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.8051947951316833,0.01
60,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,10.0
61,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,1.0
62,0.8030303239822388,0.0,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.8181818127632141,0.1
63,0.7848484873771666,0.0,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.8051947951316833,0.01
64,0.39090910255908967,0.0,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.3246753215789795,10.0
65,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,1.0
66,0.7999999999999999,0.0,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.7662337422370911,0.1
67,0.8121212124824524,0.0,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.8441558480262756,0.01
68,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,10.0
69,0.24242424964904782,0.0,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,1.0
70,0.8151515364646912,0.0,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.7272726893424988,0.1
71,0.7787878632545471,0.0,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.8311688303947449,0.01
72,0.25757576525211334,0.5,256,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,10.0
73,0.25454546213150026,0.5,256,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,1.0
74,0.8121212482452393,0.5,256,<function dropout at 0x7f5d97862a60>,2,3,cone,0.8181818127632141,0.1
75,0.818181872367859,0.5,256,<function dropout at 0x7f5d97862a60>,2,3,cone,0.8051947951316833,0.01
76,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,10.0
77,0.2454545527696609,0.5,256,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,1.0
78,0.8060606479644776,0.5,256,<function dropout at 0x7f5d97862a60>,3,3,cone,0.8051947951316833,0.1
79,0.7090909481048583,0.5,256,<function dropout at 0x7f5d97862a60>,3,3,cone,0.7662337422370911,0.01
80,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,10.0
81,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,1.0
82,0.8060606598854066,0.5,256,<function dropout at 0x7f5d97862a60>,4,3,cone,0.7792207598686218,0.1
83,0.8060606241226198,0.5,256,<function dropout at 0x7f5d97862a60>,4,3,cone,0.7922077775001526,0.01
84,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,10.0
85,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,1.0
86,0.5878787755966186,0.5,256,<function dropout at 0x7f5d97862a60>,8,3,cone,0.6623376607894897,0.1
87,0.6666666269302368,0.5,256,<function dropout at 0x7f5d97862a60>,8,3,cone,0.6883116960525513,0.01
88,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,10.0
89,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,1.0
90,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,0.1
91,0.48484849929809565,0.5,256,<function dropout at 0x7f5d97862a60>,16,3,cone,0.48051947355270386,0.01
92,0.24242424964904782,0.5,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,10.0
93,0.48484849929809565,0.5,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.48051947355270386,1.0
94,0.32424243390560153,0.5,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.3246753215789795,0.1
95,0.5606060773134232,0.5,256,<function dropout at 0x7f5d97862a60>,32,3,cone,0.4285714030265808,0.01
96,0.2636363714933395,0.5,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,10.0
97,0.2666666746139526,0.5,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,1.0
98,0.8090909361839295,0.5,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.7922077775001526,0.1
99,0.818181872367859,0.5,512,<function dropout at 0x7f5d97862a60>,2,3,cone,0.7922077775001526,0.01
100,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,10.0
101,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,1.0
102,0.8181818485260011,0.5,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.8051947951316833,0.1
103,0.8151515483856202,0.5,512,<function dropout at 0x7f5d97862a60>,3,3,cone,0.7922077775001526,0.01
104,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,10.0
105,0.2666666746139526,0.5,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,1.0
106,0.8151515483856202,0.5,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.8181818127632141,0.1
107,0.7848484635353087,0.5,512,<function dropout at 0x7f5d97862a60>,4,3,cone,0.8051947951316833,0.01
108,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,10.0
109,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,1.0
110,0.6454545259475708,0.5,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.649350643157959,0.1
111,0.839393973350525,0.5,512,<function dropout at 0x7f5d97862a60>,8,3,cone,0.7272727489471436,0.01
112,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,10.0
113,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,1.0
114,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,0.1
115,0.49393941462039953,0.5,512,<function dropout at 0x7f5d97862a60>,16,3,cone,0.44155845046043396,0.01
116,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,10.0
117,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,1.0
118,0.2454545527696609,0.5,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,0.1
119,0.24242424964904782,0.5,512,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,0.01
120,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.19480520486831665,10.0
121,0.48484849929809565,0.5,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.48051947355270386,1.0
122,0.8030303120613099,0.5,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.8051947951316833,0.1
123,0.8121212482452393,0.5,1024,<function dropout at 0x7f5d97862a60>,2,3,cone,0.8181818127632141,0.01
124,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,10.0
125,0.2454545527696609,0.5,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.19480520486831665,1.0
126,0.8151515126228333,0.5,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.8311688303947449,0.1
127,0.8151515483856202,0.5,1024,<function dropout at 0x7f5d97862a60>,3,3,cone,0.8311688303947449,0.01
128,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,10.0
129,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.19480520486831665,1.0
130,0.8060606360435487,0.5,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.8181818127632141,0.1
131,0.8212121725082399,0.5,1024,<function dropout at 0x7f5d97862a60>,4,3,cone,0.8181818127632141,0.01
132,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,10.0
133,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,1.0
134,0.24848485589027403,0.5,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.19480520486831665,0.1
135,0.47878789007663725,0.5,1024,<function dropout at 0x7f5d97862a60>,8,3,cone,0.4935064911842346,0.01
136,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,10.0
137,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,1.0
138,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.19480520486831665,0.1
139,0.3727272838354111,0.5,1024,<function dropout at 0x7f5d97862a60>,16,3,cone,0.3636363744735718,0.01
140,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,10.0
141,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,1.0
142,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,0.1
143,0.24242424964904782,0.5,1024,<function dropout at 0x7f5d97862a60>,32,3,cone,0.19480520486831665,0.01
