,activationFn,nlayers,layerForm,learningrate,dropoutFn,valAccuracy,dR,nstart,testAccuracy
102,3,16,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,256,0.7272727489471436
103,3,16,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,512,0.7272727489471436
104,3,16,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,1024,0.7272727489471436
105,3,16,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
106,3,16,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
107,3,16,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
108,3,16,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,256,0.7272727489471436
109,3,16,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,512,0.7272727489471436
110,3,16,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,1024,0.7272727489471436
111,3,16,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
112,3,16,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
113,3,16,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
114,3,16,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.6000000238418579,0.0,256,0.6363636255264282
115,3,16,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.6600000381469726,0.0,512,0.7272727489471436
116,3,16,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.6300000309944154,0.0,1024,0.6363636255264282
117,3,16,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
118,3,16,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
119,3,16,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
120,3,32,rect,10.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,256,0.7272727489471436
121,3,32,rect,10.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,512,0.7272727489471436
122,3,32,rect,10.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,1024,0.7272727489471436
123,3,32,rect,10.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
124,3,32,rect,10.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
125,3,32,rect,10.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
126,3,32,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,256,0.7272727489471436
127,3,32,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,512,0.7272727489471436
128,3,32,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,1024,0.7272727489471436
129,3,32,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
130,3,32,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
131,3,32,rect,1.0,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
132,3,32,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,256,0.7272727489471436
133,3,32,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,512,0.7272727489471436
134,3,32,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,1024,0.7272727489471436
135,3,32,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
136,3,32,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
137,3,32,rect,0.1,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
138,3,32,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7700000226497651,0.0,256,0.6363636255264282
139,3,32,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.0,512,0.6363636255264282
140,3,32,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.6700000405311584,0.0,1024,0.5909091234207153
141,3,32,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,256,0.7272727489471436
142,3,32,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,512,0.7272727489471436
143,3,32,rect,0.01,<function dropout at 0x7ff045a4fa60>,0.7000000476837157,0.5,1024,0.7272727489471436
