,layerForm,testAccuracy,nlayers,valAccuracy,activationFn,learningrate,dropoutFn,nstart,dR
40,rect,0.8761062622070312,3,0.9027026653289795,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.0
41,rect,0.863716721534729,3,0.8808879852294922,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.5
42,rect,0.8858408331871033,3,0.9075289249420168,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.0
43,rect,0.8831858038902283,3,0.882818502187729,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.5
44,rect,0.8849557638168335,3,0.9015443861484528,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.0
45,rect,0.8637168407440186,3,0.8739381790161134,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.5
46,rect,0.8867256045341492,3,0.903474873304367,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.0
47,rect,0.8787611126899719,3,0.8810810208320619,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.5
48,rect,0.8849557042121887,4,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
49,rect,0.8849557042121887,4,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
50,rect,0.8849557638168335,4,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
51,rect,0.8849557638168335,4,0.8725868403911593,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
52,rect,0.884955644607544,4,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
53,rect,0.8849557638168335,4,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
54,rect,0.8849557638168335,4,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
55,rect,0.8849557638168335,4,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
56,rect,0.8849557042121887,4,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
57,rect,0.8849557042121887,4,0.8725868403911592,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
58,rect,0.8849557638168335,4,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
59,rect,0.8849557042121887,4,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
60,rect,0.8734513521194458,4,0.9050192892551423,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.0
61,rect,0.8858407735824585,4,0.8893822014331819,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.5
62,rect,0.8787610530853271,4,0.9015443682670594,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.0
63,rect,0.8831858038902283,4,0.8909266114234923,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.5
64,rect,0.8814159631729126,4,0.898262494802475,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.0
65,rect,0.8752212524414062,4,0.8812740802764892,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.5
66,rect,0.8823009133338928,4,0.9102316081523896,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.0
67,rect,0.8389379978179932,4,0.8621621489524841,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.5
68,rect,0.8814159631729126,4,0.906370633840561,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.0
69,rect,0.8389380574226379,4,0.8395752549171448,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.5
70,rect,0.8769911527633667,4,0.90308877825737,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.0
71,rect,0.8212389945983887,4,0.8320463061332704,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.5
72,rect,0.884955644607544,8,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
73,rect,0.884955644607544,8,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
74,rect,0.8849557638168335,8,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
75,rect,0.8849557638168335,8,0.8725868403911593,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
76,rect,0.8849557638168335,8,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
77,rect,0.8849557638168335,8,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
78,rect,0.884955644607544,8,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
79,rect,0.8849557638168335,8,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
80,rect,0.884955644607544,8,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
81,rect,0.8849557638168335,8,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
82,rect,0.8849557042121887,8,0.8725868403911592,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
83,rect,0.884955644607544,8,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
84,rect,0.8911504745483398,8,0.898455572128296,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.0
85,rect,0.8548672199249268,8,0.8708493947982788,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.5
86,rect,0.8814159035682678,8,0.8990347146987915,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.0
87,rect,0.8849557638168335,8,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.5
88,rect,0.8849557042121887,8,0.8725868403911592,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.0
89,rect,0.8849557042121887,8,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.5
90,rect,0.8902654647827148,8,0.8967181146144868,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.0
91,rect,0.8849557042121887,8,0.8725868403911592,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.5
92,rect,0.8787611126899719,8,0.9052123188972473,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.0
93,rect,0.8699114918708801,8,0.8606177210807799,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.5
94,rect,0.8778761625289917,8,0.8978764116764069,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.0
95,rect,0.73893803358078,8,0.7945945680141449,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.5
96,rect,0.8849557638168335,16,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
97,rect,0.8849557042121887,16,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
98,rect,0.884955644607544,16,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
99,rect,0.8849557638168335,16,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
100,rect,0.8849557042121887,16,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
101,rect,0.884955644607544,16,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
102,rect,0.8849557042121887,16,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
103,rect,0.884955644607544,16,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
104,rect,0.8849557638168335,16,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
105,rect,0.884955644607544,16,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
106,rect,0.884955644607544,16,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
107,rect,0.8849557042121887,16,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
108,rect,0.8849557638168335,16,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.0
109,rect,0.8849557042121887,16,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.5
110,rect,0.8849557042121887,16,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.0
111,rect,0.8849557042121887,16,0.8725868403911593,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.5
112,rect,0.8849557042121887,16,0.8725868403911593,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.0
113,rect,0.8849557638168335,16,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.5
114,rect,0.8752211928367615,16,0.9007721662521363,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.0
115,rect,0.8840707540512085,16,0.8725868463516236,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.5
116,rect,0.873451292514801,16,0.9030887603759766,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.0
117,rect,0.884955644607544,16,0.8725868463516238,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.5
118,rect,0.8831858038902283,16,0.9015443682670594,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.0
119,rect,0.8805309534072876,16,0.875868672132492,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.5
120,rect,0.8849557042121887,32,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
121,rect,0.8849557042121887,32,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
122,rect,0.8849557638168335,32,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
123,rect,0.884955644607544,32,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
124,rect,0.8849557638168335,32,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
125,rect,0.884955644607544,32,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
126,rect,0.8849557638168335,32,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
127,rect,0.8849557042121887,32,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
128,rect,0.8849557042121887,32,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
129,rect,0.8849557638168335,32,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
130,rect,0.884955644607544,32,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
131,rect,0.8849557638168335,32,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
132,rect,0.8849557042121887,32,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.0
133,rect,0.8849557042121887,32,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.5
134,rect,0.8849557042121887,32,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.0
135,rect,0.884955644607544,32,0.8725868403911593,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.5
136,rect,0.8849557638168335,32,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.0
137,rect,0.884955644607544,32,0.8725868463516238,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.5
138,rect,0.8814159631729126,32,0.8907335638999939,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.0
139,rect,0.8849557638168335,32,0.8725868463516238,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.5
140,rect,0.8893805146217346,32,0.8922779679298402,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.0
141,rect,0.8849557042121887,32,0.8725868463516238,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.5
142,rect,0.8920354247093201,32,0.8959459125995637,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.0
143,rect,0.8849557042121887,32,0.8725868463516238,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.5
