,layerForm,testAccuracy,nlayers,valAccuracy,activationFn,learningrate,dropoutFn,nstart,dR
0,rect,0.8849557638168335,2,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
1,rect,0.8849557638168335,2,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
2,rect,0.8849557042121887,2,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
3,rect,0.8849557042121887,2,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
4,rect,0.884955644607544,2,0.8725868403911592,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
5,rect,0.8849557638168335,2,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
6,rect,0.8849557042121887,2,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
7,rect,0.884955644607544,2,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
8,rect,0.8849557638168335,2,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
9,rect,0.884955644607544,2,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
10,rect,0.8849557638168335,2,0.8725868403911593,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
11,rect,0.8849557042121887,2,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
12,rect,0.882300853729248,2,0.9088802814483644,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.0
13,rect,0.8946902751922607,2,0.8994207978248597,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.5
14,rect,0.8796460032463074,2,0.8999999761581421,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.0
15,rect,0.8902654647827148,2,0.8986486136913299,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.5
16,rect,0.8805309534072876,2,0.9025096178054809,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.0
17,rect,0.9008849263191223,2,0.9005791127681733,3,0.1,<function dropout at 0x7f4c2eef6a60>,1024,0.5
18,rect,0.8893805742263794,2,0.9065636932849884,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.0
19,rect,0.886725664138794,2,0.8988416969776154,3,0.01,<function dropout at 0x7f4c2eef6a60>,256,0.5
20,rect,0.886725664138794,2,0.906756740808487,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.0
21,rect,0.8911504149436951,2,0.8930501699447633,3,0.01,<function dropout at 0x7f4c2eef6a60>,512,0.5
22,rect,0.8849557042121887,2,0.906756740808487,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.0
23,rect,0.8902654647827148,2,0.9027026414871215,3,0.01,<function dropout at 0x7f4c2eef6a60>,1024,0.5
24,rect,0.8849557638168335,3,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
25,rect,0.8849557042121887,3,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
26,rect,0.8849557638168335,3,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
27,rect,0.8849557042121887,3,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
28,rect,0.884955644607544,3,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
29,rect,0.884955644607544,3,0.8725868463516238,3,10.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
30,rect,0.884955644607544,3,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.0
31,rect,0.8849557638168335,3,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,256,0.5
32,rect,0.8849557042121887,3,0.8725868403911593,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.0
33,rect,0.8849557042121887,3,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,512,0.5
34,rect,0.8849557638168335,3,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.0
35,rect,0.884955644607544,3,0.8725868463516238,3,1.0,<function dropout at 0x7f4c2eef6a60>,1024,0.5
36,rect,0.8849557042121887,3,0.9054053604602815,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.0
37,rect,0.8787610530853271,3,0.8965250790119172,3,0.1,<function dropout at 0x7f4c2eef6a60>,256,0.5
38,rect,0.8796459436416626,3,0.8984555661678314,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.0
39,rect,0.8902654647827148,3,0.8947876214981078,3,0.1,<function dropout at 0x7f4c2eef6a60>,512,0.5
