,valAccuracy,dropoutFn,nstart,learningrate,testAccuracy,nlayers,activationFn,dR,layerForm
0,0.46744186580181113,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,2,3,0.0,cone
1,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,2,3,0.5,cone
2,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,3,3,0.0,cone
3,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,3,3,0.5,cone
4,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,4,3,0.0,cone
5,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,4,3,0.5,cone
6,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,8,3,0.0,cone
7,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,8,3,0.5,cone
8,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,16,3,0.0,cone
9,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,16,3,0.5,cone
10,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,32,3,0.0,cone
11,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,10.0,0.5,32,3,0.5,cone
12,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,2,3,0.0,cone
13,0.46627907454967493,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,2,3,0.5,cone
14,0.26744186878204346,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.2447916716337204,3,3,0.0,cone
15,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,3,3,0.5,cone
16,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,4,3,0.0,cone
17,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,4,3,0.5,cone
18,0.4116279125213622,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,8,3,0.0,cone
19,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,8,3,0.5,cone
20,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,16,3,0.0,cone
21,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,16,3,0.5,cone
22,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,32,3,0.0,cone
23,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,1.0,0.5,32,3,0.5,cone
24,0.891860431432724,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8697916865348816,2,3,0.0,cone
25,0.8418605089187621,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8385416865348816,2,3,0.5,cone
26,0.8825581669807434,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8697916865348816,3,3,0.0,cone
27,0.8348837614059448,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8281250596046448,3,3,0.5,cone
28,0.8883720815181733,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8958333730697632,4,3,0.0,cone
29,0.8348837614059448,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8333333730697632,4,3,0.5,cone
30,0.8930232405662537,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.9062500596046448,8,3,0.0,cone
31,0.6918604969978333,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.7395833730697632,8,3,0.5,cone
32,0.8744186222553252,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.9218750596046448,16,3,0.0,cone
33,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.5,16,3,0.5,cone
