,valAccuracy,dropoutFn,nstart,learningrate,testAccuracy,nlayers,activationFn,dR,layerForm
34,0.818604689836502,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.8593750596046448,32,3,0.0,cone
35,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,0.1,0.5,32,3,0.5,cone
36,0.8476744592189788,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8385416865348816,2,3,0.0,cone
37,0.8604651689529419,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8385417461395264,2,3,0.5,cone
38,0.8430233001708983,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8385417461395264,3,3,0.0,cone
39,0.8488372564315795,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.828125,3,3,0.5,cone
40,0.8476744651794432,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8541666865348816,4,3,0.0,cone
41,0.8186046838760376,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8385417461395264,4,3,0.5,cone
42,0.8686046123504637,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8489583730697632,8,3,0.0,cone
43,0.3976744294166565,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.3958333432674408,8,3,0.5,cone
44,0.884883713722229,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.8906250596046448,16,3,0.0,cone
45,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.5,16,3,0.5,cone
46,0.8918604731559753,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.9010417461395264,32,3,0.0,cone
47,0.4046511650085449,<function dropout at 0x7f00b2b5aa60>,256,0.01,0.5,32,3,0.5,cone
48,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,2,3,0.0,cone
49,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,2,3,0.5,cone
50,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,3,3,0.0,cone
51,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,3,3,0.5,cone
52,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,4,3,0.0,cone
53,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,4,3,0.5,cone
54,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,8,3,0.0,cone
55,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,8,3,0.5,cone
56,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,16,3,0.0,cone
57,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,16,3,0.5,cone
58,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,32,3,0.0,cone
59,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,10.0,0.5,32,3,0.5,cone
60,0.3058139711618423,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.2552083432674408,2,3,0.0,cone
61,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,2,3,0.5,cone
62,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,3,3,0.0,cone
63,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,3,3,0.5,cone
64,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,4,3,0.0,cone
65,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,4,3,0.5,cone
66,0.26744186878204346,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.2447916716337204,8,3,0.0,cone
67,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,8,3,0.5,cone
68,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,16,3,0.0,cone
69,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,16,3,0.5,cone
70,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,32,3,0.0,cone
71,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,1.0,0.5,32,3,0.5,cone
72,0.868604677915573,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8541667461395264,2,3,0.0,cone
73,0.8488372564315796,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8385416865348816,2,3,0.5,cone
74,0.8930232346057893,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8854167461395264,3,3,0.0,cone
75,0.8453488826751708,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8593750596046448,3,3,0.5,cone
76,0.891860443353653,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.9062501192092896,4,3,0.0,cone
77,0.8406977176666258,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8281251192092896,4,3,0.5,cone
78,0.875581419467926,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8958333730697632,8,3,0.0,cone
79,0.6941860795021058,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.7395833730697632,8,3,0.5,cone
80,0.8534883916378021,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8697917461395264,16,3,0.0,cone
81,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.5,16,3,0.5,cone
82,0.8709302783012389,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.8802083730697632,32,3,0.0,cone
83,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,0.1,0.5,32,3,0.5,cone
84,0.8372093439102172,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8333333730697632,2,3,0.0,cone
85,0.8662791252136232,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8593750596046448,2,3,0.5,cone
86,0.8895348906517028,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8541667461395264,3,3,0.0,cone
87,0.8360465526580809,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8281250596046448,3,3,0.5,cone
88,0.877907007932663,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8541666865348816,4,3,0.0,cone
89,0.8372093439102172,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8229167461395264,4,3,0.5,cone
90,0.8941860616207121,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.875,8,3,0.0,cone
91,0.7651162862777711,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.7760417461395264,8,3,0.5,cone
92,0.8639535427093507,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.8593750596046448,16,3,0.0,cone
93,0.49534884393215173,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.5833333730697632,16,3,0.5,cone
94,0.7465116262435914,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.7916667461395264,32,3,0.0,cone
95,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,512,0.01,0.5,32,3,0.5,cone
96,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,2,3,0.0,cone
97,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,2,3,0.5,cone
98,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,3,3,0.0,cone
99,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,3,3,0.5,cone
100,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,4,3,0.0,cone
101,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,4,3,0.5,cone
102,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,8,3,0.0,cone
103,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,8,3,0.5,cone
104,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,16,3,0.0,cone
105,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,16,3,0.5,cone
106,0.26744186878204346,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.2447916716337204,32,3,0.0,cone
107,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,10.0,0.5,32,3,0.5,cone
108,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,2,3,0.0,cone
109,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,2,3,0.5,cone
110,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,3,3,0.0,cone
111,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,3,3,0.5,cone
112,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,4,3,0.0,cone
113,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,4,3,0.5,cone
114,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,8,3,0.0,cone
115,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,8,3,0.5,cone
116,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,16,3,0.0,cone
117,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,16,3,0.5,cone
118,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,32,3,0.0,cone
119,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,1.0,0.5,32,3,0.5,cone
120,0.8860465109348297,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8750000596046448,2,3,0.0,cone
121,0.8604651689529419,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8385416865348816,2,3,0.5,cone
122,0.8906976401805878,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8958333730697632,3,3,0.0,cone
123,0.8569767951965332,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8385416865348816,3,3,0.5,cone
124,0.891860443353653,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8958333730697632,4,3,0.0,cone
125,0.8453488826751707,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.828125,4,3,0.5,cone
126,0.8662790715694427,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8489583730697632,8,3,0.0,cone
127,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.5,8,3,0.5,cone
128,0.7360465347766876,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8020833730697632,16,3,0.0,cone
129,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.5,16,3,0.5,cone
130,0.836046552658081,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.8593751192092896,32,3,0.0,cone
131,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,0.1,0.5,32,3,0.5,cone
132,0.8662791252136232,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.8541666865348816,2,3,0.0,cone
133,0.8488372564315795,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.8593750596046448,2,3,0.5,cone
134,0.8755814373493195,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.8593750596046448,3,3,0.0,cone
135,0.8627907514572145,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.859375,3,3,0.5,cone
136,0.8918604850769042,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.8697917461395264,4,3,0.0,cone
137,0.8279070138931275,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.828125,4,3,0.5,cone
138,0.8860465586185455,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.8854166865348816,8,3,0.0,cone
139,0.686046540737152,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.7395833730697632,8,3,0.5,cone
140,0.9151162803173067,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.9010416865348816,16,3,0.0,cone
141,0.5965116351842881,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.7083333730697632,16,3,0.5,cone
142,0.6965116620063783,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.7447916865348816,32,3,0.0,cone
143,0.4418604671955108,<function dropout at 0x7f00b2b5aa60>,1024,0.01,0.5,32,3,0.5,cone
