,activationFn,learningrate,nlayers,layerForm,nstart,dR,dropoutFn,valAccuracy,testAccuracy
125,3,0.01,4,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
126,3,0.01,8,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7231706500053406,0.6976744532585144
127,3,0.01,8,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
128,3,0.01,8,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.7414633512496949,0.6686046719551086
129,3,0.01,8,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
130,3,0.01,8,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6658536195755005,0.6220930218696594
131,3,0.01,8,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
132,3,0.01,16,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.726829218864441,0.6860465407371521
133,3,0.01,16,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
134,3,0.01,16,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6926828980445863,0.6686046719551086
135,3,0.01,16,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
136,3,0.01,16,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6073170483112336,0.5813953876495361
137,3,0.01,16,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.7975609898567201,0.680232584476471
138,3,0.01,32,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7670731604099272,0.6686046719551086
139,3,0.01,32,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
140,3,0.01,32,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.7317072927951812,0.6395348906517029
141,3,0.01,32,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
142,3,0.01,32,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.723170667886734,0.6279069781303406
143,3,0.01,32,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.8000000000000002,0.680232584476471
