,activationFn,learningrate,nlayers,layerForm,nstart,dR,dropoutFn,valAccuracy,testAccuracy
0,3,10.0,2,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.25121950507164,0.31976744532585144
1,3,10.0,2,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
2,3,10.0,2,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.2560975551605224,0.31976744532585144
3,3,10.0,2,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.23414633274078364,0.31976744532585144
4,3,10.0,2,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
5,3,10.0,2,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
6,3,10.0,3,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976741552352905
7,3,10.0,3,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
8,3,10.0,3,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
9,3,10.0,3,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
10,3,10.0,3,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
11,3,10.0,3,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
12,3,10.0,4,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
13,3,10.0,4,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
14,3,10.0,4,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
15,3,10.0,4,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
16,3,10.0,4,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
17,3,10.0,4,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
18,3,10.0,8,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
19,3,10.0,8,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
20,3,10.0,8,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6219512224197389,0.31976741552352905
21,3,10.0,8,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
22,3,10.0,8,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
23,3,10.0,8,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
24,3,10.0,16,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
25,3,10.0,16,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
26,3,10.0,16,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6829268336296083,0.31976744532585144
27,3,10.0,16,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
28,3,10.0,16,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6829268336296083,0.680232584476471
29,3,10.0,16,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
30,3,10.0,32,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6829268336296083,0.680232584476471
31,3,10.0,32,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
32,3,10.0,32,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
33,3,10.0,32,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
34,3,10.0,32,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
35,3,10.0,32,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976741552352905
36,3,1.0,2,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6512194693088533,0.604651153087616
37,3,1.0,2,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.6158536523580552,0.33139535784721375
38,3,1.0,2,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.21829267442226405,0.31976744532585144
39,3,1.0,2,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.35243901163339614,0.31976744532585144
40,3,1.0,2,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
41,3,1.0,2,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.25365852713584897,0.31976744532585144
42,3,1.0,3,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6829268336296083,0.680232584476471
43,3,1.0,3,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.20365852713584895,0.31976744532585144
44,3,1.0,3,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.22439023852348322,0.31976744532585144
45,3,1.0,3,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.3085365653038024,0.31976744532585144
46,3,1.0,3,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.21341462731361385,0.31976744532585144
47,3,1.0,3,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.2560975551605224,0.31976744532585144
48,3,1.0,4,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6219512224197389,0.680232584476471
49,3,1.0,4,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.7439024448394777,0.680232584476471
50,3,1.0,4,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.25365852713584897,0.31976744532585144
51,3,1.0,4,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.247560966014862,0.31976744532585144
52,3,1.0,4,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.7439024448394777,0.680232584476471
53,3,1.0,4,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.25609755516052246,0.680232584476471
54,3,1.0,8,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7536585420370103,0.680232584476471
55,3,1.0,8,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
56,3,1.0,8,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
57,3,1.0,8,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
58,3,1.0,8,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
59,3,1.0,8,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
60,3,1.0,16,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
61,3,1.0,16,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
62,3,1.0,16,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
63,3,1.0,16,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
64,3,1.0,16,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
65,3,1.0,16,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
66,3,1.0,32,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
67,3,1.0,32,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
68,3,1.0,32,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
69,3,1.0,32,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
70,3,1.0,32,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
71,3,1.0,32,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
72,3,0.1,2,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6670731484889985,0.6569767594337463
73,3,0.1,2,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.7963414728641511,0.6686046719551086
74,3,0.1,2,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6878048598766326,0.6395348906517029
75,3,0.1,2,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.7853658556938172,0.6860465407371521
76,3,0.1,2,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.647560966014862,0.6162790656089783
77,3,0.1,2,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.757317066192627,0.6627907156944275
78,3,0.1,3,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7158535957336426,0.645348846912384
79,3,0.1,3,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
80,3,0.1,3,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6780487418174744,0.6511628031730652
81,3,0.1,3,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
82,3,0.1,3,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6865853309631348,0.645348846912384
83,3,0.1,3,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
84,3,0.1,4,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6878048479557037,0.6279069781303406
85,3,0.1,4,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.8060975670814515,0.680232584476471
86,3,0.1,4,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6524390041828156,0.6162790656089783
87,3,0.1,4,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
88,3,0.1,4,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6597560703754426,0.6395348906517029
89,3,0.1,4,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
90,3,0.1,8,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7719512224197388,0.6744186282157898
91,3,0.1,8,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
92,3,0.1,8,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6634145736694337,0.6162790656089783
93,3,0.1,8,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
94,3,0.1,8,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6878048419952394,0.6686046719551086
95,3,0.1,8,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
96,3,0.1,16,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6695121467113496,0.6279069781303406
97,3,0.1,16,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
98,3,0.1,16,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.714634120464325,0.6569767594337463
99,3,0.1,16,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.2560975551605224,0.31976741552352905
100,3,0.1,16,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.7560975551605225,0.6744186282157898
101,3,0.1,16,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
102,3,0.1,32,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7378048539161681,0.6744186282157898
103,3,0.1,32,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.7439024448394777,0.680232584476471
104,3,0.1,32,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.7439024388790132,0.6511628031730652
105,3,0.1,32,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.2560975551605224,0.31976744532585144
106,3,0.1,32,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.7121951043605805,0.6744186282157898
107,3,0.1,32,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.19512194395065305,0.31976744532585144
108,3,0.01,2,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7243901729583739,0.645348846912384
109,3,0.01,2,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.8024390280246736,0.6627907156944275
110,3,0.01,2,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.760975581407547,0.6569767594337463
111,3,0.01,2,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.7707316935062409,0.6627907156944275
112,3,0.01,2,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6402438938617707,0.604651153087616
113,3,0.01,2,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.7743902683258058,0.645348846912384
114,3,0.01,3,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.6378048598766327,0.6337209343910217
115,3,0.01,3,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
116,3,0.01,3,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.7487804472446441,0.645348846912384
117,3,0.01,3,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.7951219677925111,0.6860465407371521
118,3,0.01,3,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6841463029384613,0.6220930218696594
119,3,0.01,3,cone,1024,0.5,<function dropout at 0x7feaac7c3a60>,0.8060975670814515,0.680232584476471
120,3,0.01,4,cone,256,0.0,<function dropout at 0x7feaac7c3a60>,0.7024389505386353,0.6337209343910217
121,3,0.01,4,cone,256,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.6744186282157898
122,3,0.01,4,cone,512,0.0,<function dropout at 0x7feaac7c3a60>,0.6487804591655731,0.604651153087616
123,3,0.01,4,cone,512,0.5,<function dropout at 0x7feaac7c3a60>,0.804878056049347,0.680232584476471
124,3,0.01,4,cone,1024,0.0,<function dropout at 0x7feaac7c3a60>,0.6707316637039185,0.604651153087616
