,valAccuracy,testAccuracy,dropoutFn,layerForm,activationFn,nlayers,dR,learningrate,nstart
0,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,10.0,256
1,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,10.0,512
2,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,10.0,1024
3,0.8999999761581422,0.7666667699813843,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,1.0,256
4,0.350000011920929,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,1.0,512
5,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,1.0,1024
6,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,0.1,256
7,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,0.1,512
8,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,0.1,1024
9,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,0.01,256
10,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,0.01,512
11,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.0,0.01,1024
12,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,10.0,256
13,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,10.0,512
14,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,10.0,1024
15,0.400000011920929,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,1.0,256
16,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,1.0,512
17,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,1.0,1024
18,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,0.1,256
19,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,0.1,512
20,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,0.1,1024
21,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,0.01,256
22,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,0.01,512
23,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,2,0.5,0.01,1024
24,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,10.0,256
25,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,10.0,512
26,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,10.0,1024
27,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,1.0,256
28,0.38000001907348635,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,1.0,512
29,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,1.0,1024
30,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,0.1,256
31,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,0.1,512
32,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,0.1,1024
33,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,0.01,256
34,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,0.01,512
35,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.0,0.01,1024
36,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,10.0,256
37,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,10.0,512
38,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,10.0,1024
39,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,1.0,256
40,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,1.0,512
41,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,1.0,1024
42,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,0.1,256
43,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,0.1,512
44,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,0.1,1024
45,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,0.01,256
46,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,0.01,512
47,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,3,0.5,0.01,1024
48,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,10.0,256
49,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,10.0,512
