,nlayers,valAccuracy,dropoutFn,dR,nstart,layerForm,activationFn,testAccuracy,learningrate
71,4,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.01
72,8,0.02515723183751106,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.028391169384121895,10.0
73,8,0.9792452633380891,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,1.0
74,8,0.9745283246040346,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,0.1
75,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,0.01
76,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,10.0
77,8,0.4050314538180828,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.028391169384121895,1.0
78,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,0.1
79,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,0.01
80,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,10.0
81,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,1.0
82,8,0.9776729464530945,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9700316190719604,0.1
83,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9747635126113892,0.01
84,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716089963912964,10.0
85,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716089963912964,1.0
86,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716089963912964,0.1
87,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,0.01
88,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,10.0
89,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,1.0
90,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,0.1
91,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,0.01
92,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,10.0
93,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,1.0
94,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.1
95,8,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.01
96,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716089963912964,10.0
97,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716089963912964,1.0
98,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,0.1
99,16,0.9723270654678344,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,0.01
100,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716089963912964,10.0
101,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,1.0
102,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,0.1
103,16,0.9767295539379118,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716089963912964,0.01
104,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,10.0
105,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,1.0
106,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,0.1
107,16,0.975471693277359,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9700316786766052,0.01
108,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,10.0
109,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,1.0
110,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,0.1
111,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,0.01
112,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,10.0
113,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,1.0
114,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,0.1
115,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,0.01
116,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,10.0
117,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716089963912964,1.0
118,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.1
119,16,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.01
120,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,10.0
121,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9716088771820068,1.0
122,32,0.9754716992378236,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9731862545013428,0.1
123,32,0.9751572489738466,<function dropout at 0x7fd65964ba60>,0.0,256,cone,3,0.9700316786766052,0.01
124,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,10.0
125,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,1.0
126,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,0.1
127,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,512,cone,3,0.9716088771820068,0.01
128,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,10.0
129,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,1.0
130,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,0.1
131,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.0,1024,cone,3,0.9716088771820068,0.01
132,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716089963912964,10.0
133,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,1.0
134,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,0.1
135,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,256,cone,3,0.9716088771820068,0.01
136,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,10.0
137,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,1.0
138,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,0.1
139,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,512,cone,3,0.9716088771820068,0.01
140,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,10.0
141,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,1.0
142,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.1
143,32,0.9748427867889407,<function dropout at 0x7fd65964ba60>,0.5,1024,cone,3,0.9716088771820068,0.01
