,nstart,activationFn,dR,learningrate,testAccuracy,dropoutFn,layerForm,nlayers,valAccuracy
0,256,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
1,256,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
2,256,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
3,256,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
4,256,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
5,256,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
6,256,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6658536314964295
7,256,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
8,256,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
9,256,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
10,256,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
11,256,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
12,256,3,0.0,0.1,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,2,0.8219511508941649
13,256,3,0.0,0.1,0.8311688899993896,<function dropout at 0x7f3f92ab9a60>,rect,3,0.8243901729583739
14,256,3,0.0,0.1,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,4,0.8097560465335845
15,256,3,0.0,0.1,0.7922078371047974,<function dropout at 0x7f3f92ab9a60>,rect,8,0.8292682230472563
16,256,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
17,256,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
18,256,3,0.0,0.01,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7268291711807251
19,256,3,0.0,0.01,0.8961039185523987,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7658536195755004
20,256,3,0.0,0.01,0.8571428656578064,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7609755873680113
21,256,3,0.0,0.01,0.8571428656578064,<function dropout at 0x7f3f92ab9a60>,rect,8,0.8243901729583739
22,256,3,0.0,0.01,0.8441558480262756,<function dropout at 0x7f3f92ab9a60>,rect,16,0.8341462612152098
23,256,3,0.0,0.01,0.8441558480262756,<function dropout at 0x7f3f92ab9a60>,rect,32,0.807317018508911
24,256,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
25,256,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
26,256,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
27,256,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
28,256,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
29,256,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
30,256,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
31,256,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
32,256,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
33,256,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
34,256,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
35,256,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
36,256,3,0.5,0.1,0.8311688303947449,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7804877817630766
37,256,3,0.5,0.1,0.8961039185523987,<function dropout at 0x7f3f92ab9a60>,rect,3,0.802438974380493
38,256,3,0.5,0.1,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7975609719753266
39,256,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
40,256,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
41,256,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
42,256,3,0.5,0.01,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7609755635261535
43,256,3,0.5,0.01,0.7922077775001526,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7512195110321044
44,256,3,0.5,0.01,0.7792207598686218,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7365853667259216
45,256,3,0.5,0.01,0.7272727489471436,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6731706976890565
46,256,3,0.5,0.01,0.3246753215789795,<function dropout at 0x7f3f92ab9a60>,rect,16,0.3731707215309143
47,256,3,0.5,0.01,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
48,512,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
49,512,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
50,512,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
51,512,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
52,512,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
53,512,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
54,512,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
55,512,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
56,512,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
57,512,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
58,512,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
59,512,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
60,512,3,0.0,0.1,0.8181818127632141,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7926828861236571
61,512,3,0.0,0.1,0.8441558480262756,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7975609183311462
62,512,3,0.0,0.1,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,4,0.8024389803409577
63,512,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
64,512,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
65,512,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
66,512,3,0.0,0.01,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7560974836349488
67,512,3,0.0,0.01,0.8181818723678589,<function dropout at 0x7f3f92ab9a60>,rect,3,0.760975569486618
68,512,3,0.0,0.01,0.8961039185523987,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7975609302520751
69,512,3,0.0,0.01,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,8,0.8243901789188384
70,512,3,0.0,0.01,0.8571428656578064,<function dropout at 0x7f3f92ab9a60>,rect,16,0.8341462671756743
71,512,3,0.0,0.01,0.7922077775001526,<function dropout at 0x7f3f92ab9a60>,rect,32,0.7756097316741942
72,512,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
73,512,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
74,512,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
75,512,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
76,512,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
77,512,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
78,512,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
79,512,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
80,512,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
81,512,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
82,512,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
83,512,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
84,512,3,0.5,0.1,0.8051947951316833,<function dropout at 0x7f3f92ab9a60>,rect,2,0.80975604057312
85,512,3,0.5,0.1,0.8181818127632141,<function dropout at 0x7f3f92ab9a60>,rect,3,0.8073170125484466
86,512,3,0.5,0.1,0.8441558480262756,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7878048300743102
87,512,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
88,512,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
89,512,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
90,512,3,0.5,0.01,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7560974955558776
91,512,3,0.5,0.01,0.8701298832893372,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7439024329185484
92,512,3,0.5,0.01,0.7792207598686218,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7390244007110595
93,512,3,0.5,0.01,0.7532467842102051,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6634145975112915
94,512,3,0.5,0.01,0.3246753215789795,<function dropout at 0x7f3f92ab9a60>,rect,16,0.39024389982223506
95,512,3,0.5,0.01,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
96,1024,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
97,1024,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
98,1024,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
99,1024,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
100,1024,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
101,1024,3,0.0,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
102,1024,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
103,1024,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
