,nstart,nlayers,layerForm,testAccuracy,dropoutFn,learningrate,dR,valAccuracy,activationFn
20,256,4,rect,0.902071475982666,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.9221756815910339,3
21,256,4,rect,0.8738229274749756,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.8866108596324921,3
22,256,4,rect,0.9133708477020264,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9251045465469361,3
23,256,4,rect,0.8060263395309448,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.8062761425971985,3
24,256,8,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267387390137,3
25,256,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267685413362,3
26,256,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267566204073,3
27,256,8,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267446994783,3
28,256,8,rect,0.9133709669113159,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.9284518539905547,3
29,256,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7782426536083221,3
30,256,8,rect,0.9133710265159607,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.930125504732132,3
31,256,8,rect,0.7871939539909363,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7874476850032807,3
32,256,16,rect,0.7796609997749329,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267446994783,3
33,256,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267446994781,3
34,256,16,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267446994783,3
35,256,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267446994783,3
36,256,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267506599428,3
37,256,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267506599428,3
38,256,16,rect,0.8964217901229858,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9292886674404145,3
39,256,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7824267625808717,3
40,256,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267625808717,3
41,256,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267327785492,3
42,256,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267506599428,3
43,256,32,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267804622652,3
44,256,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267387390137,3
45,256,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267387390137,3
46,256,32,rect,0.8964218497276306,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9271966338157654,3
47,256,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7824267446994783,3
48,512,2,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267148971557,3
49,512,2,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267506599427,3
50,512,2,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267446994783,3
51,512,2,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267387390138,3
52,512,2,rect,0.8945385813713074,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.90753133893013,3
53,512,2,rect,0.8888888955116272,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.892050153017044,3
54,512,2,rect,0.8926553130149841,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9092049717903136,3
55,512,2,rect,0.8662899136543274,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.898326301574707,3
56,512,3,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267566204071,3
57,512,3,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267268180847,3
58,512,3,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267566204073,3
59,512,3,rect,0.7796609997749329,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267745018006,3
60,512,3,rect,0.8983051180839539,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.924686175584793,3
61,512,3,rect,0.8926553130149841,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.8970710933208464,3
62,512,3,rect,0.8945386409759521,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9092049777507781,3
63,512,3,rect,0.8568737506866455,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.8811715066432954,3
64,512,4,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267446994781,3
65,512,4,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267506599427,3
66,512,4,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267506599427,3
67,512,4,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267685413362,3
68,512,4,rect,0.9096044301986694,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.9154811263084411,3
69,512,4,rect,0.8681733012199402,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.8882844746112825,3
70,512,4,rect,0.9020715951919556,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9179915845394135,3
71,512,4,rect,0.8286252021789551,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.8581589102745056,3
72,512,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267685413361,3
73,512,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267804622651,3
74,512,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267685413361,3
75,512,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267685413361,3
76,512,8,rect,0.9284368753433228,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.9443514227867127,3
77,512,8,rect,0.8926553130149841,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.8836819589138031,3
78,512,8,rect,0.9058380126953125,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9242677569389344,3
79,512,8,rect,0.7476459741592407,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7690376043319703,3
80,512,16,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267446994783,3
81,512,16,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267387390138,3
82,512,16,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267566204072,3
83,512,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267327785491,3
84,512,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267506599427,3
85,512,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267566204073,3
86,512,16,rect,0.902071475982666,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9384937047958374,3
87,512,16,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7828451454639436,3
88,512,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267446994783,3
89,512,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267566204073,3
90,512,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267566204072,3
91,512,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267566204072,3
92,512,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267506599427,3
93,512,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267268180847,3
94,512,32,rect,0.9114876985549927,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9389120995998383,3
95,512,32,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7824267387390137,3
96,1024,2,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267506599428,3
97,1024,2,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267745018006,3
98,1024,2,rect,0.7796609997749329,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267685413362,3
99,1024,2,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267625808716,3
100,1024,2,rect,0.903954803943634,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.9117154121398926,3
101,1024,2,rect,0.875706136226654,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.9004183769226074,3
102,1024,2,rect,0.9039547443389893,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9025103807449341,3
103,1024,2,rect,0.875706136226654,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.9020919978618623,3
104,1024,3,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267387390137,3
105,1024,3,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267745018005,3
106,1024,3,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267148971557,3
107,1024,3,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267446994781,3
108,1024,3,rect,0.9058380126953125,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.9217572987079621,3
109,1024,3,rect,0.8644067645072937,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.8765689790248871,3
110,1024,3,rect,0.902071475982666,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9213388800621032,3
111,1024,3,rect,0.838041365146637,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.8719665169715881,3
112,1024,4,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267506599426,3
113,1024,4,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267446994783,3
114,1024,4,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267566204073,3
115,1024,4,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267625808717,3
116,1024,4,rect,0.8983049988746643,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.925104558467865,3
117,1024,4,rect,0.8738229274749756,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.8786610543727874,3
118,1024,4,rect,0.9077212810516357,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.911297035217285,3
119,1024,4,rect,0.8323916792869568,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.8569037199020386,3
120,1024,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267745018006,3
121,1024,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267446994781,3
122,1024,8,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267327785492,3
123,1024,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267745018006,3
124,1024,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267327785492,3
125,1024,8,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267566204073,3
126,1024,8,rect,0.8983050584793091,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9297070562839508,3
127,1024,8,rect,0.7796609997749329,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7828451693058015,3
128,1024,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267745018006,3
129,1024,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267685413363,3
130,1024,16,rect,0.7796609997749329,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267506599427,3
131,1024,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267566204072,3
132,1024,16,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267208576201,3
133,1024,16,rect,0.7796609997749329,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267745018006,3
134,1024,16,rect,0.935969889163971,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9384936928749084,3
135,1024,16,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7824267625808716,3
136,1024,32,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.0,0.7824267745018006,3
137,1024,32,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,10.0,0.5,0.7824267506599428,3
138,1024,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.0,0.7824267268180847,3
139,1024,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,1.0,0.5,0.7824267625808716,3
140,1024,32,rect,0.7796610593795776,<function dropout at 0x7f31cfc19a60>,0.1,0.0,0.7824267387390138,3
141,1024,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.1,0.5,0.7824267208576202,3
142,1024,32,rect,0.9209038615226746,<function dropout at 0x7f31cfc19a60>,0.01,0.0,0.9414225459098817,3
143,1024,32,rect,0.7796609401702881,<function dropout at 0x7f31cfc19a60>,0.01,0.5,0.7824267625808717,3
