,nlayers,testAccuracy,dropoutFn,valAccuracy,dR,activationFn,nstart,learningrate,layerForm
27,3,0.6979167461395264,<function dropout at 0x7f1857c90a60>,0.7407407760620119,0.0,3,256,0.01,rect
28,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,10.0,rect
29,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,1.0,rect
30,3,0.7135416865348816,<function dropout at 0x7f1857c90a60>,0.7530864477157593,0.0,3,512,0.1,rect
31,3,0.6875,<function dropout at 0x7f1857c90a60>,0.7641975522041321,0.0,3,512,0.01,rect
32,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,10.0,rect
33,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,1.0,rect
34,3,0.65625,<function dropout at 0x7f1857c90a60>,0.7283951044082642,0.0,3,1024,0.1,rect
35,3,0.7239583730697632,<function dropout at 0x7f1857c90a60>,0.7259259700775148,0.0,3,1024,0.01,rect
36,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,10.0,rect
37,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,1.0,rect
38,3,0.7552083730697632,<function dropout at 0x7f1857c90a60>,0.7493827462196351,0.5,3,256,0.1,rect
39,3,0.7604166865348816,<function dropout at 0x7f1857c90a60>,0.7740740895271301,0.5,3,256,0.01,rect
40,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,10.0,rect
41,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,1.0,rect
42,3,0.7395833730697632,<function dropout at 0x7f1857c90a60>,0.7456790447235108,0.5,3,512,0.1,rect
43,3,0.75,<function dropout at 0x7f1857c90a60>,0.7691358208656311,0.5,3,512,0.01,rect
44,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,10.0,rect
45,3,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,1.0,rect
46,3,0.7239583730697632,<function dropout at 0x7f1857c90a60>,0.7493827462196351,0.5,3,1024,0.1,rect
47,3,0.75,<function dropout at 0x7f1857c90a60>,0.7518518805503845,0.5,3,1024,0.01,rect
48,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,10.0,rect
49,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,1.0,rect
50,4,0.7135417461395264,<function dropout at 0x7f1857c90a60>,0.7395062088966371,0.0,3,256,0.1,rect
51,4,0.7083333730697632,<function dropout at 0x7f1857c90a60>,0.7234567940235137,0.0,3,256,0.01,rect
52,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,10.0,rect
53,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,1.0,rect
54,4,0.6927083730697632,<function dropout at 0x7f1857c90a60>,0.7518518805503844,0.0,3,512,0.1,rect
55,4,0.6927083730697632,<function dropout at 0x7f1857c90a60>,0.749382746219635,0.0,3,512,0.01,rect
56,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,10.0,rect
57,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,1.0,rect
58,4,0.6666666865348816,<function dropout at 0x7f1857c90a60>,0.7419753432273866,0.0,3,1024,0.1,rect
59,4,0.6979166865348816,<function dropout at 0x7f1857c90a60>,0.744444477558136,0.0,3,1024,0.01,rect
60,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,10.0,rect
61,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,1.0,rect
62,4,0.734375,<function dropout at 0x7f1857c90a60>,0.7641975522041322,0.5,3,256,0.1,rect
63,4,0.7135417461395264,<function dropout at 0x7f1857c90a60>,0.7592592835426332,0.5,3,256,0.01,rect
64,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,10.0,rect
65,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,1.0,rect
66,4,0.6822917461395264,<function dropout at 0x7f1857c90a60>,0.7654321193695068,0.5,3,512,0.1,rect
67,4,0.7135417461395264,<function dropout at 0x7f1857c90a60>,0.7814814925193787,0.5,3,512,0.01,rect
68,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,10.0,rect
69,4,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,1.0,rect
70,4,0.6614583730697632,<function dropout at 0x7f1857c90a60>,0.7197531223297119,0.5,3,1024,0.1,rect
71,4,0.7239583730697632,<function dropout at 0x7f1857c90a60>,0.7666666865348816,0.5,3,1024,0.01,rect
72,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,10.0,rect
73,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,1.0,rect
74,8,0.6927083730697632,<function dropout at 0x7f1857c90a60>,0.7617284178733826,0.0,3,256,0.1,rect
75,8,0.7083333730697632,<function dropout at 0x7f1857c90a60>,0.7814814925193787,0.0,3,256,0.01,rect
76,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,10.0,rect
77,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,1.0,rect
78,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,0.1,rect
79,8,0.6927083730697632,<function dropout at 0x7f1857c90a60>,0.7209877014160155,0.0,3,512,0.01,rect
80,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,10.0,rect
81,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,1.0,rect
82,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.6061728417873383,0.0,3,1024,0.1,rect
83,8,0.65625,<function dropout at 0x7f1857c90a60>,0.7765432298183441,0.0,3,1024,0.01,rect
84,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,10.0,rect
85,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,1.0,rect
86,8,0.6770833730697632,<function dropout at 0x7f1857c90a60>,0.7308642268180847,0.5,3,256,0.1,rect
87,8,0.703125,<function dropout at 0x7f1857c90a60>,0.7469136118888856,0.5,3,256,0.01,rect
88,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,10.0,rect
89,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,1.0,rect
90,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,0.1,rect
91,8,0.671875,<function dropout at 0x7f1857c90a60>,0.7617284178733826,0.5,3,512,0.01,rect
92,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,10.0,rect
93,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,1.0,rect
94,8,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,0.1,rect
95,8,0.703125,<function dropout at 0x7f1857c90a60>,0.7641975522041321,0.5,3,1024,0.01,rect
96,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,10.0,rect
97,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,1.0,rect
98,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,0.1,rect
99,16,0.6875000596046448,<function dropout at 0x7f1857c90a60>,0.7888888955116272,0.0,3,256,0.01,rect
100,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,10.0,rect
101,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,1.0,rect
102,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,0.1,rect
103,16,0.6875,<function dropout at 0x7f1857c90a60>,0.7753086566925048,0.0,3,512,0.01,rect
104,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,10.0,rect
105,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,1.0,rect
106,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,0.1,rect
107,16,0.6770833730697632,<function dropout at 0x7f1857c90a60>,0.7617284178733826,0.0,3,1024,0.01,rect
108,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,10.0,rect
109,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,1.0,rect
110,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,0.1,rect
111,16,0.6354166865348816,<function dropout at 0x7f1857c90a60>,0.6037037074565887,0.5,3,256,0.01,rect
112,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,10.0,rect
113,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,1.0,rect
114,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,0.1,rect
115,16,0.6458333730697632,<function dropout at 0x7f1857c90a60>,0.6148148238658905,0.5,3,512,0.01,rect
116,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,10.0,rect
117,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,1.0,rect
118,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,0.1,rect
119,16,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,0.01,rect
120,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,10.0,rect
121,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,1.0,rect
122,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,256,0.1,rect
123,32,0.6875,<function dropout at 0x7f1857c90a60>,0.7604938507080079,0.0,3,256,0.01,rect
124,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,10.0,rect
125,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,1.0,rect
126,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,512,0.1,rect
127,32,0.7031250596046448,<function dropout at 0x7f1857c90a60>,0.7592592835426332,0.0,3,512,0.01,rect
128,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,10.0,rect
129,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,1.0,rect
130,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.0,3,1024,0.1,rect
131,32,0.65625,<function dropout at 0x7f1857c90a60>,0.7530864357948304,0.0,3,1024,0.01,rect
132,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,10.0,rect
133,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,1.0,rect
134,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,0.1,rect
135,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,256,0.01,rect
136,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,10.0,rect
137,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,1.0,rect
138,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,0.1,rect
139,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,512,0.01,rect
140,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,10.0,rect
141,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,1.0,rect
142,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,0.1,rect
143,32,0.6510416865348816,<function dropout at 0x7f1857c90a60>,0.604938268661499,0.5,3,1024,0.01,rect
