,layerForm,activationFn,dR,nstart,learningrate,nlayers,dropoutFn,testAccuracy,valAccuracy
0,rect,3,0.0,256,10.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
1,rect,3,0.0,256,10.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
2,rect,3,0.0,256,10.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
3,rect,3,0.0,256,10.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
4,rect,3,0.0,256,10.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
5,rect,3,0.0,256,10.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
6,rect,3,0.0,256,1.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.11627907231450083
7,rect,3,0.0,256,1.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.025581395253539085
8,rect,3,0.0,256,1.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.025581395253539085
9,rect,3,0.0,256,1.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
10,rect,3,0.0,256,1.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
11,rect,3,0.0,256,1.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
12,rect,3,0.0,256,0.1,2,<function dropout at 0x7efe0b03ea60>,0.33510637283325195,0.874418568611145
13,rect,3,0.0,256,0.1,3,<function dropout at 0x7efe0b03ea60>,0.3271276652812958,0.8627906501293182
14,rect,3,0.0,256,0.1,4,<function dropout at 0x7efe0b03ea60>,0.46010637283325195,0.9069767236709593
15,rect,3,0.0,256,0.1,8,<function dropout at 0x7efe0b03ea60>,0.4441489279270172,0.8627906560897827
16,rect,3,0.0,256,0.1,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.034883721545338635
17,rect,3,0.0,256,0.1,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
18,rect,3,0.0,256,0.01,2,<function dropout at 0x7efe0b03ea60>,0.5744680762290955,0.8953488111495973
19,rect,3,0.0,256,0.01,3,<function dropout at 0x7efe0b03ea60>,0.44148939847946167,0.9302325248718261
20,rect,3,0.0,256,0.01,4,<function dropout at 0x7efe0b03ea60>,0.4308510720729828,0.8674418389797212
21,rect,3,0.0,256,0.01,8,<function dropout at 0x7efe0b03ea60>,0.49468085169792175,0.9023255467414857
22,rect,3,0.0,256,0.01,16,<function dropout at 0x7efe0b03ea60>,0.2872340679168701,0.9232557773590088
23,rect,3,0.0,256,0.01,32,<function dropout at 0x7efe0b03ea60>,0.1941489279270172,0.8325581789016723
24,rect,3,0.0,512,10.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
25,rect,3,0.0,512,10.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
26,rect,3,0.0,512,10.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
27,rect,3,0.0,512,10.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
28,rect,3,0.0,512,10.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
29,rect,3,0.0,512,10.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
30,rect,3,0.0,512,1.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.06046511232852936
31,rect,3,0.0,512,1.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.032558139786124235
32,rect,3,0.0,512,1.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.025581395253539085
33,rect,3,0.0,512,1.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
34,rect,3,0.0,512,1.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
35,rect,3,0.0,512,1.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
36,rect,3,0.0,512,0.1,2,<function dropout at 0x7efe0b03ea60>,0.43617019057273865,0.872092992067337
37,rect,3,0.0,512,0.1,3,<function dropout at 0x7efe0b03ea60>,0.31382977962493896,0.890697640180588
38,rect,3,0.0,512,0.1,4,<function dropout at 0x7efe0b03ea60>,0.3617021441459656,0.9093022882938385
39,rect,3,0.0,512,0.1,8,<function dropout at 0x7efe0b03ea60>,0.3909575045108795,0.9302325248718261
40,rect,3,0.0,512,0.1,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.025581395253539085
41,rect,3,0.0,512,0.1,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
42,rect,3,0.0,512,0.01,2,<function dropout at 0x7efe0b03ea60>,0.5930851101875305,0.8488371789455414
43,rect,3,0.0,512,0.01,3,<function dropout at 0x7efe0b03ea60>,0.43617022037506104,0.9046511232852937
44,rect,3,0.0,512,0.01,4,<function dropout at 0x7efe0b03ea60>,0.5585106611251831,0.9069766998291017
45,rect,3,0.0,512,0.01,8,<function dropout at 0x7efe0b03ea60>,0.4441489279270172,0.8790697097778322
46,rect,3,0.0,512,0.01,16,<function dropout at 0x7efe0b03ea60>,0.48138299584388733,0.9069766998291017
47,rect,3,0.0,512,0.01,32,<function dropout at 0x7efe0b03ea60>,0.23138298094272614,0.8883720397949217
48,rect,3,0.0,1024,10.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
49,rect,3,0.0,1024,10.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
50,rect,3,0.0,1024,10.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
51,rect,3,0.0,1024,10.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
52,rect,3,0.0,1024,10.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
53,rect,3,0.0,1024,10.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
54,rect,3,0.0,1024,1.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.034883721545338635
55,rect,3,0.0,1024,1.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.034883721545338635
56,rect,3,0.0,1024,1.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
57,rect,3,0.0,1024,1.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
58,rect,3,0.0,1024,1.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
59,rect,3,0.0,1024,1.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
60,rect,3,0.0,1024,0.1,2,<function dropout at 0x7efe0b03ea60>,0.2260638326406479,0.8883720457553863
61,rect,3,0.0,1024,0.1,3,<function dropout at 0x7efe0b03ea60>,0.32180851697921753,0.8627906501293181
62,rect,3,0.0,1024,0.1,4,<function dropout at 0x7efe0b03ea60>,0.36968085169792175,0.9093022882938384
63,rect,3,0.0,1024,0.1,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.06046511679887772
64,rect,3,0.0,1024,0.1,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
65,rect,3,0.0,1024,0.1,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
66,rect,3,0.0,1024,0.01,2,<function dropout at 0x7efe0b03ea60>,0.4202127754688263,0.8837208747863768
67,rect,3,0.0,1024,0.01,3,<function dropout at 0x7efe0b03ea60>,0.46010637283325195,0.867441827058792
68,rect,3,0.0,1024,0.01,4,<function dropout at 0x7efe0b03ea60>,0.3776595890522003,0.8604650855064391
69,rect,3,0.0,1024,0.01,8,<function dropout at 0x7efe0b03ea60>,0.41489365696907043,0.9232557773590089
70,rect,3,0.0,1024,0.01,16,<function dropout at 0x7efe0b03ea60>,0.33510637283325195,0.8976743698120118
71,rect,3,0.0,1024,0.01,32,<function dropout at 0x7efe0b03ea60>,0.44148939847946167,0.8604650497436526
72,rect,3,0.5,256,10.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
73,rect,3,0.5,256,10.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
74,rect,3,0.5,256,10.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
75,rect,3,0.5,256,10.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
76,rect,3,0.5,256,10.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
77,rect,3,0.5,256,10.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
78,rect,3,0.5,256,1.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.06976744383573533
79,rect,3,0.5,256,1.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.032558139786124235
80,rect,3,0.5,256,1.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
81,rect,3,0.5,256,1.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
82,rect,3,0.5,256,1.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
83,rect,3,0.5,256,1.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
84,rect,3,0.5,256,0.1,2,<function dropout at 0x7efe0b03ea60>,0.4335106313228607,0.8674418151378632
85,rect,3,0.5,256,0.1,3,<function dropout at 0x7efe0b03ea60>,0.4335106611251831,0.9046511292457581
86,rect,3,0.5,256,0.1,4,<function dropout at 0x7efe0b03ea60>,0.5053191184997559,0.8883720457553864
87,rect,3,0.5,256,0.1,8,<function dropout at 0x7efe0b03ea60>,0.35904252529144287,0.33255814909934994
88,rect,3,0.5,256,0.1,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
89,rect,3,0.5,256,0.1,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
90,rect,3,0.5,256,0.01,2,<function dropout at 0x7efe0b03ea60>,0.5691489577293396,0.8604650497436526
91,rect,3,0.5,256,0.01,3,<function dropout at 0x7efe0b03ea60>,0.6063829660415649,0.8418605089187621
92,rect,3,0.5,256,0.01,4,<function dropout at 0x7efe0b03ea60>,0.6250000596046448,0.8302325963973999
93,rect,3,0.5,256,0.01,8,<function dropout at 0x7efe0b03ea60>,0.3324468433856964,0.5930232882499695
94,rect,3,0.5,256,0.01,16,<function dropout at 0x7efe0b03ea60>,0.013297872617840767,0.03953488394618035
95,rect,3,0.5,256,0.01,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
96,rect,3,0.5,512,10.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
97,rect,3,0.5,512,10.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
98,rect,3,0.5,512,10.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
99,rect,3,0.5,512,10.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
100,rect,3,0.5,512,10.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
101,rect,3,0.5,512,10.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
102,rect,3,0.5,512,1.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.02790697701275349
103,rect,3,0.5,512,1.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
104,rect,3,0.5,512,1.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
105,rect,3,0.5,512,1.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
106,rect,3,0.5,512,1.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
107,rect,3,0.5,512,1.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
108,rect,3,0.5,512,0.1,2,<function dropout at 0x7efe0b03ea60>,0.48138296604156494,0.8976743817329408
109,rect,3,0.5,512,0.1,3,<function dropout at 0x7efe0b03ea60>,0.5744680762290955,0.8953487932682037
110,rect,3,0.5,512,0.1,4,<function dropout at 0x7efe0b03ea60>,0.5345744490623474,0.8720930099487305
111,rect,3,0.5,512,0.1,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.032558139786124235
112,rect,3,0.5,512,0.1,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
113,rect,3,0.5,512,0.1,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
114,rect,3,0.5,512,0.01,2,<function dropout at 0x7efe0b03ea60>,0.41489362716674805,0.8604650497436526
