,valAccuracy,layerForm,learningrate,dR,nstart,testAccuracy,activationFn,dropoutFn,nlayers
0,0.39999997615814203,rect,10.0,0.0,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,2
1,0.39999997615814203,rect,10.0,0.0,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,3
2,0.39999997615814203,rect,10.0,0.0,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,4
3,0.39999997615814203,rect,10.0,0.0,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,8
4,0.39999997615814203,rect,10.0,0.0,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,16
5,0.39999997615814203,rect,10.0,0.0,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,32
6,0.39999997615814203,rect,10.0,0.0,512,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,2
7,0.39999997615814203,rect,10.0,0.0,512,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,3
8,0.39999997615814203,rect,10.0,0.0,512,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,4
9,0.39999997615814203,rect,10.0,0.0,512,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,8
10,0.39999997615814203,rect,10.0,0.0,512,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,16
11,0.39999997615814203,rect,10.0,0.0,512,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,32
12,0.39999997615814203,rect,10.0,0.0,1024,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,2
13,0.39999997615814203,rect,10.0,0.0,1024,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,3
14,0.39999997615814203,rect,10.0,0.0,1024,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,4
15,0.39999997615814203,rect,10.0,0.0,1024,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,8
16,0.39999997615814203,rect,10.0,0.0,1024,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,16
17,0.39999997615814203,rect,10.0,0.0,1024,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,32
18,0.39999997615814203,rect,10.0,0.5,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,2
19,0.39999997615814203,rect,10.0,0.5,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,3
20,0.39999997615814203,rect,10.0,0.5,256,0.472222238779068,3,<function dropout at 0x7f47d9596a60>,4
