,testAccuracy,activationFn,valAccuracy,dR,learningrate,nlayers,layerForm,nstart,dropoutFn
0,0.38532108068466187,3,0.4915254116058349,0.0,10.0,2,cone,256,<function dropout at 0x7f0b37a92a60>
1,0.6146788597106934,3,0.508474588394165,0.0,10.0,2,cone,512,<function dropout at 0x7f0b37a92a60>
2,0.6146788597106934,3,0.508474588394165,0.0,10.0,2,cone,1024,<function dropout at 0x7f0b37a92a60>
3,0.6146788597106934,3,0.508474588394165,0.0,10.0,3,cone,256,<function dropout at 0x7f0b37a92a60>
4,0.6146788597106934,3,0.508474588394165,0.0,10.0,3,cone,512,<function dropout at 0x7f0b37a92a60>
5,0.6146788597106934,3,0.508474588394165,0.0,10.0,3,cone,1024,<function dropout at 0x7f0b37a92a60>
6,0.6146788597106934,3,0.508474588394165,0.0,10.0,4,cone,256,<function dropout at 0x7f0b37a92a60>
7,0.6146788597106934,3,0.508474588394165,0.0,10.0,4,cone,512,<function dropout at 0x7f0b37a92a60>
8,0.6146788597106934,3,0.508474588394165,0.0,10.0,4,cone,1024,<function dropout at 0x7f0b37a92a60>
9,0.6146788597106934,3,0.508474588394165,0.0,10.0,8,cone,256,<function dropout at 0x7f0b37a92a60>
10,0.6146788597106934,3,0.503389835357666,0.0,10.0,8,cone,512,<function dropout at 0x7f0b37a92a60>
11,0.6146788597106934,3,0.508474588394165,0.0,10.0,8,cone,1024,<function dropout at 0x7f0b37a92a60>
12,0.6146788597106934,3,0.508474588394165,0.0,10.0,16,cone,256,<function dropout at 0x7f0b37a92a60>
13,0.6146788597106934,3,0.503389835357666,0.0,10.0,16,cone,512,<function dropout at 0x7f0b37a92a60>
14,0.38532108068466187,3,0.506779670715332,0.0,10.0,16,cone,1024,<function dropout at 0x7f0b37a92a60>
15,0.6146788597106934,3,0.505084753036499,0.0,10.0,32,cone,256,<function dropout at 0x7f0b37a92a60>
16,0.6146788597106934,3,0.505084753036499,0.0,10.0,32,cone,512,<function dropout at 0x7f0b37a92a60>
17,0.6146788597106934,3,0.505084753036499,0.0,10.0,32,cone,1024,<function dropout at 0x7f0b37a92a60>
18,0.5963302254676819,3,0.5186440825462341,0.0,1.0,2,cone,256,<function dropout at 0x7f0b37a92a60>
19,0.38532108068466187,3,0.4915254116058349,0.0,1.0,2,cone,512,<function dropout at 0x7f0b37a92a60>
20,0.6146788597106934,3,0.508474588394165,0.0,1.0,2,cone,1024,<function dropout at 0x7f0b37a92a60>
21,0.6146788597106934,3,0.5101694881916046,0.0,1.0,3,cone,256,<function dropout at 0x7f0b37a92a60>
22,0.38532108068466187,3,0.4932203292846679,0.0,1.0,3,cone,512,<function dropout at 0x7f0b37a92a60>
23,0.6146788597106934,3,0.508474588394165,0.0,1.0,3,cone,1024,<function dropout at 0x7f0b37a92a60>
24,0.6146788597106934,3,0.508474588394165,0.0,1.0,4,cone,256,<function dropout at 0x7f0b37a92a60>
25,0.6146788597106934,3,0.508474588394165,0.0,1.0,4,cone,512,<function dropout at 0x7f0b37a92a60>
26,0.6146788597106934,3,0.508474588394165,0.0,1.0,4,cone,1024,<function dropout at 0x7f0b37a92a60>
27,0.5779816508293152,3,0.5644067704677582,0.0,1.0,8,cone,256,<function dropout at 0x7f0b37a92a60>
28,0.6146788597106934,3,0.508474588394165,0.0,1.0,8,cone,512,<function dropout at 0x7f0b37a92a60>
29,0.6146788597106934,3,0.508474588394165,0.0,1.0,8,cone,1024,<function dropout at 0x7f0b37a92a60>
30,0.6146788597106934,3,0.508474588394165,0.0,1.0,16,cone,256,<function dropout at 0x7f0b37a92a60>
31,0.6146788597106934,3,0.508474588394165,0.0,1.0,16,cone,512,<function dropout at 0x7f0b37a92a60>
32,0.5963302254676819,3,0.5423728883266449,0.0,1.0,16,cone,1024,<function dropout at 0x7f0b37a92a60>
33,0.6146788597106934,3,0.5491525650024414,0.0,1.0,32,cone,256,<function dropout at 0x7f0b37a92a60>
34,0.6146788597106934,3,0.508474588394165,0.0,1.0,32,cone,512,<function dropout at 0x7f0b37a92a60>
35,0.6146788597106934,3,0.5542372941970826,0.0,1.0,32,cone,1024,<function dropout at 0x7f0b37a92a60>
36,0.5412843823432922,3,0.6016949117183685,0.0,0.1,2,cone,256,<function dropout at 0x7f0b37a92a60>
37,0.5321100354194641,3,0.5932203412055969,0.0,0.1,2,cone,512,<function dropout at 0x7f0b37a92a60>
38,0.5779815912246704,3,0.5949152529239654,0.0,0.1,2,cone,1024,<function dropout at 0x7f0b37a92a60>
39,0.6146788597106934,3,0.6033898234367371,0.0,0.1,3,cone,256,<function dropout at 0x7f0b37a92a60>
40,0.5779815912246704,3,0.5898305058479308,0.0,0.1,3,cone,512,<function dropout at 0x7f0b37a92a60>
41,0.5871558785438538,3,0.5864406704902648,0.0,0.1,3,cone,1024,<function dropout at 0x7f0b37a92a60>
42,0.5963302254676819,3,0.5813559234142303,0.0,0.1,4,cone,256,<function dropout at 0x7f0b37a92a60>
43,0.5871558785438538,3,0.5779660940170287,0.0,0.1,4,cone,512,<function dropout at 0x7f0b37a92a60>
44,0.5504586696624756,3,0.6016949117183685,0.0,0.1,4,cone,1024,<function dropout at 0x7f0b37a92a60>
45,0.5779816508293152,3,0.5762711763381957,0.0,0.1,8,cone,256,<function dropout at 0x7f0b37a92a60>
46,0.60550457239151,3,0.5915254175662995,0.0,0.1,8,cone,512,<function dropout at 0x7f0b37a92a60>
47,0.5412843823432922,3,0.5949152529239654,0.0,0.1,8,cone,1024,<function dropout at 0x7f0b37a92a60>
48,0.5688073039054871,3,0.6101694941520691,0.0,0.1,16,cone,256,<function dropout at 0x7f0b37a92a60>
49,0.5963302850723267,3,0.5762711703777313,0.0,0.1,16,cone,512,<function dropout at 0x7f0b37a92a60>
50,0.5963302254676819,3,0.5864406704902648,0.0,0.1,16,cone,1024,<function dropout at 0x7f0b37a92a60>
51,0.5779815912246704,3,0.5915254235267638,0.0,0.1,32,cone,256,<function dropout at 0x7f0b37a92a60>
52,0.60550457239151,3,0.5203389883041383,0.0,0.1,32,cone,512,<function dropout at 0x7f0b37a92a60>
53,0.5963302254676819,3,0.5745762586593627,0.0,0.1,32,cone,1024,<function dropout at 0x7f0b37a92a60>
54,0.5871558785438538,3,0.5762711763381957,0.0,0.01,2,cone,256,<function dropout at 0x7f0b37a92a60>
55,0.5963302254676819,3,0.5762711763381957,0.0,0.01,2,cone,512,<function dropout at 0x7f0b37a92a60>
56,0.5779815912246704,3,0.5932203531265258,0.0,0.01,2,cone,1024,<function dropout at 0x7f0b37a92a60>
57,0.5596330165863037,3,0.5932203531265258,0.0,0.01,3,cone,256,<function dropout at 0x7f0b37a92a60>
58,0.5963302850723267,3,0.5677965879440307,0.0,0.01,3,cone,512,<function dropout at 0x7f0b37a92a60>
59,0.5779816508293152,3,0.5830508410930633,0.0,0.01,3,cone,1024,<function dropout at 0x7f0b37a92a60>
60,0.5779815912246704,3,0.5762711763381957,0.0,0.01,4,cone,256,<function dropout at 0x7f0b37a92a60>
61,0.5779815912246704,3,0.5593219995498656,0.0,0.01,4,cone,512,<function dropout at 0x7f0b37a92a60>
62,0.5963302254676819,3,0.5779660880565642,0.0,0.01,4,cone,1024,<function dropout at 0x7f0b37a92a60>
63,0.5779815912246704,3,0.610169494152069,0.0,0.01,8,cone,256,<function dropout at 0x7f0b37a92a60>
64,0.5779815912246704,3,0.5762711763381957,0.0,0.01,8,cone,512,<function dropout at 0x7f0b37a92a60>
65,0.5504587292671204,3,0.5898304998874664,0.0,0.01,8,cone,1024,<function dropout at 0x7f0b37a92a60>
66,0.5871559381484985,3,0.5847457587718963,0.0,0.01,16,cone,256,<function dropout at 0x7f0b37a92a60>
67,0.6146788597106934,3,0.5186440765857696,0.0,0.01,16,cone,512,<function dropout at 0x7f0b37a92a60>
68,0.5779815912246704,3,0.5847457647323607,0.0,0.01,16,cone,1024,<function dropout at 0x7f0b37a92a60>
69,0.6146788597106934,3,0.508474588394165,0.0,0.01,32,cone,256,<function dropout at 0x7f0b37a92a60>
70,0.5504586696624756,3,0.5830508470535277,0.0,0.01,32,cone,512,<function dropout at 0x7f0b37a92a60>
71,0.5688073039054871,3,0.5762711763381957,0.0,0.01,32,cone,1024,<function dropout at 0x7f0b37a92a60>
72,0.6146788597106934,3,0.508474588394165,0.5,10.0,2,cone,256,<function dropout at 0x7f0b37a92a60>
73,0.6146788597106934,3,0.508474588394165,0.5,10.0,2,cone,512,<function dropout at 0x7f0b37a92a60>
74,0.6146788597106934,3,0.508474588394165,0.5,10.0,2,cone,1024,<function dropout at 0x7f0b37a92a60>
75,0.6146788597106934,3,0.508474588394165,0.5,10.0,3,cone,256,<function dropout at 0x7f0b37a92a60>
76,0.6146788597106934,3,0.508474588394165,0.5,10.0,3,cone,512,<function dropout at 0x7f0b37a92a60>
77,0.6146788597106934,3,0.508474588394165,0.5,10.0,3,cone,1024,<function dropout at 0x7f0b37a92a60>
78,0.6146788597106934,3,0.508474588394165,0.5,10.0,4,cone,256,<function dropout at 0x7f0b37a92a60>
79,0.6146788597106934,3,0.508474588394165,0.5,10.0,4,cone,512,<function dropout at 0x7f0b37a92a60>
80,0.6146788597106934,3,0.508474588394165,0.5,10.0,4,cone,1024,<function dropout at 0x7f0b37a92a60>
81,0.6146788597106934,3,0.508474588394165,0.5,10.0,8,cone,256,<function dropout at 0x7f0b37a92a60>
82,0.6146788597106934,3,0.508474588394165,0.5,10.0,8,cone,512,<function dropout at 0x7f0b37a92a60>
83,0.6146788597106934,3,0.508474588394165,0.5,10.0,8,cone,1024,<function dropout at 0x7f0b37a92a60>
84,0.6146788597106934,3,0.508474588394165,0.5,10.0,16,cone,256,<function dropout at 0x7f0b37a92a60>
85,0.6146788597106934,3,0.508474588394165,0.5,10.0,16,cone,512,<function dropout at 0x7f0b37a92a60>
86,0.6146788597106934,3,0.508474588394165,0.5,10.0,16,cone,1024,<function dropout at 0x7f0b37a92a60>
87,0.6146788597106934,3,0.508474588394165,0.5,10.0,32,cone,256,<function dropout at 0x7f0b37a92a60>
88,0.6146788597106934,3,0.508474588394165,0.5,10.0,32,cone,512,<function dropout at 0x7f0b37a92a60>
89,0.6146788597106934,3,0.508474588394165,0.5,10.0,32,cone,1024,<function dropout at 0x7f0b37a92a60>
90,0.6146788597106934,3,0.508474588394165,0.5,1.0,2,cone,256,<function dropout at 0x7f0b37a92a60>
91,0.6146788597106934,3,0.5152542471885682,0.5,1.0,2,cone,512,<function dropout at 0x7f0b37a92a60>
92,0.6146788597106934,3,0.5118644118309021,0.5,1.0,2,cone,1024,<function dropout at 0x7f0b37a92a60>
93,0.6146788597106934,3,0.508474588394165,0.5,1.0,3,cone,256,<function dropout at 0x7f0b37a92a60>
94,0.6146788597106934,3,0.508474588394165,0.5,1.0,3,cone,512,<function dropout at 0x7f0b37a92a60>
95,0.6146788597106934,3,0.508474588394165,0.5,1.0,3,cone,1024,<function dropout at 0x7f0b37a92a60>
96,0.6146788597106934,3,0.5152542471885682,0.5,1.0,4,cone,256,<function dropout at 0x7f0b37a92a60>
97,0.6146788597106934,3,0.508474588394165,0.5,1.0,4,cone,512,<function dropout at 0x7f0b37a92a60>
98,0.6146788597106934,3,0.508474588394165,0.5,1.0,4,cone,1024,<function dropout at 0x7f0b37a92a60>
