,layerForm,dropoutFn,testAccuracy,activationFn,valAccuracy,nstart,dR,learningrate,nlayers
48,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,10.0,2
49,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,10.0,3
50,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,10.0,4
51,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,10.0,8
52,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,10.0,16
53,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,10.0,32
54,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,1.0,2
55,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.25384617149829863,512,0.0,1.0,3
56,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,1.0,4
57,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,1.0,8
58,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,1.0,16
59,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,1.0,32
60,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6461538672447203,512,0.0,0.1,2
61,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6230769455432891,512,0.0,0.1,3
62,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6000000238418578,512,0.0,0.1,4
63,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2692307889461517,512,0.0,0.1,8
64,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,0.1,16
65,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.0,0.1,32
66,rect,<function dropout at 0x7ff38b007a60>,0.576923131942749,3,0.6615385055541991,512,0.0,0.01,2
67,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.6000000387430191,512,0.0,0.01,3
68,rect,<function dropout at 0x7ff38b007a60>,0.576923131942749,3,0.6615384817123412,512,0.0,0.01,4
69,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.6153846383094786,512,0.0,0.01,8
70,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6000000238418578,512,0.0,0.01,16
71,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.607692340016365,512,0.0,0.01,32
72,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,10.0,2
73,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,10.0,3
74,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,10.0,4
75,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,10.0,8
76,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,10.0,16
77,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,10.0,32
78,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,1.0,2
79,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,1.0,3
80,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,1.0,4
81,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,1.0,8
82,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,1.0,16
83,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,1.0,32
84,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.630769270658493,512,0.5,0.1,2
85,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.1,3
86,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.1,4
87,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.1,8
88,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.1,16
89,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.1,32
90,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.4538461804389953,512,0.5,0.01,2
91,rect,<function dropout at 0x7ff38b007a60>,0.6153846383094788,3,0.4615384876728057,512,0.5,0.01,3
92,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.400000025331974,512,0.5,0.01,4
93,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.45384617745876304,512,0.5,0.01,8
94,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.01,16
95,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,512,0.5,0.01,32
96,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,10.0,2
97,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,10.0,3
98,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,10.0,4
99,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,10.0,8
100,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,10.0,16
101,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,10.0,32
102,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,1.0,2
103,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,1.0,3
104,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,1.0,4
105,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,1.0,8
106,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,1.0,16
107,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,1.0,32
108,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.584615409374237,1024,0.0,0.1,2
109,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6076923340559005,1024,0.0,0.1,3
110,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,0.1,4
111,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,0.1,8
112,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,0.1,16
113,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.0,0.1,32
114,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6230769455432891,1024,0.0,0.01,2
115,rect,<function dropout at 0x7ff38b007a60>,0.576923131942749,3,0.5923077166080474,1024,0.0,0.01,3
116,rect,<function dropout at 0x7ff38b007a60>,0.576923131942749,3,0.6076923310756682,1024,0.0,0.01,4
117,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.6153846353292465,1024,0.0,0.01,8
118,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.6307692557573318,1024,0.0,0.01,16
119,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.5230769544839858,1024,0.0,0.01,32
120,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,10.0,2
121,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,10.0,3
122,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,10.0,4
123,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,10.0,8
124,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,10.0,16
125,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,10.0,32
126,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.25384617149829863,1024,0.5,1.0,2
127,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,1.0,3
128,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,1.0,4
129,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,1.0,8
130,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,1.0,16
131,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,1.0,32
132,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.5923077255487441,1024,0.5,0.1,2
133,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.25384617149829863,1024,0.5,0.1,3
134,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,0.1,4
135,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,0.1,8
136,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,0.1,16
137,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,0.1,32
138,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.5230769485235214,1024,0.5,0.01,2
139,rect,<function dropout at 0x7ff38b007a60>,0.42307695746421814,3,0.5076923370361327,1024,0.5,0.01,3
140,rect,<function dropout at 0x7ff38b007a60>,0.5,3,0.47692311108112334,1024,0.5,0.01,4
141,rect,<function dropout at 0x7ff38b007a60>,0.42307695746421814,3,0.5000000342726707,1024,0.5,0.01,8
142,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,0.01,16
143,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,1024,0.5,0.01,32
