,layerForm,dropoutFn,testAccuracy,activationFn,valAccuracy,nstart,dR,learningrate,nlayers
0,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,10.0,2
1,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,10.0,3
2,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,10.0,4
3,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,10.0,8
4,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,10.0,16
5,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,10.0,32
6,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,1.0,2
7,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.25384617149829863,256,0.0,1.0,3
8,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,1.0,4
9,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,1.0,8
10,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,1.0,16
11,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,1.0,32
12,rect,<function dropout at 0x7ff38b007a60>,0.576923131942749,3,0.5923077225685119,256,0.0,0.1,2
13,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6384615778923034,256,0.0,0.1,3
14,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6076923429965972,256,0.0,0.1,4
15,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.6538461863994597,256,0.0,0.1,8
16,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,0.1,16
17,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.0,0.1,32
18,rect,<function dropout at 0x7ff38b007a60>,0.576923131942749,3,0.6153846383094786,256,0.0,0.01,2
19,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6076923370361327,256,0.0,0.01,3
20,rect,<function dropout at 0x7ff38b007a60>,0.6153846383094788,3,0.6076923310756682,256,0.0,0.01,4
21,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.6000000238418578,256,0.0,0.01,8
22,rect,<function dropout at 0x7ff38b007a60>,0.384615421295166,3,0.6461538672447203,256,0.0,0.01,16
23,rect,<function dropout at 0x7ff38b007a60>,0.42307692766189575,3,0.5384615719318389,256,0.0,0.01,32
24,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,10.0,2
25,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,10.0,3
26,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,10.0,4
27,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,10.0,8
28,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,10.0,16
29,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,10.0,32
30,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.25384617149829863,256,0.5,1.0,2
31,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,1.0,3
32,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,1.0,4
33,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,1.0,8
34,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,1.0,16
35,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,1.0,32
36,rect,<function dropout at 0x7ff38b007a60>,0.3076923191547394,3,0.48461542427539817,256,0.5,0.1,2
37,rect,<function dropout at 0x7ff38b007a60>,0.42307692766189575,3,0.4769231021404266,256,0.5,0.1,3
38,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,0.1,4
39,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,0.1,8
40,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,0.1,16
41,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,0.1,32
42,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.5615384876728057,256,0.5,0.01,2
43,rect,<function dropout at 0x7ff38b007a60>,0.46153849363327026,3,0.46923080086708063,256,0.5,0.01,3
44,rect,<function dropout at 0x7ff38b007a60>,0.5384615659713745,3,0.34615385532379145,256,0.5,0.01,4
45,rect,<function dropout at 0x7ff38b007a60>,0.384615421295166,3,0.292307710647583,256,0.5,0.01,8
46,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,0.01,16
47,rect,<function dropout at 0x7ff38b007a60>,0.1538461595773697,3,0.2307692468166351,256,0.5,0.01,32
