,testAccuracy,nstart,layerForm,dropoutFn,learningrate,nlayers,valAccuracy,activationFn,dR
0,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,2,0.516853928565979,3,0.0
1,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,2,0.516853928565979,3,0.5
2,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,3,0.516853928565979,3,0.0
3,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,3,0.516853928565979,3,0.5
4,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,4,0.516853928565979,3,0.0
5,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,4,0.516853928565979,3,0.5
6,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,8,0.516853928565979,3,0.0
7,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,8,0.516853928565979,3,0.5
8,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,16,0.516853928565979,3,0.0
9,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,16,0.516853928565979,3,0.5
10,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,32,0.516853928565979,3,0.0
11,0.49339938163757324,256,cone,<function dropout at 0x7f44a0ab4a60>,10.0,32,0.516853928565979,3,0.5
12,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,2,0.5000000149011613,3,0.0
13,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,2,0.519101119041443,3,0.5
14,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,3,0.516853928565979,3,0.0
15,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,3,0.516853928565979,3,0.5
16,0.5066006779670715,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,4,0.4876404732465745,3,0.0
17,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,4,0.516853928565979,3,0.5
18,0.5066006779670715,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,8,0.5067415803670884,3,0.0
19,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,8,0.516853928565979,3,0.5
20,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,16,0.5089887708425521,3,0.0
21,0.49339932203292847,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,16,0.516853928565979,3,0.5
22,0.4966996908187866,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,32,0.49438203573226935,3,0.0
23,0.5066006779670715,256,cone,<function dropout at 0x7f44a0ab4a60>,1.0,32,0.504494395852089,3,0.5
24,0.5198019742965698,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,2,0.5449438154697419,3,0.0
25,0.48184818029403687,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,2,0.5382022380828857,3,0.5
26,0.4867987036705017,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,3,0.5202247202396393,3,0.0
27,0.5066006779670715,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,3,0.5101123601198196,3,0.5
28,0.48349833488464355,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,4,0.5573033571243287,3,0.0
29,0.49174922704696655,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,4,0.5314606845378876,3,0.5
30,0.594059407711029,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,8,0.5685393154621124,3,0.0
31,0.5049505233764648,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,8,0.5089887619018555,3,0.5
32,0.47029703855514526,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,16,0.5089887648820877,3,0.0
33,0.5181518197059631,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,16,0.5011236011981964,3,0.5
34,0.5165016651153564,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,32,0.5112359583377838,3,0.0
35,0.5066006779670715,256,cone,<function dropout at 0x7f44a0ab4a60>,0.1,32,0.5101123631000519,3,0.5
36,0.4917491674423218,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,2,0.5595505475997926,3,0.0
37,0.49504953622817993,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,2,0.5449438631534577,3,0.5
38,0.5214521884918213,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,3,0.5258426904678345,3,0.0
39,0.4966996908187866,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,3,0.5370786488056183,3,0.5
40,0.4867987036705017,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,4,0.5370786428451538,3,0.0
41,0.4785478711128235,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,4,0.5089887619018556,3,0.5
42,0.5330033302307129,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,8,0.5617977380752563,3,0.0
43,0.48514851927757263,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,8,0.4842696934938432,3,0.5
44,0.5066006779670715,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,16,0.5719101011753082,3,0.0
45,0.4867987036705017,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,16,0.50449438393116,3,0.5
46,0.5099009871482849,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,32,0.5359550505876541,3,0.0
47,0.5181518793106079,256,cone,<function dropout at 0x7f44a0ab4a60>,0.01,32,0.516853928565979,3,0.5
48,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,2,0.516853928565979,3,0.0
49,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,2,0.516853928565979,3,0.5
50,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,3,0.516853928565979,3,0.0
51,0.49339938163757324,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,3,0.516853928565979,3,0.5
52,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,4,0.5101123631000519,3,0.0
53,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,4,0.516853928565979,3,0.5
54,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,8,0.516853928565979,3,0.0
55,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,8,0.516853928565979,3,0.5
56,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,16,0.516853928565979,3,0.0
57,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,16,0.516853928565979,3,0.5
58,0.5066006779670715,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,32,0.5000000149011613,3,0.0
59,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,10.0,32,0.516853928565979,3,0.5
