,layerForm,testAccuracy,nlayers,valAccuracy,dropoutFn,dR,learningrate,activationFn,nstart
41,rect,0.8799999952316284,3,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,1024
42,rect,0.6399999856948853,3,0.8900000095367432,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,256
43,rect,0.8799999952316284,3,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,512
44,rect,0.8799999952316284,3,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,1024
45,rect,0.7999999523162842,3,0.8400000035762789,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,256
46,rect,0.7599999904632568,3,0.8200000047683718,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,512
47,rect,0.7999999523162842,3,0.8300000071525576,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,1024
48,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,256
49,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,512
50,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,1024
51,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,256
52,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,512
53,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,1024
54,rect,0.9599999785423279,4,0.9599999904632569,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,256
55,rect,1.0,4,0.929999989271164,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,512
56,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,1024
57,rect,0.9599999785423279,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,256
58,rect,0.9599999785423279,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,512
59,rect,0.9599999785423279,4,0.909999990463257,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,1024
60,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,256
61,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,512
62,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,1024
63,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,256
64,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,512
65,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,1024
66,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,256
67,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,512
68,rect,0.8799999952316284,4,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,1024
69,rect,0.7599999904632568,4,0.9800000011920929,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,256
70,rect,0.7599999904632568,4,0.8000000119209291,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,512
71,rect,0.7599999904632568,4,0.8400000095367431,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,1024
72,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,256
73,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,512
74,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,1024
75,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,256
76,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,512
77,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,1024
78,rect,0.8399999737739563,8,0.9699999928474426,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,256
79,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,512
80,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,1024
81,rect,0.9599999785423279,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,256
82,rect,0.9199999570846558,8,0.9599999904632568,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,512
83,rect,0.7999999523162842,8,0.9799999952316284,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,1024
84,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,256
85,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,512
86,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,1024
87,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,256
88,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,512
89,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,1024
90,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,256
91,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,512
92,rect,0.8799999952316284,8,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,1024
93,rect,0.9199999570846558,8,0.7400000154972076,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,256
94,rect,0.8799999952316284,8,0.6300000071525574,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,512
95,rect,0.7199999690055847,8,0.7700000047683716,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,1024
96,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,256
97,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,512
98,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,1024
99,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,256
100,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,512
101,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,1024
102,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,256
103,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,512
104,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,1024
105,rect,0.9199999570846558,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,256
106,rect,0.9199999570846558,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,512
107,rect,0.9199999570846558,16,0.9899999976158141,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,1024
108,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,256
109,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,512
110,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,1024
111,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,256
112,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,512
113,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,1024
114,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,256
115,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,512
116,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,1024
117,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,256
118,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,512
119,rect,0.8799999952316284,16,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,1024
120,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,256
121,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,512
122,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,10.0,3,1024
123,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,256
124,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,512
125,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,1.0,3,1024
126,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,256
127,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,512
128,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.1,3,1024
129,rect,0.9199999570846558,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,256
130,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,512
131,rect,0.8799999952316284,32,0.9600000023841858,<function dropout at 0x7f6594f34a60>,0.0,0.01,3,1024
132,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,256
133,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,512
134,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,10.0,3,1024
135,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,256
136,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,512
137,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,1.0,3,1024
138,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,256
139,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,512
140,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.1,3,1024
141,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,256
142,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,512
143,rect,0.8799999952316284,32,0.9999999999999999,<function dropout at 0x7f6594f34a60>,0.5,0.01,3,1024
